,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morphemes,asjp_forms,asjp_segs
1042,XiAn-Liu-2007-201-129-1,,XiAn,Liu-2007-201-129,sɿ⁵³,sɿ⁵³,s ɿ ⁵³,,Liu2007,,,,,i n t,,s , s
1043,Chengdu-Liu-2007-201-129-1,,Chengdu,Liu-2007-201-129,sɿ⁵³,sɿ⁵³,s ɿ ⁵³,,Liu2007,,,,,i n t,,s , s
1044,Nanjing-Liu-2007-201-129-1,,Nanjing,Liu-2007-201-129,sɿ¹¹,sɿ¹¹,s ɿ ¹¹,,Liu2007,,,,,i n t,,s , s
1045,Jixi-Liu-2007-201-129-1,,Jixi,Liu-2007-201-129,sɿ²¹³,sɿ²¹³,s ɿ ²¹³,,Liu2007,,,,,i n t,,s , s
1046,Suzhou-Liu-2007-201-129-1,,Suzhou,Liu-2007-201-129,si⁵²,si⁵²,s i ⁵²,,Liu2007,,,,,i n t,,s i , i s
1047,Wenzhou-Liu-2007-201-129-1,,Wenzhou,Liu-2007-201-129,sɿ²⁴²,sɿ²⁴²,s ɿ ²⁴²,,Liu2007,,,,,i n t,,s , s
1048,Changsha-Liu-2007-201-129-1,,Changsha,Liu-2007-201-129,sɿ⁴¹,sɿ⁴¹,s ɿ ⁴¹,,Liu2007,,,,,i n t,,s , s
1049,Changsha-Liu-2007-201-129-2,,Changsha,Liu-2007-201-129,kua³³,kua³³,k w a ³³,,Liu2007,,,,,i m n t,,k w a , a k w
1050,Changsha-Liu-2007-201-129-3,,Changsha,Liu-2007-201-129,tan¹³ sɿ⁵⁵ lan¹³,tan¹³ sɿ⁵⁵ lan¹³,t a n ¹³ + s ɿ ⁵⁵ + l a n ¹³,,Liu2007,,,,,i n c t + i n t + i n c t,,t a n   s   l a n , a l n s t
1051,Loudi-Liu-2007-201-129-1,,Loudi,Liu-2007-201-129,sɿ⁴²,sɿ⁴²,s ɿ ⁴²,,Liu2007,,,,,i n t,,s , s
1052,Nanchang-Liu-2007-201-129-1,,Nanchang,Liu-2007-201-129,sɿ²¹³,sɿ²¹³,s ɿ ²¹³,,Liu2007,,,,,i n t,,s , s
1053,Meixian-Liu-2007-201-129-1,,Meixian,Liu-2007-201-129,sɿ³¹,sɿ³¹,s ɿ ³¹,,Liu2007,,,,,i n t,,s , s
1054,Guilin-Liu-2007-201-129-1,,Guilin,Liu-2007-201-129,sɿ²³,sɿ²³,s ɿ ²³,,Liu2007,,,,,i n t,,s , s
1055,Guangzhou-Liu-2007-201-129-1,,Guangzhou,Liu-2007-201-129,sei³⁵,sei³⁵,s ei ³⁵,,Liu2007,,,,,i n t,,s ei , ei s
1056,Fuzhou-Liu-2007-201-129-1,,Fuzhou,Liu-2007-201-129,si³²,si³²,s i ³²,,Liu2007,,,,,i n t,,s i , i s
1057,Xiamen-Liu-2007-201-129-1,,Xiamen,Liu-2007-201-129,si⁵³,si⁵³,s i ⁵³,,Liu2007,,,,,i n t,,s i , i s
1058,Beijing-Liu-2007-201-130-1,,Beijing,Liu-2007-201-130,sɿ⁵¹,sɿ⁵¹,s ɿ ⁵¹,,Liu2007,,,,,i n t,,s , s
1059,Haerbin-Liu-2007-201-130-1,,Haerbin,Liu-2007-201-130,sɿ⁵³,sɿ⁵³,s ɿ ⁵³,,Liu2007,,,,,i n t,,s , s
1060,Jinan-Liu-2007-201-130-1,,Jinan,Liu-2007-201-130,sɿ³¹,sɿ³¹,s ɿ ³¹,,Liu2007,,,,,i n t,,s , s
1061,Rongcheng-Liu-2007-201-130-1,,Rongcheng,Liu-2007-201-130,sɿ³³⁴,sɿ³³⁴,s ɿ ³³⁴,,Liu2007,,,,,i n t,,s , s
1062,Taiyuan-Liu-2007-201-130-1,,Taiyuan,Liu-2007-201-130,sɿ⁴⁵,sɿ⁴⁵,s ɿ ⁴⁵,,Liu2007,,,,,i n t,,s , s
1063,XiAn-Liu-2007-201-130-1,,XiAn,Liu-2007-201-130,sɿ⁴⁴,sɿ⁴⁴,s ɿ ⁴⁴,,Liu2007,,,,,i n t,,s , s
1064,Chengdu-Liu-2007-201-130-1,,Chengdu,Liu-2007-201-130,sɿ²¹³,sɿ²¹³,s ɿ ²¹³,,Liu2007,,,,,i n t,,s , s
1065,Nanjing-Liu-2007-201-130-1,,Nanjing,Liu-2007-201-130,sɿ⁴⁴,sɿ⁴⁴,s ɿ ⁴⁴,,Liu2007,,,,,i n t,,s , s
1066,Jixi-Liu-2007-201-130-1,,Jixi,Liu-2007-201-130,sɿ³⁵,sɿ³⁵,s ɿ ³⁵,,Liu2007,,,,,i n t,,s , s
1067,Suzhou-Liu-2007-201-130-1,,Suzhou,Liu-2007-201-130,sɿ⁴¹²,sɿ⁴¹²,s ɿ ⁴¹²,,Liu2007,,,,,i n t,,s , s
1068,Wenzhou-Liu-2007-201-130-1,,Wenzhou,Liu-2007-201-130,sɿ⁵¹,sɿ⁵¹,s ɿ ⁵¹,,Liu2007,,,,,i n t,,s , s
1069,Changsha-Liu-2007-201-130-1,,Changsha,Liu-2007-201-130,sɿ⁵⁵,sɿ⁵⁵,s ɿ ⁵⁵,,Liu2007,,,,,i n t,,s , s
1070,Loudi-Liu-2007-201-130-1,,Loudi,Liu-2007-201-130,sɿ³⁵,sɿ³⁵,s ɿ ³⁵,,Liu2007,,,,,i n t,,s , s
1071,Nanchang-Liu-2007-201-130-1,,Nanchang,Liu-2007-201-130,sɿ⁴⁵,sɿ⁴⁵,s ɿ ⁴⁵,,Liu2007,,,,,i n t,,s , s
1072,Meixian-Liu-2007-201-130-1,,Meixian,Liu-2007-201-130,si⁵³,si⁵³,s i ⁵³,,Liu2007,,,,,i n t,,s i , i s
1073,Guilin-Liu-2007-201-130-1,,Guilin,Liu-2007-201-130,sɿ²⁵,sɿ²⁵,s ɿ ²⁵,,Liu2007,,,,,i n t,,s , s
1074,Guangzhou-Liu-2007-201-130-1,,Guangzhou,Liu-2007-201-130,sei³³,sei³³,s ei ³³,,Liu2007,,,,,i n t,,s ei , ei s
1075,Fuzhou-Liu-2007-201-130-1,,Fuzhou,Liu-2007-201-130,sɛi²¹²,sɛi²¹²,s ɛi ²¹²,,Liu2007,,,,,i n t,,s Ei , Ei s
1076,Xiamen-Liu-2007-201-130-1,,Xiamen,Liu-2007-201-130,si²¹,si²¹,s i ²¹,,Liu2007,,,,,i n t,,s i , i s
1077,Beijing-Liu-2007-201-131-1,,Beijing,Liu-2007-201-131,tʰᴀ⁵⁵,tʰᴀ⁵⁵,tʰ a̠ ⁵⁵,,Liu2007,,,,,i n t,,th~ a , a th~
1078,Haerbin-Liu-2007-201-131-1,,Haerbin,Liu-2007-201-131,tʰa⁴⁴,tʰa⁴⁴,tʰ a ⁴⁴,,Liu2007,,,,,i n t,,th~ a , a th~
1079,Jinan-Liu-2007-201-131-1,,Jinan,Liu-2007-201-131,tʰa⁴⁵,tʰa⁴⁵,tʰ a ⁴⁵,,Liu2007,,,,,i n t,,th~ a , a th~
1080,Rongcheng-Liu-2007-201-131-1,,Rongcheng,Liu-2007-201-131,tʰa⁵²,tʰa⁵²,tʰ a ⁵²,,Liu2007,,,,,i n t,,th~ a , a th~
1081,Taiyuan-Liu-2007-201-131-1,,Taiyuan,Liu-2007-201-131,tʰa²¹,tʰa²¹,tʰ a ²¹,,Liu2007,,,,,i n t,,th~ a , a th~
1082,XiAn-Liu-2007-201-131-1,,XiAn,Liu-2007-201-131,tʰɑ²¹,tʰɑ²¹,tʰ ɑ ²¹,,Liu2007,,,,,i n t,,th~ o , o th~
1083,Chengdu-Liu-2007-201-131-1,,Chengdu,Liu-2007-201-131,tʰa⁴⁵,tʰa⁴⁵,tʰ a ⁴⁵,,Liu2007,,,,,i n t,,th~ a , a th~
1084,Nanjing-Liu-2007-201-131-1,,Nanjing,Liu-2007-201-131,tʰɑ³¹,tʰɑ³¹,tʰ ɑ ³¹,,Liu2007,,,,,i n t,,th~ o , o th~
1085,Jixi-Liu-2007-201-131-1,,Jixi,Liu-2007-201-131,ki⁴⁴,ki⁴⁴,k i ⁴⁴,,Liu2007,,,,,i n t,,k i , i k
1086,Suzhou-Liu-2007-201-131-1,,Suzhou,Liu-2007-201-131,li⁴⁴,li⁴⁴,l i ⁴⁴,,Liu2007,,,,,i n t,,l i , i l
1087,Wenzhou-Liu-2007-201-131-1,,Wenzhou,Liu-2007-201-131,gei³⁴¹,gei³⁴¹,g ei ³⁴¹,,Liu2007,,,,,i n t,,g ei , ei g
1088,Changsha-Liu-2007-201-131-1,,Changsha,Liu-2007-201-131,tʰa³³,tʰa³³,tʰ a ³³,,Liu2007,,,,,i n t,,th~ a , a th~
1089,Loudi-Liu-2007-201-131-1,,Loudi,Liu-2007-201-131,tʰɔ⁴⁴,tʰɔ⁴⁴,tʰ ɔ ⁴⁴,,Liu2007,,,,,i n t,,th~ o , o th~
1090,Nanchang-Liu-2007-201-131-1,,Nanchang,Liu-2007-201-131,tɕie²⁴,tɕie²⁴,tɕ j e ²⁴,,Liu2007,,,,,i m n t,,tS y e , e tS y
1091,Meixian-Liu-2007-201-131-1,,Meixian,Liu-2007-201-131,ki¹¹,ki¹¹,k i ¹¹,,Liu2007,,,,,i n t,,k i , i k
1092,Guilin-Liu-2007-201-131-1,,Guilin,Liu-2007-201-131,tʰᴀ⁴²,tʰᴀ⁴²,tʰ a̠ ⁴²,,Liu2007,,,,,i n t,,th~ a , a th~
1093,Guangzhou-Liu-2007-201-131-1,,Guangzhou,Liu-2007-201-131,kʰøy²³,kʰøy²³,kʰ øy ²³,,Liu2007,,,,,i n t,,kh~ ei , ei kh~
1094,Fuzhou-Liu-2007-201-131-1,,Fuzhou,Liu-2007-201-131,i⁵⁵,i⁵⁵,i ⁵⁵,,Liu2007,,,,,n t,,i , i
1095,Fuzhou-Liu-2007-201-131-2,,Fuzhou,Liu-2007-201-131,i⁵⁵ nøyŋ⁵³,i⁵⁵ nøyŋ⁵³,i ⁵⁵ + n øy ŋ ⁵³,,Liu2007,,,,,n t + i n c t,,i   n ei N , N ei i n
1096,Xiamen-Liu-2007-201-131-1,,Xiamen,Liu-2007-201-131,i⁵⁵,i⁵⁵,i ⁵⁵,,Liu2007,,,,,n t,,i , i
1097,Beijing-Liu-2007-201-132-1,,Beijing,Liu-2007-201-132,tʰᴀ⁵⁵ mən³⁵,tʰᴀ⁵⁵ mən³⁵,tʰ a̠ ⁵⁵ + m ə n ³⁵,,Liu2007,,,,,i n t + i n c t,,th~ a   m 3 n , 3 a m n th~
1098,Haerbin-Liu-2007-201-132-1,,Haerbin,Liu-2007-201-132,tʰa⁴⁴ mən⁰,tʰa⁴⁴ mən⁰,tʰ a ⁴⁴ + m ə n ⁰,,Liu2007,,,,,i n t + i n c t,,th~ a   m 3 n , 3 a m n th~
1099,Jinan-Liu-2007-201-132-1,,Jinan,Liu-2007-201-132,tʰa⁴⁵⁻²¹⁴ mẽ⁰,tʰa⁴⁵⁻²¹⁴ mẽ⁰,tʰ a ⁴⁵ + m ẽ ⁰,,Liu2007,,,,,i n t + i n t,,th~ a   m e* , a e* m th~
1100,Rongcheng-Liu-2007-201-132-1,,Rongcheng,Liu-2007-201-132,tʰa⁵² mən³³⁴,tʰa⁵² mən³³⁴,tʰ a ⁵² + m ə n ³³⁴,,Liu2007,,,,,i n t + i n c t,,th~ a   m 3 n , 3 a m n th~
1101,Taiyuan-Liu-2007-201-132-1,,Taiyuan,Liu-2007-201-132,tʰa²¹ məŋ⁰,tʰa²¹ məŋ⁰,tʰ a ²¹ + m ə ŋ ⁰,,Liu2007,,,,,i n t + i n c t,,th~ a   m 3 N , 3 N a m th~
1102,XiAn-Liu-2007-201-132-1,,XiAn,Liu-2007-201-132,tʰɑ²¹ ti⁰,tʰɑ²¹ ti⁰,tʰ ɑ ²¹ + t i ⁰,,Liu2007,,,,,i n t + i n t,,th~ o   t i , i o t th~
1103,Chengdu-Liu-2007-201-132-1,,Chengdu,Liu-2007-201-132,tʰa⁴⁵ mən²¹⁻⁵⁵,tʰa⁴⁵ mən²¹⁻⁵⁵,tʰ a ⁴⁵ + m ə n ²¹,,Liu2007,,,,,i n t + i n c t,,th~ a   m 3 n , 3 a m n th~
1104,Nanjing-Liu-2007-201-132-1,,Nanjing,Liu-2007-201-132,tʰɑ³¹ mən¹³,tʰɑ³¹ mən¹³,tʰ ɑ ³¹ + m ə n ¹³,,Liu2007,,,,,i n t + i n c t,,th~ o   m 3 n , 3 m n o th~
1105,Jixi-Liu-2007-201-132-1,,Jixi,Liu-2007-201-132,ki⁴⁴ iɑ̃⁰,ki⁴⁴ iɑ̃⁰,k i ⁴⁴ + j ɑ̃ ⁰,,Liu2007,,,,,i n t + m n t,,k i   y o* , i k o* y
1106,Suzhou-Liu-2007-201-132-1,,Suzhou,Liu-2007-201-132,li⁴⁴ toʔ⁰,li⁴⁴ toʔ⁰,l i ⁴⁴ + t o ʔ ⁰,,Liu2007,,,,,i n t + i n c t,,l i   t o 7 , 7 i l o t
1107,Wenzhou-Liu-2007-201-132-1,,Wenzhou,Liu-2007-201-132,gei³⁴¹⁻³¹ liɛ³⁴¹⁻²¹,gei³⁴¹⁻³¹ liɛ³⁴¹⁻²¹,g ei ³⁴¹ + l j ɛ ³⁴¹,,Liu2007,,,,,i n t + i m n t,,g ei   l y E , E ei g l y
1108,Changsha-Liu-2007-201-132-1,,Changsha,Liu-2007-201-132,tʰa³³ mən,tʰa³³ mən,tʰ a ³³ + m ə n,,Liu2007,,,,,i n t + i n c,,th~ a   m 3 n, 3 a m n th~
1109,Loudi-Liu-2007-201-132-1,,Loudi,Liu-2007-201-132,tʰɔ⁴⁴ nã¹³⁻³³,tʰɔ⁴⁴ nã¹³⁻³³,tʰ ɔ ⁴⁴ + n ã ¹³,,Liu2007,,,,,i n t + i n t,,th~ o   n a* , a* n o th~
1110,Nanchang-Liu-2007-201-132-1,,Nanchang,Liu-2007-201-132,tɕie²⁴ mɨn⁰,tɕie²⁴ mɨn⁰,tɕ j e ²⁴ + m ɨ n ⁰,,Liu2007,,,,,i m n t + i n c t,,tS y e   m 3 n , 3 e m n tS y
1111,Meixian-Liu-2007-201-132-1,,Meixian,Liu-2007-201-132,ki¹¹ ten³³⁻³⁵ ŋin¹¹,ki¹¹ ten³³⁻³⁵ ŋin¹¹,k i ¹¹ + t e n ³³ + ŋ i n ¹¹,,Liu2007,,,,,i n t + i n c t + i n c t,,k i   t e n   N i n , N e i k n t
1112,Guilin-Liu-2007-201-132-1,,Guilin,Liu-2007-201-132,tʰᴀ⁴² ti⁰ kɤ²¹,tʰᴀ⁴² ti⁰ kɤ²¹,tʰ a̠ ⁴² + t i ⁰ + k ɤ ²¹,,Liu2007,,,,,i n t + i n t + i n t,,th~ a   t i   k o , a i k o t th~
1113,Guangzhou-Liu-2007-201-132-1,,Guangzhou,Liu-2007-201-132,kʰøy²³ tei²²,kʰøy²³ tei²²,kʰ øy ²³ + t ei ²²,,Liu2007,,,,,i n t + i n t,,kh~ ei   t ei , ei kh~ t
1114,Fuzhou-Liu-2007-201-132-1,,Fuzhou,Liu-2007-201-132,i⁵⁵ nøyŋ⁵³,i⁵⁵ nøyŋ⁵³,i ⁵⁵ + n øy ŋ ⁵³,,Liu2007,,,,,n t + i n c t,,i   n ei N , N ei i n
1115,Fuzhou-Liu-2007-201-132-2,,Fuzhou,Liu-2007-201-132,i⁵⁵ koʔ²⁴*⁻²¹* nøyŋ⁵³,i⁵⁵ koʔ²⁴*⁻²¹* nøyŋ⁵³,i ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³,,Liu2007,,,,,n t + i n c t + i n c t,,i   k o 7   n ei N , 7 N ei i k n o
1116,Xiamen-Liu-2007-201-132-1,,Xiamen,Liu-2007-201-132,in⁵⁵,in⁵⁵,i n ⁵⁵,,Liu2007,,,,,n c t,,i n , i n
1117,Beijing-Liu-2007-201-133-1,,Beijing,Liu-2007-201-133,tʰai⁵¹⁻⁵³ iɑŋ³⁵,tʰai⁵¹⁻⁵³ iɑŋ³⁵,tʰ ai ⁵¹ + j ɑ ŋ ³⁵,,Liu2007,,,,,i n t + i n c t,,th~ ai   y o N , N ai o th~ y
1118,Haerbin-Liu-2007-201-133-1,,Haerbin,Liu-2007-201-133,ʐʅ⁵³ tʰou⁰,ʐʅ⁵³ tʰou⁰,ʐ ʅ ⁵³ + tʰ ou ⁰,,Liu2007,,,,,i n t + i n t,,Z   th~ ou , Z ou th~
1119,Haerbin-Liu-2007-201-133-2,,Haerbin,Liu-2007-201-133,tʰai⁵³ iaŋ⁰,tʰai⁵³ iaŋ⁰,tʰ ai ⁵³ + j a ŋ ⁰,,Liu2007,,,,,i n t + i n c t,,th~ ai   y a N , N a ai th~ y
1120,Jinan-Liu-2007-201-133-1,,Jinan,Liu-2007-201-133,tʰə³¹ iɑŋ⁵³,tʰə³¹ iɑŋ⁵³,tʰ ə ³¹ + j ɑ ŋ ⁵³,,Liu2007,,,,,i n t + i n c t,,th~ 3   y o N , 3 N o th~ y
1121,Rongcheng-Liu-2007-201-133-1,,Rongcheng,Liu-2007-201-133,i²¹³⁻³⁵ tʰou⁰,i²¹³⁻³⁵ tʰou⁰,i ²¹³ + tʰ ou ⁰,,Liu2007,,,,,n t + i n t,,i   th~ ou , i ou th~
1122,Taiyuan-Liu-2007-201-133-1,,Taiyuan,Liu-2007-201-133,tʰai⁴⁵ ɪɒ̃⁰,tʰai⁴⁵ ɪɒ̃⁰,tʰ ai ⁴⁵ + j ɒ̃ ⁰,,Liu2007,,,,,i n t + i n t,,th~ ai   y o* , ai o* th~ y
1123,XiAn-Liu-2007-201-133-1,,XiAn,Liu-2007-201-133,tʰɛ⁴⁴ iɑŋ⁰,tʰɛ⁴⁴ iɑŋ⁰,tʰ ɛ ⁴⁴ + j ɑ ŋ ⁰,,Liu2007,,,,,i n t + i n c t,,th~ E   y o N , E N o th~ y
1124,XiAn-Liu-2007-201-133-2,,XiAn,Liu-2007-201-133,ər²¹ tʰou⁰,ər²¹ tʰou⁰,ə ²¹ + tʰ ou ⁰,,Liu2007,,,,,n t + i n t,,3   th~ ou , 3 ou th~
1125,XiAn-Liu-2007-201-133-3,,XiAn,Liu-2007-201-133,ər²¹ tʰou⁰ iɛ⁴⁴,ər²¹ tʰou⁰ iɛ⁴⁴,ə ²¹ + tʰ ou ⁰ + j ɛ ⁴⁴,,Liu2007,,,,,n t + i n t + i n t,,3   th~ ou   y E , 3 E ou th~ y
1126,Chengdu-Liu-2007-201-133-1,,Chengdu,Liu-2007-201-133,tʰai²¹³ iaŋ²¹,tʰai²¹³ iaŋ²¹,tʰ ai ²¹³ + j a ŋ ²¹,,Liu2007,,,,,i n t + i n c t,,th~ ai   y a N , N a ai th~ y
1127,Nanjing-Liu-2007-201-133-1,,Nanjing,Liu-2007-201-133,tʰɛ⁴⁴⁻⁴² iɑ̃⁰,tʰɛ⁴⁴⁻⁴² iɑ̃⁰,tʰ ɛ ⁴⁴ + j ɑ̃ ⁰,,Liu2007,,,,,i n t + i n t,,th~ E   y o* , E o* th~ y
1128,Jixi-Liu-2007-201-133-1,,Jixi,Liu-2007-201-133,tʰɔ³⁵⁻⁵³ iɔ⁴⁴,tʰɔ³⁵⁻⁵³ iɔ⁴⁴,tʰ ɔ ³⁵ + j ɔ ⁴⁴,,Liu2007,,,,,i n t + i n t,,th~ o   y o , o th~ y
1129,Suzhou-Liu-2007-201-133-1,,Suzhou,Liu-2007-201-133,tʰɑ⁴¹²⁻⁴⁴ ɦiã¹³⁻²¹,tʰɑ⁴¹²⁻⁴⁴ ɦiã¹³⁻²¹,tʰ ɑ ⁴¹² + ɦ j ã ¹³,,Liu2007,,,,,i n t + i n c t,,th~ o   h y a* , a* h o th~ y
1130,Wenzhou-Liu-2007-201-133-1,,Wenzhou,Liu-2007-201-133,tʰa⁵¹⁻⁴² ji³⁴¹⁻²¹,tʰa⁵¹⁻⁴² ji³⁴¹⁻²¹,tʰ a ⁵¹ + j i ³⁴¹,,Liu2007,,,,,i n t + i n t,,th~ a   y i , a i th~ y
1131,Changsha-Liu-2007-201-133-1,,Changsha,Liu-2007-201-133,tʰai⁵⁵ ian¹³,tʰai⁵⁵ ian¹³,tʰ ai ⁵⁵ + j a n ¹³,,Liu2007,,,,,i n t + i n c t,,th~ ai   y a n , a ai n th~ y
1132,Loudi-Liu-2007-201-133-1,,Loudi,Liu-2007-201-133,tʰa³⁵ iɔŋ¹³⁻³³,tʰa³⁵ iɔŋ¹³⁻³³,tʰ a ³⁵ + j ɔ ŋ ¹³,,Liu2007,,,,,i n t + i n c t,,th~ a   y o N , N a o th~ y
1133,Loudi-Liu-2007-201-133-2,,Loudi,Liu-2007-201-133,ni³⁵ diɤ¹³⁻³³ kʰu⁴⁴⁻³³,ni³⁵ diɤ¹³⁻³³ kʰu⁴⁴⁻³³,n i ³⁵ + d j ɤ ¹³ + kʰ u ⁴⁴,,Liu2007,,,,,i n t + i m n t + i n t,,n i   d y o   kh~ u , d i kh~ n o u y
1134,Nanchang-Liu-2007-201-133-1,,Nanchang,Liu-2007-201-133,tʰai²¹³ iɔŋ⁴⁵,tʰai²¹³ iɔŋ⁴⁵,tʰ ai ²¹³ + j ɔ ŋ ⁴⁵,,Liu2007,,,,,i n t + i n c t,,th~ ai   y o N , N ai o th~ y
1135,Meixian-Liu-2007-201-133-1,,Meixian,Liu-2007-201-133,ŋit¹ tʰeu¹¹,ŋit¹ tʰeu¹¹,ŋ i t ¹ + tʰ eu ¹¹,,Liu2007,,,,,i n c t + i n t,,N i t   th~ eu , N eu i t th~
1136,Guilin-Liu-2007-201-133-1,,Guilin,Liu-2007-201-133,lie⁵⁵ tai²²,lie⁵⁵ tai²²,l j e ⁵⁵ + t ai ²²,,Liu2007,,,,,i m n t + i n t,,l y e   t ai , ai e l t y
1137,Guangzhou-Liu-2007-201-133-1,,Guangzhou,Liu-2007-201-133,tʰai³³ iœŋ²¹,tʰai³³ iœŋ²¹,tʰ ai ³³ + j œ ŋ ²¹,,Liu2007,,,,,i n t + i n c t,,th~ ai   y E N , E N ai th~ y
1138,Fuzhou-Liu-2007-201-133-1,,Fuzhou,Liu-2007-201-133,niʔ⁵ tʰau⁵³,niʔ⁵ tʰau⁵³,n i ʔ ⁵ + tʰ au ⁵³,,Liu2007,,,,,i n c t + i n t,,n i 7   th~ au , 7 au i n th~
1139,Xiamen-Liu-2007-201-133-1,,Xiamen,Liu-2007-201-133,lit⁵,lit⁵,l i t ⁵,,Liu2007,,,,,i n c t,,l i t , i l t
1140,Beijing-Liu-2007-201-134-1,,Beijing,Liu-2007-201-134,tʰɑŋ²¹³,tʰɑŋ²¹³,tʰ ɑ ŋ ²¹³,,Liu2007,,,,,i n c t,,th~ o N , N o th~
1141,Haerbin-Liu-2007-201-134-1,,Haerbin,Liu-2007-201-134,tʰaŋ²¹³,tʰaŋ²¹³,tʰ a ŋ ²¹³,,Liu2007,,,,,i n c t,,th~ a N , N a th~
1142,Jinan-Liu-2007-201-134-1,,Jinan,Liu-2007-201-134,tʰɑŋ⁴⁵,tʰɑŋ⁴⁵,tʰ ɑ ŋ ⁴⁵,,Liu2007,,,,,i n c t,,th~ o N , N o th~
1143,Rongcheng-Liu-2007-201-134-1,,Rongcheng,Liu-2007-201-134,tʰaŋ²¹³,tʰaŋ²¹³,tʰ a ŋ ²¹³,,Liu2007,,,,,i n c t,,th~ a N , N a th~
1144,Taiyuan-Liu-2007-201-134-1,,Taiyuan,Liu-2007-201-134,tʰɒ̃⁴⁵,tʰɒ̃⁴⁵,tʰ ɒ̃ ⁴⁵,,Liu2007,,,,,i n t,,th~ o* , o* th~
1145,XiAn-Liu-2007-201-134-1,,XiAn,Liu-2007-201-134,fei⁴⁴,fei⁴⁴,f ei ⁴⁴,,Liu2007,,,,,i n t,,f ei , ei f
1146,Chengdu-Liu-2007-201-134-1,,Chengdu,Liu-2007-201-134,suei²¹³ tau⁵³,suei²¹³ tau⁵³,s w ei ²¹³ + t au ⁵³,,Liu2007,,,,,i m n t + i n t,,s w ei   t au , au ei s t w
1147,Chengdu-Liu-2007-201-134-2,,Chengdu,Liu-2007-201-134,suei²¹³ tɕʰi⁵³,suei²¹³ tɕʰi⁵³,s w ei ²¹³ + tɕʰ i ⁵³,,Liu2007,,,,,i m n t + i n t,,s w ei   tSh~ i , ei i s tSh~ w
1148,Chengdu-Liu-2007-201-134-3,,Chengdu,Liu-2007-201-134,tʰaŋ⁵³⁻⁵⁵ tau⁵³ tɕʰi⁵³⁻²¹,tʰaŋ⁵³⁻⁵⁵ tau⁵³ tɕʰi⁵³⁻²¹,tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³,,Liu2007,,,,,i n c t + i n t + i n t,,th~ a N   t au   tSh~ i , N a au i t tSh~ th~
1149,Nanjing-Liu-2007-201-134-1,,Nanjing,Liu-2007-201-134,tʰɑ̃¹¹,tʰɑ̃¹¹,tʰ ɑ̃ ¹¹,,Liu2007,,,,,i n t,,th~ o* , o* th~
1150,Nanjing-Liu-2007-201-134-2,,Nanjing,Liu-2007-201-134,suei⁴⁴,suei⁴⁴,s w ei ⁴⁴,,Liu2007,,,,,i m n t,,s w ei , ei s w
1151,Jixi-Liu-2007-201-134-1,,Jixi,Liu-2007-201-134,kʰuɑ̃³⁵,kʰuɑ̃³⁵,kʰ w ɑ̃ ³⁵,,Liu2007,,,,,i m n t,,kh~ w o* , kh~ o* w
1152,Jixi-Liu-2007-201-134-2,,Jixi,Liu-2007-201-134,tʰõ²¹³,tʰõ²¹³,tʰ õ ²¹³,,Liu2007,,,,,i n t,,th~ o* , o* th~
1153,Suzhou-Liu-2007-201-134-1,,Suzhou,Liu-2007-201-134,tʰɑ̃⁵²,tʰɑ̃⁵²,tʰ ɑ̃ ⁵²,,Liu2007,,,,,i n t,,th~ o* , o* th~
1154,Wenzhou-Liu-2007-201-134-1,,Wenzhou,Liu-2007-201-134,fa⁴⁴,fa⁴⁴,f a ⁴⁴,,Liu2007,,,,,i n t,,f a , a f
1155,Changsha-Liu-2007-201-134-1,,Changsha,Liu-2007-201-134,tʰan⁴¹,tʰan⁴¹,tʰ a n ⁴¹,,Liu2007,,,,,i n c t,,th~ a n , a n th~
1156,Changsha-Liu-2007-201-134-2,,Changsha,Liu-2007-201-134,ɕyei¹¹,ɕyei¹¹,ɕ ɥ ei ¹¹,,Liu2007,,,,,i m n t,,S y ei , S ei y
1157,Loudi-Liu-2007-201-134-1,,Loudi,Liu-2007-201-134,kʰun³⁵,kʰun³⁵,kʰ u n ³⁵,,Liu2007,,,,,i n c t,,kh~ u n , kh~ n u
1158,Nanchang-Liu-2007-201-134-1,,Nanchang,Liu-2007-201-134,tʰɔŋ²¹³,tʰɔŋ²¹³,tʰ ɔ ŋ ²¹³,,Liu2007,,,,,i n c t,,th~ o N , N o th~
1159,Meixian-Liu-2007-201-134-1,,Meixian,Liu-2007-201-134,min¹¹,min¹¹,m i n ¹¹,,Liu2007,,,,,i n c t,,m i n , i m n
1160,Meixian-Liu-2007-201-134-2,,Meixian,Liu-2007-201-134,tʰoŋ¹¹,tʰoŋ¹¹,tʰ o ŋ ¹¹,,Liu2007,,,,,i n c t,,th~ o N , N o th~
1161,Guilin-Liu-2007-201-134-1,,Guilin,Liu-2007-201-134,tʰɑŋ²³,tʰɑŋ²³,tʰ ɑ ŋ ²³,,Liu2007,,,,,i n c t,,th~ o N , N o th~
1162,Guangzhou-Liu-2007-201-134-1,,Guangzhou,Liu-2007-201-134,tʰɔŋ³⁵,tʰɔŋ³⁵,tʰ ɔ ŋ ³⁵,,Liu2007,,,,,i n c t,,th~ o N , N o th~
