,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,LoanSource,asjp_forms,asjp_segs
9575,BruVK-90_tree-1,,BruVK,90_tree,kal.L,kal.L,k a l L/⁵⁵,,Peiros2004a,,False,^ k a l .L$,default,,k a l , a k l
9576,Mak-90_tree-1,,Mak,90_tree,luaŋ,luaŋ,l ua ŋ,,Peiros2004a,,False,^ l ua ŋ $,default,,l ua N,N l ua
9577,So-90_tree-1,,So,90_tree,ʔalɔŋ,ʔalɔŋ,ʔ a l ɔ ŋ,,Peiros2004a,,False,^ ʔ a l ɔ ŋ $,default,,7 a l o N,7 N a l o
9578,Tri-90_tree-1,,Tri,90_tree,ʔəluaŋ,ʔəluaŋ,ʔ ə l ua ŋ,,Peiros2004a,,False,^ ʔ ə l ua ŋ $,default,,7 3 l ua N,3 7 N l ua
9579,Nyakur-90_tree-1,,Nyakur,90_tree,chuʔ.1,chuʔ.1,ch/tsʰ u ʔ ¹,,Peiros2004a,,False,^ch u ʔ .1$,default,,Th tsh~ u 7 , 7 Th tsh~ u
9580,Mon-90_tree-1,,Mon,90_tree,chu,chu,ch/tsʰ u,,Peiros2004a,,False,^ch u $,default,,Th tsh~ u,Th tsh~ u
9581,Semelai-90_tree-1,,Semelai,90_tree,dəlɔŋ,dəlɔŋ,d ə l ɔ ŋ,,Peiros2004a,,False,^ d ə l ɔ ŋ $,default,,d 3 l o N,3 N d l o
9582,SemoqBeri-90_tree-1,,SemoqBeri,90_tree,dəlɔŋ,dəlɔŋ,d ə l ɔ ŋ,,Peiros2004a,,False,^ d ə l ɔ ŋ $,default,,d 3 l o N,3 N d l o
9583,Kensiw-90_tree-1,,Kensiw,90_tree,ʔihũʔ,ʔihũʔ,ʔ i h ũ/u ʔ,,Peiros2004a,,False,^ ʔ i h ũ ʔ $,default,,7 i h u* u 7,7 h i u u*
9584,Jahai-90_tree-1,,Jahai,90_tree,ʒəhũʔ,ʒəhũʔ,dʑ ə h ũ/u ʔ,,Peiros2004a,,False,^ ʒ ə h ũ ʔ $,default,,dZ 3 h u* u 7,3 7 dZ h u u*
9585,JahHut-90_tree-1,,JahHut,90_tree,nahɔ̃ʔ,nahɔ̃ʔ,n a h ɔ̃/ɔ ʔ,,Peiros2004a,,False,^ n a h ɔ̃ ʔ $,default,,n a h o* o 7,7 a h n o o*
9586,Semai-90_tree-1,,Semai,90_tree,ʒhuʔ,ʒhuʔ,ʒh/dʑʰ u ʔ,,Peiros2004a,,False,^ ʒh u ʔ $,default,,Zh dZh~ u 7,7 Zh dZh~ u
9587,Temiar-90_tree-1,,Temiar,90_tree,ʒəhuʔ,ʒəhuʔ,dʑ ə h u ʔ,,Peiros2004a,,False,^ ʒ ə h u ʔ $,default,,dZ 3 h u 7,3 7 dZ h u
9588,Khmer-90_tree-1,,Khmer,90_tree,ṭaəm ʒhaə,ṭaəm ʒhaə,ṭ/ʈ aə m + ʒh/dʑʰ aə,,Peiros2004a,,False,^ ṭ aə m + ʒh aə $,default,,t t a3 m  Zh dZh~ a3, Zh a3 dZh~ m t
9589,KSurin-90_tree-1,,KSurin,90_tree,dʌm chə,dʌm chə,d ʌ m + c/tsʰ ə,,Peiros2004a,,False,^ d ʌ m + ch ə $,default,,d o m  T tsh~ 3, 3 T d m o tsh~
9590,ChongH-90_tree-1,,ChongH,90_tree,nɛmʔ.A ʔut.A,nɛmʔ.A ʔut.A,n ɛ m ʔ A/³⁴ + ʔ u t A/¹,,Peiros2004a,,False,^ n ɛ m ʔ .A + ʔ u t .A$,default,,n E m 7   7 u t , 7 E m n t u
9591,Chong-90_tree-1,,Chong,90_tree,nem.B ʔut.A,nem.B ʔut.A,n e m B/² + ʔ u t A/¹,,Peiros2004a,,False,^ n e m .B + ʔ u t .A$,default,,n e m   7 u t , 7 e m n t u
9592,Kasong-90_tree-1,,Kasong,90_tree,them.B nih.A,them.B nih.A,th/tʰ e m B/² + n i h A/¹,,Peiros2004a,,False,^ th e m .B + n i h .A$,default,,th th~ e m   n i h , e h i m n th th~
9593,Samre-90_tree-1,,Samre,90_tree,thim.C nih.A,thim.C nih.A,th/tʰ i m C/³ + n i h A/¹,,Peiros2004a,,False,^ th i m .C + n i h .A$,default,,th th~ i m   n i h , h i m n th th~
9594,PhongV-90_tree-1,,PhongV,90_tree,kaw.21 khlaŋ.21,kaw.21 khlaŋ.21,k a w ²¹ + kh/kʰ l a ŋ ²¹,,Peiros2004a,,False,^ k a w .21 + kh l a ŋ .21 $,default,,k a w   kh kh~ l a N , N a k kh kh~ l w
9595,Tuum-90_tree-1,,Tuum,90_tree,kəl.0 khlaŋ.33,kəl.0 khlaŋ.33,k ə l ⁰ + kh/kʰ l a ŋ ³³,,Peiros2004a,,False,^ k ə l .0 + kh l a ŋ .33 $,default,,k 3 l   kh kh~ l a N , 3 N a k kh kh~ l
9596,Liha-90_tree-1,,Liha,90_tree,kən.43,kən.43,k ə n ⁴³,,Peiros2004a,,False,^ k ə n .43 $,default,,k 3 n , 3 k n
9597,Cuoi-90_tree-1,,Cuoi,90_tree,kəl.31,kəl.31,k ə l ³¹,,Peiros2004a,,False,^ k ə l .31 $,default,,k 3 l , 3 k l
9598,Vietnamese-90_tree-1,,Vietnamese,90_tree,cây,cây,c/ts â/a y,,Peiros2004a,,False,^c â y $,default,,T ts a a i,T a i ts
9599,MuongKoi-90_tree-1,,MuongKoi,90_tree,kəl.2,kəl.2,k ə l ²,,Peiros2004a,,False,^ k ə l .2$,default,,k 3 l , 3 k l
9600,ThoMon-90_tree-1,,ThoMon,90_tree,kən.43,kən.43,k ə n ⁴³,,Peiros2004a,,False,^ k ə n .43 $,default,,k 3 n , 3 k n
9601,Ruc-90_tree-1,,Ruc,90_tree,kəʌj.2,kəʌj.2,k əʌ j ²,,Peiros2004a,,False,^ k əʌ j .2$,default,,k 3o y , 3o k y
9602,Arem-90_tree-1,,Arem,90_tree,cirầŋ,cirầŋ,c/ts i r ầ/a ŋ,,Peiros2004a,,False,^c i r ầ ŋ $,default,,T ts i r a a N,N T a i r ts
9603,KhaPhong-90_tree-1,,KhaPhong,90_tree,kɨl.434,kɨl.434,k ɨ l ⁴³⁴,,Peiros2004a,,False,^ k ɨ l .434 $,default,,k 3 l , 3 k l
9604,Malieng-90_tree-1,,Malieng,90_tree,kəj.33,kəj.33,k ə j ³³,,Peiros2004a,,False,^ k ə j .33 $,default,,k 3 y , 3 k y
9605,ThavungSo-90_tree-1,,ThavungSo,90_tree,lam,lam,l a m,,Peiros2004a,,False,^ l a m $,default,,l a m,a l m
9606,Thavung-90_tree-1,,Thavung,90_tree,lam thaŋ,lam thaŋ,l a m + th/tʰ a ŋ,,Peiros2004a,,False,^ l a m + th a ŋ $,default,,l a m  th th~ a N, N a l m th th~
9607,Mang-90_tree-1,,Mang,90_tree,hɛo.35,hɛo.35,h ɛ o ³⁵,,Peiros2004a,,False,^ h ɛ o .35 $,default,,h E o , E h o
9608,Paliu-90_tree-1,,Paliu,90_tree,sau.55,sau.55,s au ⁵⁵,,Peiros2004a,,False,^ s au .55 $,default,,s au , au s
9609,Bugan-90_tree-1,,Bugan,90_tree,saɨ.31,saɨ.31,s a ɨ ³¹,,Peiros2004a,,False,^ s a ɨ .31 $,default,,s a 3 , 3 a s
9610,Khmu-90_tree-1,,Khmu,90_tree,sʔɔŋ,sʔɔŋ,s ʔ ɔ ŋ,,Peiros2004a,,False,^ s ʔ ɔ ŋ $,default,,s 7 o N,7 N o s
9611,KxinhMul-90_tree-1,,KxinhMul,90_tree,lem.35,lem.35,l e m ³⁵,,Peiros2004a,,False,^ l e m .35 $,default,,l e m , e l m
9612,Ksinmul-90_tree-1,,Ksinmul,90_tree,cəʔuəŋ,cəʔuəŋ,c/ts ə ʔ uə ŋ,,Peiros2004a,,False,^c ə ʔ uə ŋ $,default,,T ts 3 7 u3 N,3 7 N T ts u3
9613,Khang-90_tree-1,,Khang,90_tree,ma.31,ma.31,m a ³¹,,Peiros2004a,,True,^ m a .31 $,default,TAI,m a , a m
9614,Bit-90_tree-1,,Bit,90_tree,ćoʔ ʔuŋ,ćoʔ ʔuŋ,tɕ o ʔ + ʔ u ŋ,,Peiros2004a,,False,^ ć o ʔ + ʔ u ŋ $,default,,tS o 7  7 u N, 7 N o tS u
9615,Mlabri-90_tree-1,,Mlabri,90_tree,lam,lam,l a m,,Peiros2004a,,False,^ l a m $,default,,l a m,a l m
9616,Pray-90_tree-1,,Pray,90_tree,kaw lam,kaw lam,k a w + l a m,,Peiros2004a,,False,^ k a w + l a m $,default,,k a w  l a m, a k l m w
9617,Phong-90_tree-1,,Phong,90_tree,sʔuŋ,sʔuŋ,s ʔ u ŋ,,Peiros2004a,,False,^ s ʔ u ŋ $,default,,s 7 u N,7 N s u
9618,Iduh-90_tree-1,,Iduh,90_tree,lâm naʔôŋ,lâm naʔôŋ,l â/a m + n a ʔ ô/o ŋ,,Peiros2004a,,False,^ l â m + n a ʔ ô ŋ $,default,,l a a m  n a 7 o o N, 7 N a l m n o
9619,Hu-90_tree-1,,Hu,90_tree,ɟeʔ.55,ɟeʔ.55,ɟ e ʔ ⁵⁵,,Peiros2004a,,False,^ ɟ e ʔ .55 $,default,,T e 7 , 7 T e
9620,Khamet-90_tree-1,,Khamet,90_tree,kɔ.35 seʔ.53,kɔ.35 seʔ.53,k ɔ ³⁵ + s e ʔ ⁵³,,Peiros2004a,,False,^ k ɔ .35 + s e ʔ .53 $,default,,k o   s e 7 , 7 e k o s
9621,Khme-90_tree-1,,Khme,90_tree,ʔo.33 se.51,ʔo.33 se.51,ʔ o ³³ + s e ⁵¹,,Peiros2004a,,False,^ ʔ o .33 + s e .51 $,default,,7 o   s e , 7 e o s
9622,Shuangdiang-90_tree-1,,Shuangdiang,90_tree,si.11,si.11,s i ¹¹,,Peiros2004a,,False,^ s i .11 $,default,,s i , i s
9623,Yongde-90_tree-1,,Yongde,90_tree,thap.31 si.55,thap.31 si.55,th/tʰ a p ³¹ + s i ⁵⁵,,Peiros2004a,,False,^ th a p .31 + s i .55 $,default,,th th~ a p   s i , a i p s th th~
9624,Pangpin-90_tree-1,,Pangpin,90_tree,ŋəp.55 siʔ.55,ŋəp.55 siʔ.55,ŋ ə p ⁵⁵ + s i ʔ ⁵⁵,,Peiros2004a,,False,^ ŋ ə p .55 + s i ʔ .55 $,default,,N 3 p   s i 7 , 3 7 N i p s
9625,Gantang-90_tree-1,,Gantang,90_tree,si.55,si.55,s i ⁵⁵,,Peiros2004a,,False,^ s i .55 $,default,,s i , i s
9626,Mangan-90_tree-1,,Mangan,90_tree,siʔ.55,siʔ.55,s i ʔ ⁵⁵,,Peiros2004a,,False,^ s i ʔ .55 $,default,,s i 7 , 7 i s
9627,Plang-90_tree-1,,Plang,90_tree,khu.51,khu.51,kh/kʰ u ⁵¹,,Peiros2004a,,False,^ kh u .51 $,default,,kh kh~ u , kh kh~ u
9628,Wa-90_tree-1,,Wa,90_tree,khauʔ,khauʔ,kh/kʰ au ʔ,,Peiros2004a,,False,^ kh au ʔ $,default,,kh kh~ au 7,7 au kh kh~
9629,Guanshuang-90_tree-1,,Guanshuang,90_tree,khauʔ.1,khauʔ.1,kh/kʰ au ʔ ¹,,Peiros2004a,,False,^ kh au ʔ .1$,default,,kh kh~ au 7 , 7 au kh kh~
9630,Mane-90_tree-1,,Mane,90_tree,khuʔ.1,khuʔ.1,kh/kʰ u ʔ ¹,,Peiros2004a,,False,^ kh u ʔ .1$,default,,kh kh~ u 7 , 7 kh kh~ u
9631,Deang-90_tree-1,,Deang,90_tree,he,he,h e,,Peiros2004a,,False,^ h e $,default,,h e,e h
9632,Rumai-90_tree-1,,Rumai,90_tree,taŋ.55 hâi.412,taŋ.55 hâi.412,t a ŋ ⁵⁵ + h âi/ai ⁴¹²,,Peiros2004a,,False,^ t a ŋ .55 + h âi .412 $,default,,t a N   h ai ai , N a ai h t
9633,Khasi-90_tree-1,,Khasi,90_tree,dieŋ,dieŋ,d ie ŋ,,Peiros2004a,,False,^ d ie ŋ $,default,,d ie N,N d ie
9634,Kharia-90_tree-1,,Kharia,90_tree,dɔru,dɔru,d ɔ r u,,Peiros2004a,,True,^ d ɔ r u $,default,IND,d o r u,d o r u
9635,Juang-90_tree-1,,Juang,90_tree,sumu=siŋ,sumu=siŋ,s u m u + s i ŋ,,Peiros2004a,,False,^ s u m u = s i ŋ $,default,,s u m u  s i N, N i m s u
9636,Bonda-90_tree-1,,Bonda,90_tree,semuk,semuk,s e m u k,,Peiros2004a,,False,^ s e m u k $,default,,s e m u k,e k m s u
9637,Sora-90_tree-1,,Sora,90_tree,ará,ará,a r á/a,,Peiros2004a,,False,^ a r á $,default,,a r a a,a r
9638,Parengi-90_tree-1,,Parengi,90_tree,araʔ,araʔ,a r a ʔ,,Peiros2004a,,False,^ a r a ʔ $,default,,a r a 7,7 a r
9639,Santali-90_tree-1,,Santali,90_tree,dare,dare,d a r e,,Peiros2004a,,False,^ d a r e $,default,,d a r e,a d e r
9640,Mundari-90_tree-1,,Mundari,90_tree,daru,daru,d a r u,,Peiros2004a,,False,^ d a r u $,default,,d a r u,a d r u
9641,Korku-90_tree-1,,Korku,90_tree,siŋ,siŋ,s i ŋ,,Peiros2004a,,False,^ s i ŋ $,default,,s i N,N i s
9642,Car-90_tree-1,,Car,90_tree,co-n,co-n,c/ts o + n */ə,,Peiros2004a,,False,^co-n$,default,,T ts o  n  3, 3 T n o ts
9643,Nancawri-90_tree-1,,Nancawri,90_tree,ʔuɲiha,ʔuɲíha,ʔ u ɲ í/i h a,,Peiros2004a,,False,^ ʔ u ɲ í h a $,default,,7 u 5 i i h a,5 7 a h i u
9644,Khmer-90_tree-2,,Khmer,90_tree,ṭaəm ʒhaə,ṭaəm ʒhaə,ṭ/ʈ aə m + ʒh/dʑʰ aə,,Peiros2004a,,False,^ ṭ aə m + ʒh aə $,default,,t t a3 m  Zh dZh~ a3, Zh a3 dZh~ m t
9645,KSurin-90_tree-2,,KSurin,90_tree,dʌm chə,dʌm chə,d ʌ m + c/tsʰ ə,,Peiros2004a,,False,^ d ʌ m + ch ə $,default,,d o m  T tsh~ 3, 3 T d m o tsh~
9646,PhongV-90_tree-2,,PhongV,90_tree,kaw.21 khlaŋ.21,kaw.21 khlaŋ.21,k a w ²¹ + kh/kʰ l a ŋ ²¹,,Peiros2004a,,False,^ k a w .21 + kh l a ŋ .21 $,default,,k a w   kh kh~ l a N , N a k kh kh~ l w
9647,Tuum-90_tree-2,,Tuum,90_tree,kəl.0 khlaŋ.33,kəl.0 khlaŋ.33,k ə l ⁰ + kh/kʰ l a ŋ ³³,,Peiros2004a,,False,^ k ə l .0 + kh l a ŋ .33 $,default,,k 3 l   kh kh~ l a N , 3 N a k kh kh~ l
9648,Juang-90_tree-2,,Juang,90_tree,sumu=siŋ,sumu=siŋ,s u m u + s i ŋ,,Peiros2004a,,False,^ s u m u = s i ŋ $,default,,s u m u  s i N, N i m s u
9649,Stieng-91_two-1,,Stieng,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9650,Chrau-91_two-1,,Chrau,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9651,MRolom-91_two-1,,MRolom,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9652,MBunong-91_two-1,,MBunong,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9653,MDip-91_two-1,,MDip,91_two,bəl,bəl,b ə l,,Peiros2004a,,False,^ b ə l $,default,,b 3 l,3 b l
9654,Ma1-91_two-1,,Ma1,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9655,Ma2-91_two-1,,Ma2,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9656,Sre-91_two-1,,Sre,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9657,KahoChil-91_two-1,,KahoChil,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9658,KorCua-91_two-1,,KorCua,91_two,vajʔ,vajʔ,v a j ʔ,,Peiros2004a,,False,^ v a j ʔ $,default,,v a y 7,7 a v y
9659,Kadong-91_two-1,,Kadong,91_two,par,par,p a r,,Peiros2004a,,False,^ p a r$,default,,p a r,a p r
9660,Hadang-91_two-1,,Hadang,91_two,par,par,p a r,,Peiros2004a,,False,^ p a r$,default,,p a r,a p r
9661,Hre-91_two-1,,Hre,91_two,bajʔ,bajʔ,b a j ʔ,,Peiros2004a,,False,^ b a j ʔ $,default,,b a y 7,7 a b y
9662,Rengao-91_two-1,,Rengao,91_two,bar.T,bar.T,b a r T/¹⁵,,Peiros2004a,,False,^ b a r .T$,default,,b a r , a b r
9663,Didra-91_two-1,,Didra,91_two,bia,bia,b ia,,Peiros2004a,,False,^ b ia $,default,,b ia,b ia
9664,Sedang-91_two-1,,Sedang,91_two,pea.T,pea.T,p ea T/¹⁵,,Peiros2004a,,False,^ p ea .T$,default,,p ea , ea p
9665,Panong-91_two-1,,Panong,91_two,pjar,pjar,p j a r,,Peiros2004a,,False,^ p j a r$,default,,p y a r,a p r y
9666,Halang-91_two-1,,Halang,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9667,Jeh-91_two-1,,Jeh,91_two,bal.T,bal.T,b a l T/¹⁵,,Peiros2004a,,False,^ b a l .T$,default,,b a l , a b l
9668,Veh-91_two-1,,Veh,91_two,bʔar,bʔar,b ʔ a r,,Peiros2004a,,False,^ b ʔ a r$,default,,b 7 a r,7 a b r
9669,Je-91_two-1,,Je,91_two,bal.43,bal.43,b a l ⁴³,,Peiros2004a,,False,^ b a l .43 $,default,,b a l , a b l
9670,Arak-91_two-1,,Arak,91_two,pɦɨar,pɦɨar,pɦ/pʱ ɨa r,,Peiros2004a,,False,^pɦ ɨa r$,default,,ph p 3a r,3a p ph r
9671,Bahnar-91_two-1,,Bahnar,91_two,bʔar,bʔar,b ʔ a r,,Peiros2004a,,False,^ b ʔ a r$,default,,b 7 a r,7 a b r
9672,Tempuan-91_two-1,,Tempuan,91_two,piər,piər,p iə r,,Peiros2004a,,False,^ p iə r$,default,,p i3 r,i3 p r
9673,Oy-91_two-1,,Oy,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9674,Nhaheun-91_two-1,,Nhaheun,91_two,ban,ban,b a n,,Peiros2004a,,False,^ b a n $,default,,b a n,a b n
9675,Jru-91_two-1,,Jru,91_two,bər,bər,b ə r,,Peiros2004a,,False,^ b ə r$,default,,b 3 r,3 b r
9676,Tariang-91_two-1,,Tariang,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9677,Kantu-91_two-1,,Kantu,91_two,ban,ban,b a n,,Peiros2004a,,False,^ b a n $,default,,b a n,a b n
9678,Katu-91_two-1,,Katu,91_two,bʔɨr,bʔɨr,b ʔ ɨ r,,Peiros2004a,,False,^ b ʔ ɨ r$,default,,b 7 3 r,3 7 b r
9679,Dakkang-91_two-1,,Dakkang,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9680,LaoKatu-91_two-1,,LaoKatu,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9681,Pakoh-91_two-1,,Pakoh,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9682,Taoih-91_two-1,,Taoih,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9683,Ong-91_two-1,,Ong,91_two,ʔbar.B,ʔbar.B,ʔ b a r B/²,,Peiros2004a,,False,^ ʔ b a r .B$,default,,7 b a r , 7 a b r
9684,Taoi-91_two-1,,Taoi,91_two,bar.C,bar.C,b a r C/³,,Peiros2004a,,False,^ b a r .C$,default,,b a r , a b r
9685,Nge-91_two-1,,Nge,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9686,Kui-91_two-1,,Kui,91_two,bia.N,bia.N,b ia N/⁵,,Peiros2004a,,False,^ b ia .N$,default,,b ia , b ia
9687,Neu-91_two-1,,Neu,91_two,biə,biə,b iə,,Peiros2004a,,False,^ b iə $,default,,b i3,b i3
9688,Bru-91_two-1,,Bru,91_two,bar.N,bar.N,b a r N/⁵,,Peiros2004a,,False,^ b a r .N$,default,,b a r , a b r
9689,BruVK-91_two-1,,BruVK,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9690,Mak-91_two-1,,Mak,91_two,var,var,v a r,,Peiros2004a,,False,^ v a r$,default,,v a r,a r v
9691,So-91_two-1,,So,91_two,bal,bal,b a l,,Peiros2004a,,False,^ b a l $,default,,b a l,a b l
9692,Tri-91_two-1,,Tri,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9693,Nyakur-91_two-1,,Nyakur,91_two,bar.1,bar.1,b a r ¹,,Peiros2004a,,False,^ b a r .1$,default,,b a r , a b r
9694,Mon-91_two-1,,Mon,91_two,ba,ba,b a,,Peiros2004a,,False,^ b a $,default,,b a,a b
9695,Semelai-91_two-1,,Semelai,91_two,duwaʔ,duwaʔ,d u w a ʔ,,Peiros2004a,,True,^ d u w a ʔ $,default,MALAY,d u w a 7,7 a d u w
9696,SemoqBeri-91_two-1,,SemoqBeri,91_two,ʔmar,ʔmar,ʔ m a r,,Peiros2004a,,False,^ ʔ m a r$,default,,7 m a r,7 a m r
9697,Kensiw-91_two-1,,Kensiw,91_two,bije,bije,b i j e,,Peiros2004a,,False,^ b i j e $,default,,b i y e,b e i y
9698,Jahai-91_two-1,,Jahai,91_two,duwaʔ,duwaʔ,d u w a ʔ,,Peiros2004a,,False,^ d u w a ʔ $,default,,d u w a 7,7 a d u w
9699,JahHut-91_two-1,,JahHut,91_two,nar,nar,n a r,,Peiros2004a,,False,^ n a r$,default,,n a r,a n r
9700,Semai-91_two-1,,Semai,91_two,nar,nar,n a r,,Peiros2004a,,False,^ n a r$,default,,n a r,a n r
9701,Temiar-91_two-1,,Temiar,91_two,nar,nar,n a r,,Peiros2004a,,False,^ n a r$,default,,n a r,a n r
9702,Khmer-91_two-1,,Khmer,91_two,bir,bir,b i r,,Peiros2004a,,False,^ b i r$,default,,b i r,b i r
9703,KSurin-91_two-1,,KSurin,91_two,pir,pir,p i r,,Peiros2004a,,False,^ p i r$,default,,p i r,i p r
9704,ChongH-91_two-1,,ChongH,91_two,paʔj.A,paʔj.A,p a ʔ j A/¹,,Peiros2004a,,False,^ p a ʔ j .A$,default,,p a 7 y , 7 a p y
9705,Chong-91_two-1,,Chong,91_two,phaj.D,phaj.D,ph/pʰ a j D/⁴,,Peiros2004a,,False,^ ph a j .D$,default,,ph ph~ a y , a ph ph~ y
9706,Kasong-91_two-1,,Kasong,91_two,pa.D,pa.D,p a D/⁴,,Peiros2004a,,False,^ p a .D$,default,,p a , a p
9707,Samre-91_two-1,,Samre,91_two,par.C,par.C,p a r C/³,,Peiros2004a,,False,^ p a r .C$,default,,p a r , a p r
9708,PhongV-91_two-1,,PhongV,91_two,hal.24,hal.24,h a l ²⁴,,Peiros2004a,,False,^ h a l .24 $,default,,h a l , a h l
9709,Tuum-91_two-1,,Tuum,91_two,hal.4524,hal.4524,h a l ⁴⁵²⁴/⁴²⁴,,Peiros2004a,,False,^ h a l .4524$,default,,h a l  , a h l
9710,Liha-91_two-1,,Liha,91_two,han.33,han.33,h a n ³³,,Peiros2004a,,False,^ h a n .33 $,default,,h a n , a h n
9711,Cuoi-91_two-1,,Cuoi,91_two,hal.33,hal.33,h a l ³³,,Peiros2004a,,False,^ h a l .33 $,default,,h a l , a h l
9712,Vietnamese-91_two-1,,Vietnamese,91_two,hai,hai,h ai,,Peiros2004a,,False,^ h ai $,default,,h ai,ai h
9713,MuongKoi-91_two-1,,MuongKoi,91_two,hal.2,hal.2,h a l ²,,Peiros2004a,,False,^ h a l .2$,default,,h a l , a h l
9714,ThoMon-91_two-1,,ThoMon,91_two,han.43,han.43,h a n ⁴³,,Peiros2004a,,False,^ h a n .43 $,default,,h a n , a h n
9715,Ruc-91_two-1,,Ruc,91_two,hal.1,hal.1,h a l ¹,,Peiros2004a,,False,^ h a l .1$,default,,h a l , a h l
9716,Arem-91_two-1,,Arem,91_two,hæl,hæl,h æ l,,Peiros2004a,,False,^ h æ l $,default,,h E l,E h l
9717,KhaPhong-91_two-1,,KhaPhong,91_two,har.33,har.33,h a r ³³,,Peiros2004a,,False,^ h a r .33 $,default,,h a r , a h r
9718,Malieng-91_two-1,,Malieng,91_two,haɨ.44,haɨ.44,h a ɨ ⁴⁴,,Peiros2004a,,False,^ h a ɨ .44 $,default,,h a 3 , 3 a h
9719,ThavungSo-91_two-1,,ThavungSo,91_two,ʔahan.3,ʔahan.3,ʔ a h a n ³,,Peiros2004a,,False,^ ʔ a h a n .3$,default,,7 a h a n , 7 a h n
9720,Thavung-91_two-1,,Thavung,91_two,han.C,han.C,h a n C/³,,Peiros2004a,,False,^ h a n .C$,default,,h a n , a h n
9721,Mang-91_two-1,,Mang,91_two,jaɨ.51,jaɨ.51,j a ɨ ⁵¹,,Peiros2004a,,False,^ j a ɨ .51 $,default,,y a 3 , 3 a y
9722,Paliu-91_two-1,,Paliu,91_two,mbi.55,mbi.55,m b i ⁵⁵,,Peiros2004a,,False,^ m b i .55 $,default,,m b i , b i m
9723,Bugan-91_two-1,,Bugan,91_two,bi(ɔ).31,bi.31,b i ³¹,,Peiros2004a,,False,^ b i .31 $,default,,b i , b i
9724,Khmu-91_two-1,,Khmu,91_two,bar,bar,b a r,,Peiros2004a,,False,^ b a r$,default,,b a r,a b r
9725,KxinhMul-91_two-1,,KxinhMul,91_two,biəl.35,biəl.35,b iə l ³⁵,,Peiros2004a,,False,^ b iə l .35 $,default,,b i3 l , b i3 l
9726,Ksinmul-91_two-1,,Ksinmul,91_two,sɔŋ,sɔŋ,s ɔ ŋ,,Peiros2004a,,True,^ s ɔ ŋ $,default,TAI,s o N,N o s
9727,Khang-91_two-1,,Khang,91_two,sɔŋ.35,sɔŋ.35,s ɔ ŋ ³⁵,,Peiros2004a,,False,^ s ɔ ŋ .35 $,default,,s o N , N o s
9728,Bit-91_two-1,,Bit,91_two,sɔŋ,sɔŋ,s ɔ ŋ,,Peiros2004a,,False,^ s ɔ ŋ $,default,,s o N,N o s
9729,Mlabri-91_two-1,,Mlabri,91_two,bɛr,bɛr,b ɛ r,,Peiros2004a,,False,^ b ɛ r$,default,,b E r,E b r
9730,Pray-91_two-1,,Pray,91_two,piaʔ ʔan,piaʔ ʔan,p ia ʔ + ʔ a n,,Peiros2004a,,False,^ p ia ʔ + ʔ a n $,default,,p ia 7  7 a n, 7 a ia n p
9731,Phong-91_two-1,,Phong,91_two,bo,bo,b o,,Peiros2004a,,False,^ b o $,default,,b o,b o
9732,Iduh-91_two-1,,Iduh,91_two,hambâr,hambâr,h a m b â/a r,,Peiros2004a,,False,^ h a m b â r$,default,,h a m b a a r,a b h m r
9733,Hu-91_two-1,,Hu,91_two,ka.0 a.33,ka.0 a.33,k a ⁰ + a ³³,,Peiros2004a,,False,^ k a .0 + a .33 $,default,,k a   a , a k
9734,Khamet-91_two-1,,Khamet,91_two,sɔŋ.55,sɔŋ.55,s ɔ ŋ ⁵⁵,,Peiros2004a,,True,^ s ɔ ŋ .55 $,default,TAI,s o N , N o s
