,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
2539,Kayabi-99_hen-1,,Kayabi,99_hen,w ɨ r a s o kʷ ẽ,w ɨ r a s o kʷ ẽ,w ɨ r a s o kʷ ẽ,,7774,,,,,w 3 r a s o kw~ e*,3 a e* kw~ o r s w
2540,Kayabi-100_hide-1,,Kayabi,100_hide,m i m,m i m,m i m,,7774,,,,,m i m,i m
2541,Kayabi-101_hit-1,,Kayabi,101_hit,n u p ã,n u p ã,n u p ã,,7774,,,,,n u p a*,a* n p u
2542,Kayabi-102_hole-1,,Kayabi,102_hole,kʷ a t,kʷ a t,kʷ a t,,7774,,,,,kw~ a t,a kw~ t
2543,Kayabi-103_hot-1,,Kayabi,103_hot,a k u p,a k u p,a k u p,,7774,,,,,a k u p,a k p u
2544,Kayabi-104_house-1,,Kayabi,104_house,ʔ o g,ʔ o g,ʔ o g,,7774,,,,,7 o g,7 g o
2545,Kayabi-105_howlermonkey-1,,Kayabi,105_howlermonkey,a k ɨ k ɨ,a k ɨ k ɨ,a k ɨ k ɨ,,7774,,,,,a k 3 k 3,3 a k
2546,Kayabi-106_husband-1,,Kayabi,106_husband,m e n,m e n,m e n,,7774,,,,,m e n,e m n
2547,Kayabi-107_jacarecaimancrocodile-1,,Kayabi,107_jacarecaimancrocodile,j a k a r e,j a k a r e,j a k a r e,,7774,,,,,y a k a r e,a e k r y
2548,Kayabi-108_jaguar-1,,Kayabi,108_jaguar,j a w a,j a w a,j a w a,,7774,,,,,y a w a,a w y
2549,Kayabi-109_kill-1,,Kayabi,109_kill,j u k a,j u k a,j u k a,,7774,,,,,y u k a,a k u y
2550,Kayabi-110_knee-1,,Kayabi,110_knee,e n u p ɨ ʔ ã,e n u p ɨ ʔ ã,e n u p ɨ ʔ ã,,7774,,,,,e n u p 3 7 a*,3 7 a* e n p u
2551,Kayabi-111_knife-1,,Kayabi,111_knife,j ɨ,j ɨ,j ɨ,,7774,,,,,y 3,3 y
2552,Kayabi-112_know-1,,Kayabi,112_know,kʷ a a p,kʷ a a p,kʷ a a p,,7774,,,,,kw~ a a p,a kw~ p
2553,Kayabi-113_lake-1,,Kayabi,113_lake,ʔ ɨ p i a,ʔ ɨ p i a,ʔ ɨ p i a,,7774,,,,,7 3 p i a,3 7 a i p
2554,Kayabi-114_laugh-1,,Kayabi,114_laugh,j a i,j a i,j a i,,7774,,,,,y a i,a i y
2555,Kayabi-115_leaf-1,,Kayabi,115_leaf,o w,o w,o w,,7774,,,,,o w,o w
2556,Kayabi-116_learn-1,,Kayabi,116_learn,j e m u ʔ e,j e m u ʔ e,j e m u ʔ e,,7774,,,,,y e m u 7 e,7 e m u y
2557,Kayabi-118_liver-1,,Kayabi,118_liver,p ɨ ʔ a,p ɨ ʔ a,p ɨ ʔ a,,7774,,,,,p 3 7 a,3 7 a p
2558,Kayabi-119_long-1,,Kayabi,119_long,p u k u,p u k u,p u k u,,7774,,,,,p u k u,k p u
2559,Kayabi-120_lookat-1,,Kayabi,120_lookat,m ã ʔ j ã u,m ã ʔ j ã u,m ã ʔ j ã u,,7774,,,,,m a* 7 y a* u,7 a* m u y
2560,Kayabi-122_louse-1,,Kayabi,122_louse,k ɨ p,k ɨ p,k ɨ p,,7774,,,,,k 3 p,3 k p
2561,Kayabi-123_man-1,,Kayabi,123_man,kʷ i m a ʔ e,kʷ i m a ʔ e,kʷ i m a ʔ e,,7774,,,,,kw~ i m a 7 e,7 a e i kw~ m
2562,Kayabi-124_manioc-1,,Kayabi,124_manioc,m a n i ʔ o g,m a n i ʔ o g,m a n i ʔ o g,,7774,,,,,m a n i 7 o g,7 a g i m n o
2563,Kayabi-126_medicine-1,,Kayabi,126_medicine,m ua ŋ a,m ua ŋ a,m ua ŋ a,,7774,,,,,m ua N a,N a m ua
2564,Kayabi-127_monkey-1,,Kayabi,127_monkey,k a ʔ i,k a ʔ i,k a ʔ i,,7774,,,,,k a 7 i,7 a i k
2565,Kayabi-128_moon-1,,Kayabi,128_moon,j a ɨ,j a ɨ,j a ɨ,,7774,,,,,y a 3,3 a y
2566,Kayabi-129_mountain-1,,Kayabi,129_mountain,ɨ w ɨ ʔ a m u k u,ɨ w ɨ ʔ a m u k u,ɨ w ɨ ʔ a m u k u,,7774,,,,,3 w 3 7 a m u k u,3 7 a k m u w
2567,Kayabi-130_mosquito-1,,Kayabi,130_mosquito,j a t͡s ʔ ũ,j a t͡s ʔ ũ,j a t͡s ʔ ũ,,7774,,,,,y a c 7 u*,7 a c u* y
2568,Kayabi-131_mother-1,,Kayabi,131_mother,ɨ,ɨ,ɨ,,7774,,,,,3,3
2569,Kayabi-133_moustache-1,,Kayabi,133_moustache,a m u t a p,a m u t a p,a m u t a p,,7774,,,,,a m u t a p,a m p t u
2570,Kayabi-135_name-1,,Kayabi,135_name,ʔ e t,ʔ e t,ʔ e t,,7774,,,,,7 e t,7 e t
2571,Kayabi-138_new-1,,Kayabi,138_new,p ɨ a u,p ɨ a u,p ɨ a u,,7774,,,,,p 3 a u,3 a p u
2572,Kayabi-139_night-1,,Kayabi,139_night,ɨ p ɨ̃ i,ɨ p ɨ̃ i,ɨ p ɨ̃ i,,7774,,,,,3 p 3* i,3 3* i p
2573,Kayabi-140_nose-1,,Kayabi,140_nose,s ĩ,s ĩ,s ĩ,,7774,,,,,s i*,i* s
2574,Kayabi-141_one-1,,Kayabi,141_one,a j e p e ʔ i,a j e p e ʔ i,a j e p e ʔ i,,7774,,,,,a y e p e 7 i,7 a e i p y
2575,Kayabi-142_othersome-1,,Kayabi,142_othersome,a m u,a m u,a m u,,7774,,,,,a m u,a m u
2576,Kayabi-144_painhurt-1,,Kayabi,144_painhurt,a ɨ,a ɨ,a ɨ,,7774,,,,,a 3,3 a
2577,Kayabi-145_parrot-1,,Kayabi,145_parrot,a j u r u,a j u r u,a j u r u,,7774,,,,,a y u r u,a r u y
2578,Kayabi-146_path-1,,Kayabi,146_path,a p e,a p e,a p e,,7774,,,,,a p e,a e p
2579,Kayabi-148_personhbsomeone-1,,Kayabi,148_personhbsomeone,a e,a e,a e,,7774,,,,,a e,a e
2580,Kayabi-149_pierce-1,,Kayabi,149_pierce,k u t u k,k u t u k,k u t u k,,7774,,,,,k u t u k,k t u
2581,Kayabi-151_play-1,,Kayabi,151_play,p u j a r u,p u j a r u,p u j a r u,,7774,,,,,p u y a r u,a p r u y
2582,Kayabi-152_porridge-1,,Kayabi,152_porridge,k a w ĩ,k a w ĩ,k a w ĩ,,7774,,,,,k a w i*,a i* k w
2583,Kayabi-154_put-1,,Kayabi,154_put,m o ŋ o,m o ŋ o,m o ŋ o,,7774,,,,,m o N o,N m o
2584,Kayabi-155_rain-1,,Kayabi,155_rain,a m a n,a m a n,a m a n,,7774,,,,,a m a n,a m n
2585,Kayabi-156_rat-1,,Kayabi,156_rat,a ŋ u j a,a ŋ u j a,a ŋ u j a,,7774,,,,,a N u y a,N a u y
2586,Kayabi-158_red-1,,Kayabi,158_red,p i r a ŋ,p i r a ŋ,p i r a ŋ,,7774,,,,,p i r a N,N a i p r
2587,Kayabi-159_return-1,,Kayabi,159_return,j e w ɨ,j e w ɨ,j e w ɨ,,7774,,,,,y e w 3,3 e w y
2588,Kayabi-160_ripe-1,,Kayabi,160_ripe,j ɨ p,j ɨ p,j ɨ p,,7774,,,,,y 3 p,3 p y
2589,Kayabi-161_river-1,,Kayabi,161_river,ʔ ɨ,ʔ ɨ,ʔ ɨ,,7774,,,,,7 3,3 7
2590,Kayabi-162_root-1,,Kayabi,162_root,a p o,a p o,a p o,,7774,,,,,a p o,a o p
2591,Kayabi-163_rope-1,,Kayabi,163_rope,i n i m o,i n i m o,i n i m o,,7774,,,,,i n i m o,i m n o
2592,Kayabi-164_round-1,,Kayabi,164_round,e p e,e p e,e p e,,7774,,,,,e p e,e p
2593,Kayabi-165_run-1,,Kayabi,165_run,õ j a n,õ j a n,õ j a n,,7774,,,,,o* y a n,a n o* y
2594,Kayabi-166_saliva-1,,Kayabi,166_saliva,e n ɨ,e n ɨ,e n ɨ,,7774,,,,,e n 3,3 e n
2595,Kayabi-168_sand-1,,Kayabi,168_sand,j i s i ŋ,j i s i ŋ,j i s i ŋ,,7774,,,,,y i s i N,N i s y
2596,Kayabi-169_scare-1,,Kayabi,169_scare,m o p i r ɨ ɨ i,m o p i r ɨ ɨ i,m o p i r ɨ ɨ i,,7774,,,,,m o p i r 3 3 i,3 i m o p r
2597,Kayabi-170_see-1,,Kayabi,170_see,e s a k,e s a k,e s a k,,7774,,,,,e s a k,a e k s
2598,Kayabi-171_seed-1,,Kayabi,171_seed,a ʔ ɨ̃ j,a ʔ ɨ̃ j,a ʔ ɨ̃ j,,7774,,,,,a 7 3* y,3* 7 a y
2599,Kayabi-172_seek-1,,Kayabi,172_seek,e k a,e k a,e k a,,7774,,,,,e k a,a e k
2600,Kayabi-173_send-1,,Kayabi,173_send,m o n o,m o n o,m o n o,,7774,,,,,m o n o,m n o
2601,Kayabi-174_sharpen-1,,Kayabi,174_sharpen,a i m e,a i m e,a i m e,,7774,,,,,a i m e,a e i m
2602,Kayabi-175_shellbark-1,,Kayabi,175_shellbark,a p e,a p e,a p e,,7774,,,,,a p e,a e p
2603,Kayabi-177_sister-1,,Kayabi,177_sister,e n ɨ r a,e n ɨ r a,e n ɨ r a,,7774,,,,,e n 3 r a,3 a e n r
2604,Kayabi-178_sit-1,,Kayabi,178_sit,a p ɨ k,a p ɨ k,a p ɨ k,,7774,,,,,a p 3 k,3 a k p
2605,Kayabi-179_sleep-1,,Kayabi,179_sleep,s e r,s e r,s e r,,7774,,,,,s e r,e r s
2606,Kayabi-180_small-1,,Kayabi,180_small,ɨ ʔ ɨ,ɨ ʔ ɨ,ɨ ʔ ɨ,,7774,,,,,3 7 3,3 7
2607,Kayabi-181_smoke-1,,Kayabi,181_smoke,a t a s i ŋ,a t a s i ŋ,a t a s i ŋ,,7774,,,,,a t a s i N,N a i s t
2608,Kayabi-182_snake-1,,Kayabi,182_snake,m o j,m o j,m o j,,7774,,,,,m o y,m o y
2609,Kayabi-184_son-1,,Kayabi,184_son,a ʔ ɨ t,a ʔ ɨ t,a ʔ ɨ t,,7774,,,,,a 7 3 t,3 7 a t
2610,Kayabi-185_souracid-1,,Kayabi,185_souracid,a j a i p,a j a i p,a j a i p,,7774,,,,,a y a i p,a i p y
2611,Kayabi-186_speak-1,,Kayabi,186_speak,j e ʔ e ŋ,j e ʔ e ŋ,j e ʔ e ŋ,,7774,,,,,y e 7 e N,7 N e y
2612,Kayabi-187_spider-1,,Kayabi,187_spider,j a n ũ,j a n ũ,j a n ũ,,7774,,,,,y a n u*,a n u* y
2613,Kayabi-188_star-1,,Kayabi,188_star,j a ɨ t a t a,j a ɨ t a t a,j a ɨ t a t a,,7774,,,,,y a 3 t a t a,3 a t y
2614,Kayabi-189_stingray-1,,Kayabi,189_stingray,i p i r a p e p,i p i r a p e p,i p i r a p e p,,7774,,,,,i p i r a p e p,a e i p r
2615,Kayabi-190_stomach-1,,Kayabi,190_stomach,e w e g,e w e g,e w e g,,7774,,,,,e w e g,e g w
2616,Kayabi-191_stone-1,,Kayabi,191_stone,i t a,i t a,i t a,,7774,,,,,i t a,a i t
2617,Kayabi-192_strong-1,,Kayabi,192_strong,f w a k a r,f w a k a r,f w a k a r,,7774,,,,,f w a k a r,a f k r w
2618,Kayabi-194_sun-1,,Kayabi,194_sun,kʷ a t,kʷ a t,kʷ a t,,7774,,,,,kw~ a t,a kw~ t
2619,Kayabi-196_sweet-1,,Kayabi,196_sweet,ẽ ʔ ẽ,ẽ ʔ ẽ,ẽ ʔ ẽ,,7774,,,,,e* 7 e*,7 e*
2620,Kayabi-197_sweetpotato-1,,Kayabi,197_sweetpotato,j e t ɨ k,j e t ɨ k,j e t ɨ k,,7774,,,,,y e t 3 k,3 e k t y
2621,Kayabi-199_tail-1,,Kayabi,199_tail,w a j,w a j,w a j,,7774,,,,,w a y,a w y
2622,Kayabi-200_tapir-1,,Kayabi,200_tapir,t a p i ʔ i r,t a p i ʔ i r,t a p i ʔ i r,,7774,,,,,t a p i 7 i r,7 a i p r t
2623,Kayabi-201_teach-1,,Kayabi,201_teach,m u ʔ e,m u ʔ e,m u ʔ e,,7774,,,,,m u 7 e,7 e m u
2624,Kayabi-202_tellnarrate-1,,Kayabi,202_tellnarrate,m o m e ʔ u,m o m e ʔ u,m o m e ʔ u,,7774,,,,,m o m e 7 u,7 e m o u
2625,Kayabi-203_terminatefinish-1,,Kayabi,203_terminatefinish,p a p,p a p,p a p,,7774,,,,,p a p,a p
2626,Kayabi-204_termite-1,,Kayabi,204_termite,k u p i ʔ a,k u p i ʔ a,k u p i ʔ a,,7774,,,,,k u p i 7 a,7 a i k p u
2627,Kayabi-207_thing-1,,Kayabi,207_thing,m a ʔ e,m a ʔ e,m a ʔ e,,7774,,,,,m a 7 e,7 a e m
2628,Kayabi-208_three-1,,Kayabi,208_three,m u a p ɨ t,m u a p ɨ t,m u a p ɨ t,,7774,,,,,m u a p 3 t,3 a m p t u
2629,Kayabi-209_thorn-1,,Kayabi,209_thorn,j u,j u,j u,,7774,,,,,y u,u y
2630,Kayabi-210_thunder-1,,Kayabi,210_thunder,t u p ã,t u p ã,t u p ã,,7774,,,,,t u p a*,a* p t u
2631,Kayabi-211_throat-1,,Kayabi,211_throat,j u e ʔ o k,j u e ʔ o k,j u e ʔ o k,,7774,,,,,y u e 7 o k,7 e k o u y
2632,Kayabi-212_tick-1,,Kayabi,212_tick,j a t e w u k,j a t e w u k,j a t e w u k,,7774,,,,,y a t e w u k,a e k t u w y
2633,Kayabi-213_tie-1,,Kayabi,213_tie,m a,m a,m a,,7774,,,,,m a,a m
2634,Kayabi-214_tired-1,,Kayabi,214_tired,i f u a k a p a p,i f u a k a p a p,i f u a k a p a p,,7774,,,,,i f u a k a p a p,a f i k p u
2635,Kayabi-216_tomorrow-1,,Kayabi,216_tomorrow,a i ʔ i w e,a i ʔ i w e,a i ʔ i w e,,7774,,,,,a i 7 i w e,7 a e i w
2636,Kayabi-217_tongue-1,,Kayabi,217_tongue,k u,k u,k u,,7774,,,,,k u,k u
2637,Kayabi-218_tree-1,,Kayabi,218_tree,ʔ ɨ p,ʔ ɨ p,ʔ ɨ p,,7774,,,,,7 3 p,3 7 p
2638,Kayabi-219_turtle-1,,Kayabi,219_turtle,j o w o s i p w uu,j o w o s i p w uu,j o w o s i p w uu,,7774,,,,,y o w o s i p w uu,i o p s uu w y
2639,Kayabi-220_two-1,,Kayabi,220_two,m u k ũ j,m u k ũ j,m u k ũ j,,7774,,,,,m u k u* y,k m u u* y
2640,Kayabi-226_vomit-1,,Kayabi,226_vomit,m o p ɨ ʔ a p o j ɨ,m o p ɨ ʔ a p o j ɨ,m o p ɨ ʔ a p o j ɨ,,7774,,,,,m o p 3 7 a p o y 3,3 7 a m o p y
2641,Kayabi-227_vulture-1,,Kayabi,227_vulture,u r u w ua,u r u w ua,u r u w ua,,7774,,,,,u r u w ua,r u ua w
2642,Kayabi-228_walk-1,,Kayabi,228_walk,a t a,a t a,a t a,,7774,,,,,a t a,a t
2643,Kayabi-229_want-1,,Kayabi,229_want,r e k o,r e k o,r e k o,,7774,,,,,r e k o,e k o r
2644,Kayabi-230_wash-1,,Kayabi,230_wash,p o e í,p o e í,p o e í,,7774,,,,,p o e i,e i o p
2645,Kayabi-231_wasp-1,,Kayabi,231_wasp,k a p,k a p,k a p,,7774,,,,,k a p,a k p
2646,Kayabi-232_water-1,,Kayabi,232_water,ʔ ɨ,ʔ ɨ,ʔ ɨ,,7774,,,,,7 3,3 7
2647,Kayabi-233_weexcl-1,,Kayabi,233_weexcl,o r e,o r e,o r e,,7774,,,,,o r e,e o r
2648,Kayabi-234_weincl-1,,Kayabi,234_weincl,j a n e,j a n e,j a n e,,7774,,,,,y a n e,a e n y
2649,Kayabi-235_wet-1,,Kayabi,235_wet,a k ɨ m,a k ɨ m,a k ɨ m,,7774,,,,,a k 3 m,3 a k m
2650,Kayabi-236_white-1,,Kayabi,236_white,s i ŋ,s i ŋ,s i ŋ,,7774,,,,,s i N,N i s
2651,Kayabi-237_wife-1,,Kayabi,237_wife,m i r e k o,m i r e k o,m i r e k o,,7774,,,,,m i r e k o,e i k m o r
2652,Kayabi-238_wind-1,,Kayabi,238_wind,ɨ β ɨ t u,ɨ β ɨ t u,ɨ β ɨ t u,,7774,,,,,3 b 3 t u,3 b t u
2653,Kayabi-239_wing-1,,Kayabi,239_wing,j ɨ w a,j ɨ w a,j ɨ w a,,7774,,,,,y 3 w a,3 a w y
2654,Kayabi-240_wing2-1,,Kayabi,240_wing2,p e p o,p e p o,p e p o,,7774,,,,,p e p o,e o p
2655,Kayabi-241_woman-1,,Kayabi,241_woman,k ũ j ã,k ũ j ã,k ũ j ã,,7774,,,,,k u* y a*,a* k u* y
2656,Kayabi-242_worm-1,,Kayabi,242_worm,e w õ ʔ i,e w õ ʔ i,e w õ ʔ i,,7774,,,,,e w o* 7 i,7 e i o* w
2657,Kayabi-244_yousg-1,,Kayabi,244_yousg,e n e,e n e,e n e,,7774,,,,,e n e,e n
2658,AsuriniXingu-1_all-1,,AsuriniXingu,1_all,p a p,p a p,p a p,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,p a p,a p
2659,AsuriniXingu-2_arm-1,,AsuriniXingu,2_arm,dʒ i w a,dʒ i w a,dʒ i w a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,dZ i w a,a dZ i w
2660,AsuriniXingu-3_arrow-1,,AsuriniXingu,3_arrow,o ʔ ɨ w,o ʔ ɨ w,o ʔ ɨ w,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,o 7 3 w,3 7 o w
2661,AsuriniXingu-4_ash-1,,AsuriniXingu,4_ash,t a n u m u k,t a n u m u k,t a n u m u k,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,t a n u m u k,a k m n t u
2662,AsuriniXingu-5_axe-1,,AsuriniXingu,5_axe,dʒ ɨ,dʒ ɨ,dʒ ɨ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,dZ 3,3 dZ
2663,AsuriniXingu-6_back-1,,AsuriniXingu,6_back,a p e,a p e,a p e,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a p e,a e p
2664,AsuriniXingu-7_badevil-1,,AsuriniXingu,7_badevil,a i p,a i p,a i p,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a i p,a i p
2665,AsuriniXingu-8_bamboo-1,,AsuriniXingu,8_bamboo,t a u k a r,t a u k a r,t a u k a r,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,t a u k a r,a k r t u
2666,AsuriniXingu-9_banana-1,,AsuriniXingu,9_banana,p a k a r e n ũ ʔ ũ,p a k a r e n ũ ʔ ũ,p a k a r e n ũ ʔ ũ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,p a k a r e n u* 7 u*,7 a e k n p r u*
2667,AsuriniXingu-11_bat-1,,AsuriniXingu,11_bat,a n ɨ r a,a n ɨ r a,a n ɨ r a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a n 3 r a,3 a n r
2668,AsuriniXingu-13_beans-1,,AsuriniXingu,13_beans,k u m a n a ʔ ĩ,k u m a n a ʔ ĩ,k u m a n a ʔ ĩ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k u m a n a 7 i*,7 a i* k m n u
2669,AsuriniXingu-16_break-1,,AsuriniXingu,16_break,m u p ẽ,m u p ẽ,m u p ẽ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,m u p e*,e* m p u
2670,AsuriniXingu-17_big-1,,AsuriniXingu,17_big,f u k u,f u k u,f u k u,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,f u k u,f k u
2671,AsuriniXingu-18_bird-1,,AsuriniXingu,18_bird,w ɨ r a,w ɨ r a,w ɨ r a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,w 3 r a,3 a r w
2672,AsuriniXingu-19_bite-1,,AsuriniXingu,19_bite,o ʔ o,o ʔ o,o ʔ o,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,o 7 o,7 o
2673,AsuriniXingu-20_black-1,,AsuriniXingu,20_black,p i o n,p i o n,p i o n,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,p i o n,i n o p
2674,AsuriniXingu-21_blow-1,,AsuriniXingu,21_blow,m o n ɨ k,m o n ɨ k,m o n ɨ k,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,m o n 3 k,3 k m n o
2675,AsuriniXingu-22_bone-1,,AsuriniXingu,22_bone,k ɨ̃ ŋ,k ɨ̃ ŋ,k ɨ̃ ŋ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k 3* N,3* N k
2676,AsuriniXingu-23_boy-1,,AsuriniXingu,23_boy,k u n u m i,k u n u m i,k u n u m i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k u n u m i,i k m n u
2677,AsuriniXingu-24_branch-1,,AsuriniXingu,24_branch,a k ɨ̃,a k ɨ̃,a k ɨ̃,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a k 3*,3* a k
2678,AsuriniXingu-25_breast-1,,AsuriniXingu,25_breast,k ɨ m,k ɨ m,k ɨ m,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k 3 m,3 k m
2679,AsuriniXingu-26_breathe-1,,AsuriniXingu,26_breathe,ɨ p ɨ t o h e m,ɨ p ɨ t o h e m,ɨ p ɨ t o h e m,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,3 p 3 t o h e m,3 e h m o p t
2680,AsuriniXingu-27_burnintr-1,,AsuriniXingu,27_burnintr,k a j,k a j,k a j,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k a y,a k y
2681,AsuriniXingu-28_burntr-1,,AsuriniXingu,28_burntr,a p ɨ,a p ɨ,a p ɨ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a p 3,3 a p
2682,AsuriniXingu-29_bury-1,,AsuriniXingu,29_bury,t ɨ m,t ɨ m,t ɨ m,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,t 3 m,3 m t
2683,AsuriniXingu-30_bush-1,,AsuriniXingu,30_bush,k a ʔ a,k a ʔ a,k a ʔ a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k a 7 a,7 a k
2684,AsuriniXingu-31_butterfly-1,,AsuriniXingu,31_butterfly,p a n ɨ m,p a n ɨ m,p a n ɨ m,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,p a n 3 m,3 a m n p
2685,AsuriniXingu-32_cair-1,,AsuriniXingu,32_cair,ʔ a,ʔ a,ʔ a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,7 a,7 a
2686,AsuriniXingu-33_canoe-1,,AsuriniXingu,33_canoe,ɨ h a r a,ɨ h a r a,ɨ h a r a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,3 h a r a,3 a h r
2687,AsuriniXingu-34_cashew-1,,AsuriniXingu,34_cashew,k a dʒ u,k a dʒ u,k a dʒ u,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k a dZ u,a dZ k u
2688,AsuriniXingu-35_cloud-1,,AsuriniXingu,35_cloud,a m ɨ n ɨ w a k a,a m ɨ n ɨ w a k a,a m ɨ n ɨ w a k a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a m 3 n 3 w a k a,3 a k m n w
2689,AsuriniXingu-36_coati-1,,AsuriniXingu,36_coati,kʷ a t i,kʷ a t i,kʷ a t i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,kw~ a t i,a i kw~ t
2690,AsuriniXingu-37_come-1,,AsuriniXingu,37_come,u t,u t,u t,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,u t,t u
2691,AsuriniXingu-38_comb-1,,AsuriniXingu,38_comb,k ɨ w a w,k ɨ w a w,k ɨ w a w,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k 3 w a w,3 a k w
2692,AsuriniXingu-39_corn-1,,AsuriniXingu,39_corn,a w a t͡ʃ i,a w a t͡ʃ i,a w a t͡ʃ i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a w a C i,C a i w
2693,AsuriniXingu-40_cotton-1,,AsuriniXingu,40_cotton,a m ɨ n i dʒ u,a m ɨ n i dʒ u,a m ɨ n i dʒ u,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a m 3 n i dZ u,3 a dZ i m n u
2694,AsuriniXingu-41_cry-1,,AsuriniXingu,41_cry,j a ʔ a,j a ʔ a,j a ʔ a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,y a 7 a,7 a y
2695,AsuriniXingu-42_cut-1,,AsuriniXingu,42_cut,k ɨ t͡ʃ i,k ɨ t͡ʃ i,k ɨ t͡ʃ i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k 3 C i,3 C i k
2696,AsuriniXingu-43_dance-1,,AsuriniXingu,43_dance,p o r a h a j,p o r a h a j,p o r a h a j,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,p o r a h a y,a h o p r y
2697,AsuriniXingu-44_day-1,,AsuriniXingu,44_day,a r,a r,a r,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a r,a r
2698,AsuriniXingu-45_defecate-1,,AsuriniXingu,45_defecate,w o t͡ʃ i,w o t͡ʃ i,w o t͡ʃ i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,w o C i,C i o w
2699,AsuriniXingu-46_die-1,,AsuriniXingu,46_die,m a n ũ,m a n ũ,m a n ũ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,m a n u*,a m n u*
2700,AsuriniXingu-47_dirty-1,,AsuriniXingu,47_dirty,ɨ a w,ɨ a w,ɨ a w,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,3 a w,3 a w
2701,AsuriniXingu-48_domake-1,,AsuriniXingu,48_domake,a p a,a p a,a p a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,a p a,a p
2702,AsuriniXingu-49_drawpaint-1,,AsuriniXingu,49_drawpaint,d͡ʒ u a k,d͡ʒ u a k,d͡ʒ u a k,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,j u a k,a j k u
2703,AsuriniXingu-50_dressup-1,,AsuriniXingu,50_dressup,m o n e p,m o n e p,m o n e p,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,m o n e p,e m n o p
2704,AsuriniXingu-53_earthland-1,,AsuriniXingu,53_earthland,ɨ w ɨ,ɨ w ɨ,ɨ w ɨ,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,3 w 3,3 w
2705,AsuriniXingu-54_eat-1,,AsuriniXingu,54_eat,k a r o,k a r o,k a r o,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,k a r o,a k o r
2706,AsuriniXingu-55_enter-1,,AsuriniXingu,55_enter,dʒ e k i,dʒ e k i,dʒ e k i,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,dZ e k i,dZ e i k
2707,AsuriniXingu-56_eye-1,,AsuriniXingu,56_eye,e a,e a,e a,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,e a,a e
2708,AsuriniXingu-57_face-1,,AsuriniXingu,57_face,u w,u w,u w,,pereira2013estrategias;pereira2010nominalizaccao;144735,,,,,u w,u w
