,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
4151,UrubuKaapor-72_flyn-1,,UrubuKaapor,72_flyn,m e r ũ,m e r ũ,m e r ũ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m e r u*,e m r u*
4152,UrubuKaapor-73_foot-1,,UrubuKaapor,73_foot,p ɨ,p ɨ,p ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3,3 p
4153,UrubuKaapor-75_frog-1,,UrubuKaapor,75_frog,k u r u r u,k u r u r u,k u r u r u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u r u r u,k r u
4154,UrubuKaapor-76_fruit-1,,UrubuKaapor,76_fruit,m a ʔ e ɨ w a,m a ʔ e ɨ w a,m a ʔ e ɨ w a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a 7 e 3 w a,3 7 a e m w
4155,UrubuKaapor-77_full-1,,UrubuKaapor,77_full,ɨ r ɨ h e m,ɨ r ɨ h e m,ɨ r ɨ h e m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3 r 3 h e m,3 e h m r
4156,UrubuKaapor-78_gather-1,,UrubuKaapor,78_gather,m a t ɨ r,m a t ɨ r,m a t ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a t 3 r,3 a m r t
4157,UrubuKaapor-79_girl-1,,UrubuKaapor,79_girl,k u j a t ã j r a ʔ ɨ r,k u j a t ã j r a ʔ ɨ r,k u j a t ã j r a ʔ ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u y a t a* y r a 7 3 r,3 7 a a* k r t u y
4158,UrubuKaapor-80_give-1,,UrubuKaapor,80_give,m e ʔ ẽ,m e ʔ ẽ,m e ʔ ẽ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m e 7 e*,7 e e* m
4159,UrubuKaapor-81_go-1,,UrubuKaapor,81_go,h o,h o,h o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h o,h o
4160,UrubuKaapor-82_goup-1,,UrubuKaapor,82_goup,j u p i r,j u p i r,j u p i r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u p i r,i p r u y
4161,UrubuKaapor-83_good-1,,UrubuKaapor,83_good,k a t u,k a t u,k a t u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a t u,a k t u
4162,UrubuKaapor-84_grandfather-1,,UrubuKaapor,84_grandfather,a m ũ j,a m ũ j,a m ũ j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a m u* y,a m u* y
4163,UrubuKaapor-85_grass-1,,UrubuKaapor,85_grass,k a p ĩ,k a p ĩ,k a p ĩ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a p i*,a i* k p
4164,UrubuKaapor-86_green-1,,UrubuKaapor,86_green,o w ɨ t e,o w ɨ t e,o w ɨ t e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,o w 3 t e,3 e o t w
4165,UrubuKaapor-87_grow-1,,UrubuKaapor,87_grow,g a m o i z a r d a,g a m o i z a r d a,g a m o i z a r d a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,g a m o i z a r d a,a d g i m o r z
4166,UrubuKaapor-88_hand-1,,UrubuKaapor,88_hand,p o,p o,p o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p o,o p
4167,UrubuKaapor-89_hair-1,,UrubuKaapor,89_hair,ʔ a,ʔ a,ʔ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,7 a,7 a
4168,UrubuKaapor-90_hammock-1,,UrubuKaapor,90_hammock,k ɨ h a,k ɨ h a,k ɨ h a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k 3 h a,3 a h k
4169,UrubuKaapor-91_happy-1,,UrubuKaapor,91_happy,u r ɨ,u r ɨ,u r ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,u r 3,3 r u
4170,UrubuKaapor-92_hawk-1,,UrubuKaapor,92_hawk,t a w a t o,t a w a t o,t a w a t o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,t a w a t o,a o t w
4171,UrubuKaapor-94_hearlisten-1,,UrubuKaapor,94_hearlisten,e n u,e n u,e n u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e n u,e n u
4172,UrubuKaapor-95_heart-1,,UrubuKaapor,95_heart,ʃ i r a h ã,ʃ i r a h ã,ʃ i r a h ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,S i r a h a*,S a a* h i r
4173,UrubuKaapor-96_heavy-1,,UrubuKaapor,96_heavy,p u h ɨ i,p u h ɨ i,p u h ɨ i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u h 3 i,3 h i p u
4174,UrubuKaapor-97_hedgehog-1,,UrubuKaapor,97_hedgehog,kʷ a n u,kʷ a n u,kʷ a n u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,kw~ a n u,a kw~ n u
4175,UrubuKaapor-99_hen-1,,UrubuKaapor,99_hen,s a p u k a j,s a p u k a j,s a p u k a j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s a p u k a y,a k p s u y
4176,UrubuKaapor-101_hit-1,,UrubuKaapor,101_hit,n u p ã,n u p ã,n u p ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,n u p a*,a* n p u
4177,UrubuKaapor-102_hole-1,,UrubuKaapor,102_hole,kʷ a r,kʷ a r,kʷ a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,kw~ a r,a kw~ r
4178,UrubuKaapor-103_hot-1,,UrubuKaapor,103_hot,a k u,a k u,a k u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a k u,a k u
4179,UrubuKaapor-104_house-1,,UrubuKaapor,104_house,o k,o k,o k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,o k,k o
4180,UrubuKaapor-105_howlermonkey-1,,UrubuKaapor,105_howlermonkey,w a r i,w a r i,w a r i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,w a r i,a i r w
4181,UrubuKaapor-106_husband-1,,UrubuKaapor,106_husband,s a w a ʔ e,s a w a ʔ e,s a w a ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s a w a 7 e,7 a e s w
4182,UrubuKaapor-107_jacarecaimancrocodile-1,,UrubuKaapor,107_jacarecaimancrocodile,j a k a r e,j a k a r e,j a k a r e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a k a r e,a e k r y
4183,UrubuKaapor-108_jaguar-1,,UrubuKaapor,108_jaguar,j a w a r e t e,j a w a r e t e,j a w a r e t e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a w a r e t e,a e r t w y
4184,UrubuKaapor-109_kill-1,,UrubuKaapor,109_kill,j u kʷ a,j u kʷ a,j u kʷ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u kw~ a,a kw~ u y
4185,UrubuKaapor-110_knee-1,,UrubuKaapor,110_knee,k a n a w a j,k a n a w a j,k a n a w a j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a n a w a y,a k n w y
4186,UrubuKaapor-111_knife-1,,UrubuKaapor,111_knife,k ɨ s e,k ɨ s e,k ɨ s e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k 3 s e,3 e k s
4187,UrubuKaapor-112_know-1,,UrubuKaapor,112_know,k u h ã,k u h ã,k u h ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u h a*,a* h k u
4188,UrubuKaapor-113_lake-1,,UrubuKaapor,113_lake,ɨ p a,ɨ p a,ɨ p a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3 p a,3 a p
4189,UrubuKaapor-114_laugh-1,,UrubuKaapor,114_laugh,p u k a,p u k a,p u k a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u k a,a k p u
4190,UrubuKaapor-115_leaf-1,,UrubuKaapor,115_leaf,o,o,o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,o,o
4191,UrubuKaapor-116_learn-1,,UrubuKaapor,116_learn,j u m e ʔ e,j u m e ʔ e,j u m e ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u m e 7 e,7 e m u y
4192,UrubuKaapor-117_leg-1,,UrubuKaapor,117_leg,i t ɨ m a,i t ɨ m a,i t ɨ m a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,i t 3 m a,3 a i m t
4193,UrubuKaapor-118_liver-1,,UrubuKaapor,118_liver,p ɨ ʔ a,p ɨ ʔ a,p ɨ ʔ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3 7 a,3 7 a p
4194,UrubuKaapor-119_long-1,,UrubuKaapor,119_long,p u k u,p u k u,p u k u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u k u,k p u
4195,UrubuKaapor-120_lookat-1,,UrubuKaapor,120_lookat,m a ʔ ã,m a ʔ ã,m a ʔ ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a 7 a*,7 a a* m
4196,UrubuKaapor-121_looseones-1,,UrubuKaapor,121_looseones,k a j i m,k a j i m,k a j i m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a y i m,a i k m y
4197,UrubuKaapor-122_louse-1,,UrubuKaapor,122_louse,k ɨ,k ɨ,k ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k 3,3 k
4198,UrubuKaapor-123_man-1,,UrubuKaapor,123_man,s a w a ʔ e,s a w a ʔ e,s a w a ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s a w a 7 e,7 a e s w
4199,UrubuKaapor-124_manioc-1,,UrubuKaapor,124_manioc,m a n i ʔ o k,m a n i ʔ o k,m a n i ʔ o k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a n i 7 o k,7 a i k m n o
4200,UrubuKaapor-125_many-1,,UrubuKaapor,125_many,h e t a,h e t a,h e t a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h e t a,a e h t
4201,UrubuKaapor-126_medicine-1,,UrubuKaapor,126_medicine,p u h ã,p u h ã,p u h ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u h a*,a* h p u
4202,UrubuKaapor-127_monkey-1,,UrubuKaapor,127_monkey,k a ʔ i,k a ʔ i,k a ʔ i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a 7 i,7 a i k
4203,UrubuKaapor-128_moon-1,,UrubuKaapor,128_moon,j a h ɨ,j a h ɨ,j a h ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a h 3,3 a h y
4204,UrubuKaapor-130_mosquito-1,,UrubuKaapor,130_mosquito,k a r a p a n ã,k a r a p a n ã,k a r a p a n ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a r a p a n a*,a a* k n p r
4205,UrubuKaapor-131_mother-1,,UrubuKaapor,131_mother,h ɨ,h ɨ,h ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h 3,3 h
4206,UrubuKaapor-132_motherinlaw2-1,,UrubuKaapor,132_motherinlaw2,j e n e r ɨ r ɨ g ã,j e n e r ɨ r ɨ g ã,j e n e r ɨ r ɨ g ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y e n e r 3 r 3 g a*,3 a* e g n r y
4207,UrubuKaapor-133_moustache-1,,UrubuKaapor,133_moustache,j u r u n ɨ w a,j u r u n ɨ w a,j u r u n ɨ w a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u r u n 3 w a,3 a n r u w y
4208,UrubuKaapor-134_nailclaw-1,,UrubuKaapor,134_nailclaw,p o a p ẽ,p o a p ẽ,p o a p ẽ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p o a p e*,a e* o p
4209,UrubuKaapor-135_name-1,,UrubuKaapor,135_name,e r,e r,e r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e r,e r
4210,UrubuKaapor-136_neck-1,,UrubuKaapor,136_neck,j u r u p i,j u r u p i,j u r u p i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u r u p i,i p r u y
4211,UrubuKaapor-137_nest-1,,UrubuKaapor,137_nest,h a i t ɨ,h a i t ɨ,h a i t ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h a i t 3,3 a h i t
4212,UrubuKaapor-138_new-1,,UrubuKaapor,138_new,p ɨ a h u,p ɨ a h u,p ɨ a h u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3 a h u,3 a h p u
4213,UrubuKaapor-139_night-1,,UrubuKaapor,139_night,p ɨ t u n,p ɨ t u n,p ɨ t u n,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3 t u n,3 n p t u
4214,UrubuKaapor-140_nose-1,,UrubuKaapor,140_nose,ã p ũ i,ã p ũ i,ã p ũ i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a* p u* i,a* i p u*
4215,UrubuKaapor-141_one-1,,UrubuKaapor,141_one,p e t e ĩ,p e t e ĩ,p e t e ĩ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p e t e i*,e i* p t
4216,UrubuKaapor-142_othersome-1,,UrubuKaapor,142_othersome,a m õ,a m õ,a m õ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a m o*,a m o*
4217,UrubuKaapor-143_paca-1,,UrubuKaapor,143_paca,k a ŋ a r u h u,k a ŋ a r u h u,k a ŋ a r u h u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a N a r u h u,N a h k r u
4218,UrubuKaapor-144_painhurt-1,,UrubuKaapor,144_painhurt,a h ɨ,a h ɨ,a h ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a h 3,3 a h
4219,UrubuKaapor-145_parrot-1,,UrubuKaapor,145_parrot,p a r a w a,p a r a w a,p a r a w a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p a r a w a,a p r w
4220,UrubuKaapor-146_path-1,,UrubuKaapor,146_path,p e,p e,p e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p e,e p
4221,UrubuKaapor-148_personhbsomeone-1,,UrubuKaapor,148_personhbsomeone,s a w a ʔ e,s a w a ʔ e,s a w a ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s a w a 7 e,7 a e s w
4222,UrubuKaapor-149_pierce-1,,UrubuKaapor,149_pierce,k u t u k,k u t u k,k u t u k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u t u k,k t u
4223,UrubuKaapor-150_pineapple-1,,UrubuKaapor,150_pineapple,n a n a,n a n a,n a n a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,n a n a,a n
4224,UrubuKaapor-151_play-1,,UrubuKaapor,151_play,j u m a r a j,j u m a r a j,j u m a r a j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u m a r a y,a m r u y
4225,UrubuKaapor-152_porridge-1,,UrubuKaapor,152_porridge,j ɨ k,j ɨ k,j ɨ k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y 3 k,3 k y
4226,UrubuKaapor-153_pumpkin-1,,UrubuKaapor,153_pumpkin,j u r u m u,j u r u m u,j u r u m u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u r u m u,m r u y
4227,UrubuKaapor-154_put-1,,UrubuKaapor,154_put,m u n d e,m u n d e,m u n d e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m u n d e,d e m n u
4228,UrubuKaapor-155_rain-1,,UrubuKaapor,155_rain,a m a n,a m a n,a m a n,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a m a n,a m n
4229,UrubuKaapor-156_rat-1,,UrubuKaapor,156_rat,i s a w i ʔ a,i s a w i ʔ a,i s a w i ʔ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,i s a w i 7 a,7 a i s w
4230,UrubuKaapor-158_red-1,,UrubuKaapor,158_red,p i r ã,p i r ã,p i r ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p i r a*,a* i p r
4231,UrubuKaapor-159_return-1,,UrubuKaapor,159_return,j ɨ w ɨ r,j ɨ w ɨ r,j ɨ w ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y 3 w 3 r,3 r w y
4232,UrubuKaapor-160_ripe-1,,UrubuKaapor,160_ripe,ɨ a r õ,ɨ a r õ,ɨ a r õ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3 a r o*,3 a o* r
4233,UrubuKaapor-161_river-1,,UrubuKaapor,161_river,p a r a n a,p a r a n a,p a r a n a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p a r a n a,a n p r
4234,UrubuKaapor-162_root-1,,UrubuKaapor,162_root,h a p o,h a p o,h a p o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h a p o,a h o p
4235,UrubuKaapor-163_rope-1,,UrubuKaapor,163_rope,n ɨ m b o,n ɨ m b o,n ɨ m b o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,n 3 m b o,3 b m n o
4236,UrubuKaapor-164_round-1,,UrubuKaapor,164_round,p u ʔ a,p u ʔ a,p u ʔ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u 7 a,7 a p u
4237,UrubuKaapor-165_run-1,,UrubuKaapor,165_run,j a n,j a n,j a n,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a n,a n y
4238,UrubuKaapor-166_saliva-1,,UrubuKaapor,166_saliva,e n ɨ,e n ɨ,e n ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e n 3,3 e n
4239,UrubuKaapor-167_salt-1,,UrubuKaapor,167_salt,j u k ɨ r,j u k ɨ r,j u k ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u k 3 r,3 k r u y
4240,UrubuKaapor-168_sand-1,,UrubuKaapor,168_sand,ɨ w ɨ,ɨ w ɨ,ɨ w ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3 w 3,3 w
4241,UrubuKaapor-169_scare-1,,UrubuKaapor,169_scare,m u k a h e m,m u k a h e m,m u k a h e m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m u k a h e m,a e h k m u
4242,UrubuKaapor-170_see-1,,UrubuKaapor,170_see,s a k,s a k,s a k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s a k,a k s
4243,UrubuKaapor-171_seed-1,,UrubuKaapor,171_seed,a ʔ ɨ̃,a ʔ ɨ̃,a ʔ ɨ̃,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a 7 3*,3* 7 a
4244,UrubuKaapor-172_seek-1,,UrubuKaapor,172_seek,k e k a r,k e k a r,k e k a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k e k a r,a e k r
4245,UrubuKaapor-173_send-1,,UrubuKaapor,173_send,m o n o,m o n o,m o n o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m o n o,m n o
4246,UrubuKaapor-174_sharpen-1,,UrubuKaapor,174_sharpen,a j m e,a j m e,a j m e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a y m e,a e m y
4247,UrubuKaapor-175_shellbark-1,,UrubuKaapor,175_shellbark,p i r e r,p i r e r,p i r e r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p i r e r,e i p r
4248,UrubuKaapor-176_sickill-1,,UrubuKaapor,176_sickill,a h ɨ,a h ɨ,a h ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a h 3,3 a h
4249,UrubuKaapor-177_sister-1,,UrubuKaapor,177_sister,e n ɨ r,e n ɨ r,e n ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e n 3 r,3 e n r
4250,UrubuKaapor-178_sit-1,,UrubuKaapor,178_sit,w a p ɨ k,w a p ɨ k,w a p ɨ k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,w a p 3 k,3 a k p w
4251,UrubuKaapor-179_sleep-1,,UrubuKaapor,179_sleep,ʃ e r,ʃ e r,ʃ e r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,S e r,S e r
4252,UrubuKaapor-180_small-1,,UrubuKaapor,180_small,m i,m i,m i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m i,i m
4253,UrubuKaapor-182_snake-1,,UrubuKaapor,182_snake,m o j,m o j,m o j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m o y,m o y
4254,UrubuKaapor-184_son-1,,UrubuKaapor,184_son,m i m i,m i m i,m i m i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m i m i,i m
4255,UrubuKaapor-185_souracid-1,,UrubuKaapor,185_souracid,h i,h i,h i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h i,h i
4256,UrubuKaapor-186_speak-1,,UrubuKaapor,186_speak,j e ʔ ẽ,j e ʔ ẽ,j e ʔ ẽ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y e 7 e*,7 e e* y
4257,UrubuKaapor-187_spider-1,,UrubuKaapor,187_spider,j a n u,j a n u,j a n u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a n u,a n u y
4258,UrubuKaapor-188_star-1,,UrubuKaapor,188_star,j a h ɨ r a t a,j a h ɨ r a t a,j a h ɨ r a t a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a h 3 r a t a,3 a h r t y
4259,UrubuKaapor-189_stingray-1,,UrubuKaapor,189_stingray,j e w eɨ r,j e w eɨ r,j e w eɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y e w e3 r,e e3 r w y
4260,UrubuKaapor-190_stomach-1,,UrubuKaapor,190_stomach,p u s u,p u s u,p u s u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u s u,p s u
4261,UrubuKaapor-191_stone-1,,UrubuKaapor,191_stone,i t a,i t a,i t a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,i t a,a i t
4262,UrubuKaapor-192_strong-1,,UrubuKaapor,192_strong,p i r a t ã,p i r a t ã,p i r a t ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p i r a t a*,a a* i p r t
4263,UrubuKaapor-193_suck-1,,UrubuKaapor,193_suck,p ɨ t e r,p ɨ t e r,p ɨ t e r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3 t e r,3 e p r t
4264,UrubuKaapor-194_sun-1,,UrubuKaapor,194_sun,kʷ a r a h ɨ,kʷ a r a h ɨ,kʷ a r a h ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,kw~ a r a h 3,3 a h kw~ r
4265,UrubuKaapor-195_sweep-1,,UrubuKaapor,195_sweep,p e i r,p e i r,p e i r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p e i r,e i p r
4266,UrubuKaapor-196_sweet-1,,UrubuKaapor,196_sweet,h e ʔ ẽ,h e ʔ ẽ,h e ʔ ẽ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,h e 7 e*,7 e e* h
4267,UrubuKaapor-197_sweetpotato-1,,UrubuKaapor,197_sweetpotato,j ɨ t ɨ k,j ɨ t ɨ k,j ɨ t ɨ k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y 3 t 3 k,3 k t y
4268,UrubuKaapor-198_swimm-1,,UrubuKaapor,198_swimm,j u p e t ẽ,j u p e t ẽ,j u p e t ẽ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u p e t e*,e e* p t u y
4269,UrubuKaapor-199_tail-1,,UrubuKaapor,199_tail,u w a j,u w a j,u w a j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,u w a y,a u w y
4270,UrubuKaapor-200_tapir-1,,UrubuKaapor,200_tapir,t a p i ʔ i r,t a p i ʔ i r,t a p i ʔ i r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,t a p i 7 i r,7 a i p r t
4271,UrubuKaapor-201_teach-1,,UrubuKaapor,201_teach,m u ʔ e,m u ʔ e,m u ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m u 7 e,7 e m u
