,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
156,Teribe-7_bailar-1,,Teribe,7_bailar,tʰàŋnióŋ,tʰàŋnióŋ,tʰ à/a ŋ n i ó/o ŋ,,Constenla2005,75,,^ tʰ à ŋ n i ó ŋ $,Teribe,,th~ a a N n i o o N,N a i n o th~
157,Ngabere-7_bailar-1,,Ngabere,7_bailar,bradʒe,bradʒe,b r a dʒ e,,Constenla2005,76,,^ b r a dʒ e $,Ngabere,,b r a dZ e,a b dZ e r
158,Buglere-7_bailar-1,,Buglere,7_bailar,gwie,gwie,g w i e,,Constenla2005,71,,^ g w i e $,Buglere,b,g w i e,e g i w
159,Dorasque-7_bailar-1,,Dorasque,7_bailar,kúyi,kúyi,k ú/u j i,,Constenla2005,71,,^ k ú y i $,Dorasque,b,k u u y i,i k u y
160,SanBlasKuna-7_bailar-1,,SanBlasKuna,7_bailar,kuile,kuile,k u i l e,,Constenla2005,71,,^ k u i l e $,SanBlasKuna,b,k u i l e,e i k l u
161,Cogui-7_bailar-1,,Cogui,7_bailar,kuiz,kuiz,k u i z,,Constenla2005,71,,^ k u i z $,Cogui,b,k u i z,i k u z
162,Arhuaco-7_bailar-1,,Arhuaco,7_bailar,kué,kué,k u é/e,,Constenla2005,71,,^ k u é $,Arhuaco,b,k u e e,e k u
163,Malayo-7_bailar-1,,Malayo,7_bailar,ku'i,ku'i,k 'u/u i,,Constenla2005,71,,^ k u' i $,Malayo,b,k u i,i k u
164,Chimila-7_bailar-1,,Chimila,7_bailar,kuiahné,kuiahné,k u i a h n é/e,,Constenla2005,71,,^ k u i a h n é $,Chimila,b,k u i a h n e e,a e h i k n u
165,Chibcha-7_bailar-1,,Chibcha,7_bailar,tsahana,tsahana,t s a h a n a,,Constenla2005,77,,^ t s a h a n a $,Chibcha,,t s a h a n a,a h n s t
166,CentralTunebo-7_bailar-1,,CentralTunebo,7_bailar,ki'ni,ki'ni,k i 'n/n i,,Constenla2005,78,,^ k i 'n i $,CentralTunebo,,k i n i,i k n
167,Bari-7_bailar-1,,Bari,7_bailar,asi,asi,a s i,,Constenla2005,79,,^ a s i $,Bari,,a s i,a i s
168,LencaSalvador-8_beber-1,,LencaSalvador,8_beber,tali,tali,t a l i,,Constenla2005,80,,^ t a l i $,LencaSalvador,a,t a l i,a i l t
169,LencaHonduras-8_beber-1,,LencaHonduras,8_beber,tal,tal,t a l,,Constenla2005,80,,^ t a l $,LencaHonduras,a,t a l,a l t
170,Cacaopera-8_beber-1,,Cacaopera,8_beber,dipa,dipa,d i p a,,Constenla2005,81,,^ d i p a $,Cacaopera,b,d i p a,a d i p
171,Mayangna-8_beber-1,,Mayangna,8_beber,di,di,d i,,Constenla2005,81,,^ d i $,Mayangna,b,d i,d i
172,Ulwa-8_beber-1,,Ulwa,8_beber,di,di,d i,,Constenla2005,81,,^ d i $,Ulwa,b,d i,d i
173,Miskito-8_beber-1,,Miskito,8_beber,di,di,d i,,Constenla2005,81,,^ d i $,Miskito,b,d i,d i
174,Pech-8_beber-1,,Pech,8_beber,tòk,tòk,t ò/o k,,Constenla2005,82,,^ t ò k $,Pech,,t o o k,k o t
175,Rama-8_beber-1,,Rama,8_beber,ŋw,ŋw,ŋ w,,Constenla2005,83,,^ ŋ w $,Rama,,N w,N w
176,MalekuJaika-8_beber-1,,MalekuJaika,8_beber,tʃa:,tʃa:,tʃ aː,,Constenla2005,84,,^ tʃ a: $,MalekuJaika,c,tS a,a tS
177,Boruca-8_beber-1,,Boruca,8_beber,dʒáŋ,dʒáŋ,dʒ á/a ŋ,,Constenla2005,84,,^ dʒ á ŋ $,Boruca,c,dZ a a N,N a dZ
178,Bribri-8_beber-1,,Bribri,8_beber,dʒa,dʒa,dʒ a,,Constenla2005,84,,^ dʒ a $,Bribri,c,dZ a,a dZ
179,Cabecar-8_beber-1,,Cabecar,8_beber,dʒɪ,dʒɪ,dʒ ɪ,,Constenla2005,84,,^ dʒ ɪ $,Cabecar,c,dZ i,dZ i
180,Teribe-8_beber-1,,Teribe,8_beber,iɪ́,iɪ́,i ɪ́/ɪ,,Constenla2005,84,,^ i ɪ́ $,Teribe,c,i i i,i
181,Ngabere-8_beber-1,,Ngabere,8_beber,ɲã,ɲã,ɲ ã,,Constenla2005,84,,^ ɲ ã $,Ngabere,c,5 a*,5 a*
182,Buglere-8_beber-1,,Buglere,8_beber,hai,hai,h a i,,Constenla2005,85,,^ h a i $,Buglere,,h a i,a h i
183,Dorasque-8_beber-1,,Dorasque,8_beber,bot,bot,b o t,,Constenla2005,86,,^ b o t $,Dorasque,,b o t,b o t
184,SanBlasKuna-8_beber-1,,SanBlasKuna,8_beber,kope,kope,k o p e,,Constenla2005,87,,^ k o p e $,SanBlasKuna,,k o p e,e k o p
185,Cogui-8_beber-1,,Cogui,8_beber,'tuʃi,'tuʃi,'t/t u ʃ i,,Constenla2005,88,,^ 't u ʃ i $,Cogui,,t u S i,S i t u
186,Arhuaco-8_beber-1,,Arhuaco,8_beber,aʔg,aʔg,a ʔ g,,Constenla2005,89,,^ a ʔ g $,Arhuaco,ch,a 7 g,7 a g
187,Malayo-8_beber-1,,Malayo,8_beber,anga,anga,a n g a,,Constenla2005,89,,^ a n g a $,Malayo,ch,a n g a,a g n
188,Chimila-8_beber-1,,Chimila,8_beber,uk,uk,u k,,Constenla2005,90,,^ u k $,Chimila,,u k,k u
189,Chibcha-8_beber-1,,Chibcha,8_beber,iohotɨ,iohotɨ,i o h o t ɨ,,Constenla2005,91,,^ i o h o t ɨ $,Chibcha,,i o h o t 3,3 h i o t
190,CentralTunebo-8_beber-1,,CentralTunebo,8_beber,'jaʔa,'jaʔa,'j/j a ʔ a,,Constenla2005,84,,^ 'j a ʔ a $,CentralTunebo,c,y a 7 a,7 a y
191,Bari-8_beber-1,,Bari,8_beber,a:ksa,a:ksa,aː k s a,,Constenla2005,92,,^ a: k s a $,Bari,,a k s a,a k s
192,LencaSalvador-9_blanco-1,,LencaSalvador,9_blanco,ʃoko,ʃoko,ʃ o k o,,Constenla2005,93,,^ ʃ o k o $,LencaSalvador,a,S o k o,S k o
193,LencaHonduras-9_blanco-1,,LencaHonduras,9_blanco,soko,soko,s o k o,,Constenla2005,93,,^ s o k o $,LencaHonduras,a,s o k o,k o s
194,Cacaopera-9_blanco-1,,Cacaopera,9_blanco,sahu,sahu,s a h u,,Constenla2005,94,,^ s a h u $,Cacaopera,,s a h u,a h s u
195,Mayangna-9_blanco-1,,Mayangna,9_blanco,pihni,pihni,p i h n i,,Constenla2005,95,,^ p i h n i $,Mayangna,b,p i h n i,h i n p
196,Ulwa-9_blanco-1,,Ulwa,9_blanco,pihka,pihka,p i h k a,,Constenla2005,95,,^ p i h k a $,Ulwa,b,p i h k a,a h i k p
197,Miskito-9_blanco-1,,Miskito,9_blanco,pihni,pihni,p i h n i,,Constenla2005,95,,^ p i h n i $,Miskito,b,p i h n i,h i n p
198,Pech-9_blanco-1,,Pech,9_blanco,kàbísás,kàbísás,k à/a b í/i s á/a s,,Constenla2005,96,,^ k à b í s á s $,Pech,,k a a b i i s a a s,a b i k s
199,Rama-9_blanco-1,,Rama,9_blanco,plu:ma,plu:ma,p l uː m a,,Constenla2005,97,,^ p l u: m a $,Rama,ch,p l u m a,a l m p u
200,MalekuJaika-9_blanco-1,,MalekuJaika,9_blanco,ʝaki: pala: iŋa:,ʝaki: pala: iŋa:,ʝ a k iː + p a l aː + i ŋ aː,,Constenla2005,98,,^ ʝ a k i: + p a l a: + i ŋ a: $,MalekuJaika,,Z a k i  p a l a  i N a, N Z a i k l p
201,Boruca-9_blanco-1,,Boruca,9_blanco,suát,suát,s u á/a t,,Constenla2005,99,,^ s u á t $,Boruca,,s u a a t,a s t u
202,Bribri-9_blanco-1,,Bribri,9_blanco,sadǔdǔ,sadǔdǔ,s a d ǔ/u d ǔ/u,,Constenla2005,97,,^ s a d ǔ d ǔ $,Bribri,ch,s a d u u d u u,a d s u
203,Cabecar-9_blanco-1,,Cabecar,9_blanco,sadúù,sadúù,s a d ú/u ù/u,,Constenla2005,97,,^ s a d ú ù $,Cabecar,ch,s a d u u u u,a d s u
204,Teribe-9_blanco-1,,Teribe,9_blanco,ɸɺùɾún,ɸɺùɾún,ɸ ɺ ù/u ɾ ú/u n,,Constenla2005,100,,^ ɸ ɺ ù ɾ ú n $,Teribe,c,p L u u r u u n,L n p r u
205,Ngabere-9_blanco-1,,Ngabere,9_blanco,ŋweɲe,ŋweɲe,ŋ w e ɲ e,,Constenla2005,101,,^ ŋ w e ɲ e $,Ngabere,,N w e 5 e,5 N e w
206,Buglere-9_blanco-1,,Buglere,9_blanco,hutɾe,hutɾe,h u t ɾ e,,Constenla2005,102,,^ h u t ɾ e $,Buglere,,h u t r e,e h r t u
207,Dorasque-9_blanco-1,,Dorasque,9_blanco,bokkála,bokkála,b o k á/a l a,,Constenla2005,103,,^ b o kk á l a $,Dorasque,,b o k a a l a,a b k l o
208,SanBlasKuna-9_blanco-1,,SanBlasKuna,9_blanco,sippu,sippu,s i p u,,Constenla2005,104,,^ s i pp u $,SanBlasKuna,,s i p u,i p s u
209,Cogui-9_blanco-1,,Cogui,9_blanco,a'butʃi,a'butʃi,a 'b/b u tʃ i,,Constenla2005,105,,^ a 'b u tʃ i $,Cogui,,a b u tS i,a b i tS u
210,Arhuaco-9_blanco-1,,Arhuaco,9_blanco,'bunsi kawa,'bunsi kawa,'b/b u n s i + k a w a,,Constenla2005,100,,^ 'b u n s i + k a w a $,Arhuaco,c,b u n s i  k a w a, a b i k n s u w
211,Malayo-9_blanco-1,,Malayo,9_blanco,ambɨnʃi,ambɨnʃi,a m b ɨ n ʃ i,,Constenla2005,100,,^ a m b ɨ n ʃ i $,Malayo,c,a m b 3 n S i,3 S a b i m n
212,Chimila-9_blanco-1,,Chimila,9_blanco,so:motu:,so:motu:,s oː m o t uː,,Constenla2005,106,,^ s o: m o t u: $,Chimila,,s o m o t u,m o s t u
213,Chibcha-9_blanco-1,,Chibcha,9_blanco,pkɨhɨsio,pkɨhɨsio,p k ɨ h ɨ s i o,,Constenla2005,107,,^ p k ɨ h ɨ s i o $,Chibcha,,p k 3 h 3 s i o,3 h i k o p s
214,CentralTunebo-9_blanco-1,,CentralTunebo,9_blanco,kwa'sajɾo,kwa'sajɾo,k w 'a/a s a j ɾ o,,Constenla2005,108,,^ k w a' s a j ɾ o $,CentralTunebo,,k w a s a y r o,a k o r s w y
215,Bari-9_blanco-1,,Bari,9_blanco,batti,batti,b a t i,,Constenla2005,109,,^ b a tt i $,Bari,,b a t i,a b i t
216,LencaSalvador-10_boca-1,,LencaSalvador,10_boca,ints'ats'a,ints'ats'a,i n t s 'a/a t s 'a/a,,Constenla2005,110,,^ i n t s 'a t s 'a $,LencaSalvador,a,i n t s a t s a,a i n s t
217,LencaHonduras-10_boca-1,,LencaHonduras,10_boca,in,in,i n,,Constenla2005,110,,^ i n $,LencaHonduras,a,i n,i n
218,Cacaopera-10_boca-1,,Cacaopera,10_boca,tawa,tawa,t a w a,,Constenla2005,111,,^ t a w a $,Cacaopera,b,t a w a,a t w
219,Mayangna-10_boca-1,,Mayangna,10_boca,tapas,tapas,t a p a s,,Constenla2005,111,,^ t a p a s $,Mayangna,b,t a p a s,a p s t
220,Ulwa-10_boca-1,,Ulwa,10_boca,tapas,tapas,t a p a s,,Constenla2005,111,,^ t a p a s $,Ulwa,b,t a p a s,a p s t
221,Miskito-10_boca-1,,Miskito,10_boca,bila,bila,b i l a,,Constenla2005,112,,^ b i l a $,Miskito,,b i l a,a b i l
222,Pech-10_boca-1,,Pech,10_boca,sà:pà,sà:pà,s àː/aː p à/a,,Constenla2005,111,,^ s à: p à $,Pech,b,s a a p a a,a p s
223,Rama-10_boca-1,,Rama,10_boca,ka-ka:,ka-ka:,k a + k aː,,Constenla2005,113,,^ k a - k a: $,Rama,c,k a  k a, a k
224,MalekuJaika-10_boca-1,,MalekuJaika,10_boca,koki:,koki:,k o k iː,,Constenla2005,113,,^ k o k i: $,MalekuJaika,c,k o k i,i k o
225,Boruca-10_boca-1,,Boruca,10_boca,ká-sà,ká-sà,k á/a + s à/a,,Constenla2005,113,,^ k á - s à $,Boruca,c,k a a  s a a, a k s
226,Bribri-10_boca-1,,Bribri,10_boca,axkʊ́,axkʊ́,a x k ʊ́/ʊ,,Constenla2005,113,,^ a x k ʊ́ $,Bribri,c,a x k u u,a k u x
227,Cabecar-10_boca-1,,Cabecar,10_boca,hkʊ́,hkʊ́,h k ʊ́/ʊ,,Constenla2005,113,,^ h k ʊ́ $,Cabecar,c,h k u u,h k u
228,Teribe-10_boca-1,,Teribe,10_boca,kʰá-mo,kʰá-mo,kʰ á/a + m o,,Constenla2005,113,,^ kʰ á - m o $,Teribe,c,kh~ a a  m o, a kh~ m o
229,Ngabere-10_boca-1,,Ngabere,10_boca,ka-da,ka-da,k a + d a,,Constenla2005,113,,^ k a - d a $,Ngabere,c,k a  d a, a d k
230,Buglere-10_boca-1,,Buglere,10_boca,ka,ka,k a,,Constenla2005,113,,^ k a $,Buglere,c,k a,a k
231,Dorasque-10_boca-1,,Dorasque,10_boca,ka-ga,ka-ga,k a + g a,,Constenla2005,113,,^ k a - g a $,Dorasque,c,k a  g a, a g k
232,SanBlasKuna-10_boca-1,,SanBlasKuna,10_boca,ka-kka,ka-kka,k a + k a,,Constenla2005,113,,^ k a - kk a $,SanBlasKuna,c,k a  k a, a k
233,Cogui-10_boca-1,,Cogui,10_boca,'ka-ka,'ka-ka,'k/k a + k a,,Constenla2005,113,,^ 'k a - k a $,Cogui,c,k a  k a, a k
234,Arhuaco-10_boca-1,,Arhuaco,10_boca,kə-kka,kə-kka,k ə + k a,,Constenla2005,113,,^ k ə - kk a $,Arhuaco,c,k 3  k a, 3 a k
235,Malayo-10_boca-1,,Malayo,10_boca,kə'-ka,kə'-ka,k 'ə/ə + k a,,Constenla2005,113,,^ k ə' - k a $,Malayo,c,k 3  k a, 3 a k
236,Chimila-10_boca-1,,Chimila,10_boca,ka-kkwa,ka-kkwa,k a + k w a,,Constenla2005,113,,^ k a - kk w a $,Chimila,c,k a  k w a, a k w
237,Chibcha-10_boca-1,,Chibcha,10_boca,kɨhɨka,kɨhɨka,k ɨ h ɨ k a,,Constenla2005,113,,^ k ɨ h ɨ k a $,Chibcha,c,k 3 h 3 k a,3 a h k
238,CentralTunebo-10_boca-1,,CentralTunebo,10_boca,'kah-ka,'kah-ka,'k/k a h + k a,,Constenla2005,113,,^ 'k a h - k a $,CentralTunebo,c,k a h  k a, a h k
239,Bari-10_boca-1,,Bari,10_boca,ka-ksiu:,ka-ksiu:,k a + k s i uː,,Constenla2005,113,,^ k a - k s i u: $,Bari,c,k a  k s i u, a i k s u
240,LencaSalvador-11_bosque-1,,LencaSalvador,11_bosque,kotaN,kotaN,k o t a n,,Constenla2005,114,,^ k o t a N $,LencaSalvador,a,k o t a n,a k n o t
241,LencaHonduras-11_bosque-1,,LencaHonduras,11_bosque,kotan,kotan,k o t a n,,Constenla2005,114,,^ k o t a n $,LencaHonduras,a,k o t a n,a k n o t
242,Cacaopera-11_bosque-1,,Cacaopera,11_bosque,jura,jura,j u r a,,Constenla2005,115,,^ j u r a $,Cacaopera,,y u r a,a r u y
243,Mayangna-11_bosque-1,,Mayangna,11_bosque,asaŋpas,asaŋpas,a s a ŋ p a s,,Constenla2005,116,,^ a s a ŋ p a s $,Mayangna,b,a s a N p a s,N a p s
244,Ulwa-11_bosque-1,,Ulwa,11_bosque,asaŋpas,asaŋpas,a s a ŋ p a s,,Constenla2005,116,,^ a s a ŋ p a s $,Ulwa,b,a s a N p a s,N a p s
245,Miskito-11_bosque-1,,Miskito,11_bosque,unta,unta,u n t a,,Constenla2005,117,,^ u n t a $,Miskito,,u n t a,a n t u
246,Pech-11_bosque-1,,Pech,11_bosque,wàhà,wàhà,w à/a h à/a,,Constenla2005,118,,^ w à h à $,Pech,,w a a h a a,a h w
247,Rama-11_bosque-1,,Rama,11_bosque,sulaik,sulaik,s u l a i k,,Constenla2005,119,,^ s u l a i k $,Rama,,s u l a i k,a i k l s u
248,MalekuJaika-11_bosque-1,,MalekuJaika,11_bosque,tuɾu:,tuɾu:,t u ɾ uː,,Constenla2005,120,,^ t u ɾ u: $,MalekuJaika,,t u r u,r t u
249,Boruca-11_bosque-1,,Boruca,11_bosque,dʒàbáʔtʃìk,dʒàbáʔtʃìk,dʒ à/a b á/a ʔ tʃ ì/i k,,Constenla2005,121,,^ dʒ à b á ʔ tʃ ì k $,Boruca,,dZ a a b a a 7 tS i i k,7 a b dZ i k tS
250,Bribri-11_bosque-1,,Bribri,11_bosque,káɺdʒʊ̀k,káɺdʒʊ̀k,k á/a ɺ dʒ ʊ̀/ʊ k,,Constenla2005,122,,^ k á ɺ dʒ ʊ̀ k $,Bribri,c,k a a L dZ u u k,L a dZ k u
251,Cabecar-11_bosque-1,,Cabecar,11_bosque,kàɺdʒakà,kàɺdʒakà,k à/a ɺ dʒ a k à/a,,Constenla2005,122,,^ k à ɺ dʒ a k à $,Cabecar,c,k a a L dZ a k a a,L a dZ k
252,Teribe-11_bosque-1,,Teribe,11_bosque,ɸʊ́,ɸʊ́,ɸ ʊ́/ʊ,,Constenla2005,123,,^ ɸ ʊ́ $,Teribe,ch,p u u,p u
253,Ngabere-11_bosque-1,,Ngabere,11_bosque,kɔtuguɔ,kɔtuguɔ,k ɔ t u g u ɔ,,Constenla2005,124,,^ k ɔ t u g u ɔ $,Ngabere,,k o t u g u o,g k o t u
254,Buglere-11_bosque-1,,Buglere,11_bosque,glínaŋa,glínaŋa,g l í/i n a ŋ a,,Constenla2005,125,,^ g l í n a ŋ a $,Buglere,,g l i i n a N a,N a g i l n
255,Dorasque-11_bosque-1,,Dorasque,11_bosque,kalkalgó,kalkalgó,k a l k a l g ó/o,,Constenla2005,126,,^ k a l k a l g ó $,Dorasque,d,k a l k a l g o o,a g k l o
256,SanBlasKuna-11_bosque-1,,SanBlasKuna,11_bosque,sappuɾu,sappuɾu,s a p u ɾ u,,Constenla2005,127,,^ s a pp u ɾ u $,SanBlasKuna,,s a p u r u,a p r s u
257,Cogui-11_bosque-1,,Cogui,11_bosque,kal'kala,kal'kala,k a l 'k/k a l a,,Constenla2005,126,,^ k a l 'k a l a $,Cogui,d,k a l k a l a,a k l
258,Arhuaco-11_bosque-1,,Arhuaco,11_bosque,'kənkəni,'kənkəni,'k/k ə n k ə n i,,Constenla2005,126,,^ 'k ə n k ə n i $,Arhuaco,d,k 3 n k 3 n i,3 i k n
259,Malayo-11_bosque-1,,Malayo,11_bosque,kɨnkɨna,kɨnkɨna,k ɨ n k ɨ n a,,Constenla2005,126,,^ k ɨ n k ɨ n a $,Malayo,d,k 3 n k 3 n a,3 a k n
260,Chimila-11_bosque-1,,Chimila,11_bosque,ɾuhŋa,ɾuhŋa,ɾ u h ŋ a,,Constenla2005,128,,^ ɾ u h ŋ a $,Chimila,,r u h N a,N a h r u
261,Chibcha-11_bosque-1,,Chibcha,11_bosque,kɨe,kɨe,k ɨ e,,Constenla2005,129,,^ k ɨ e $,Chibcha,,k 3 e,3 e k
262,CentralTunebo-11_bosque-1,,CentralTunebo,11_bosque,'bowaɾa,'bowaɾa,'b/b o w a ɾ a,,Constenla2005,123,,^ 'b o w a ɾ a $,CentralTunebo,ch,b o w a r a,a b o r w
263,Bari-11_bosque-1,,Bari,11_bosque,kaikbé,kaikbé,k a i k b é/e,,Constenla2005,130,,^ k a i k b é $,Bari,,k a i k b e e,a b e i k
264,LencaSalvador-12_bueno-1,,LencaSalvador,12_bueno,ʃam,ʃam,ʃ a m,,Constenla2005,131,,^ ʃ a m $,LencaSalvador,a,S a m,S a m
265,LencaHonduras-12_bueno-1,,LencaHonduras,12_bueno,sa,sa,s a,,Constenla2005,131,,^ s a $,LencaHonduras,a,s a,a s
266,Cacaopera-12_bueno-1,,Cacaopera,12_bueno,kua,kua,k u a,,Constenla2005,132,,^ k u a $,Cacaopera,,k u a,a k u
267,Mayangna-12_bueno-1,,Mayangna,12_bueno,jamni,jamni,j a m n i,,Constenla2005,131,,^ j a m n i $,Mayangna,a,y a m n i,a i m n y
268,Ulwa-12_bueno-1,,Ulwa,12_bueno,jamka,jamka,j a m k a,,Constenla2005,131,,^ j a m k a $,Ulwa,a,y a m k a,a k m y
269,Miskito-12_bueno-1,,Miskito,12_bueno,jamni,jamni,j a m n i,,Constenla2005,131,,^ j a m n i $,Miskito,a,y a m n i,a i m n y
270,Pech-12_bueno-1,,Pech,12_bueno,ã́jjã̀,ã́jjã̀,ã́/ã j ã̀/ã,,Constenla2005,133,,^ ã́ jj ã̀ $,Pech,b,a* a* y a* a*,a* y
271,Rama-12_bueno-1,,Rama,12_bueno,mali:ma,mali:ma,m a l iː m a,,Constenla2005,134,,^ m a l i: m a $,Rama,,m a l i m a,a i l m
272,MalekuJaika-12_bueno-1,,MalekuJaika,12_bueno,maɾa:la:ɸaɾiŋa:,maɾa:la:ɸaɾiŋa:,m a ɾ aː l aː ɸ a ɾ i ŋ aː,,Constenla2005,135,,^ m a ɾ a: l a: ɸ a ɾ i ŋ a: $,MalekuJaika,,m a r a l a p a r i N a,N a i l m p r
273,Boruca-12_bueno-1,,Boruca,12_bueno,mòɾéŋ,mòɾéŋ,m ò/o ɾ é/e ŋ,,Constenla2005,136,,^ m ò ɾ é ŋ $,Boruca,,m o o r e e N,N e m o r
274,Bribri-12_bueno-1,,Bribri,12_bueno,buǎʔ,buǎʔ,b u ǎ/a ʔ,,Constenla2005,137,,^ b u ǎ ʔ $,Bribri,,b u a a 7,7 a b u
275,Cabecar-12_bueno-1,,Cabecar,12_bueno,bʊ́ɪ,bʊ́ɪ,b ʊ́/ʊ ɪ,,Constenla2005,138,,^ b ʊ́ ɪ $,Cabecar,,b u u i,b i u
276,Teribe-12_bueno-1,,Teribe,12_bueno,kʰóbe,kʰóbe,kʰ ó/o b e,,Constenla2005,139,,^ kʰ ó b e $,Teribe,,kh~ o o b e,b e kh~ o
277,Ngabere-12_bueno-1,,Ngabere,12_bueno,kɔ̃ɪ̃,kɔ̃ɪ̃,k ɔ̃ ɪ̃,,Constenla2005,140,,^ k ɔ̃ ɪ̃ $,Ngabere,,k o* i*,i* k o*
278,Buglere-12_bueno-1,,Buglere,12_bueno,no,no,n o,,Constenla2005,141,,^ n o $,Buglere,c,n o,n o
279,Dorasque-12_bueno-1,,Dorasque,12_bueno,apé,apé,a p é/e,,Constenla2005,142,,^ a p é $,Dorasque,,a p e e,a e p
280,SanBlasKuna-12_bueno-1,,SanBlasKuna,12_bueno,nu-eti,nu-eti,n u + e t i,,Constenla2005,141,,^ n u - e t i $,SanBlasKuna,c,n u  e t i, e i n t u
281,Cogui-12_bueno-1,,Cogui,12_bueno,hantʃi'dʒe,hantʃi'dʒe,h a n tʃ i 'd/d ʒ e,,Constenla2005,143,,^ h a n tʃ i 'd ʒ e $,Cogui,,h a n tS i d Z e,Z a d e h i n tS
282,Arhuaco-12_bueno-1,,Arhuaco,12_bueno,du kawa,du kawa,d u + k a w a,,Constenla2005,144,,^ d u + k a w a $,Arhuaco,,d u  k a w a, a d k u w
283,Malayo-12_bueno-1,,Malayo,12_bueno,ʒi'koka,ʒi'koka,ʒ i 'k/k o k a,,Constenla2005,145,,^ ʒ i 'k o k a $,Malayo,,Z i k o k a,Z a i k o
284,Chimila-12_bueno-1,,Chimila,12_bueno,be: ŋatte,be: ŋatte,b eː + ŋ a t e,,Constenla2005,146,,^ b e: + ŋ a tt e $,Chimila,,b e  N a t e, N a b e t
285,Chibcha-12_bueno-1,,Chibcha,12_bueno,tʲo,tʲo,tʲ o,,Constenla2005,147,,^ tʲ o $,Chibcha,,ty~ o,o ty~
286,CentralTunebo-12_bueno-1,,CentralTunebo,12_bueno,'aj,'aj,'a/a j,,Constenla2005,133,,^ 'a j $,CentralTunebo,b,a y,a y
287,Bari-12_bueno-1,,Bari,12_bueno,sabãĩnĩ,sabãĩnĩ,s a b ã ĩ n ĩ,,Constenla2005,148,,^ s a b ã ĩ n ĩ $,Bari,,s a b a* i* n i*,a a* b i* n s
288,LencaSalvador-13_cabello-1,,LencaSalvador,13_cabello,alah,alah,a l a h,,Constenla2005,149,,^ a l a h $,LencaSalvador,a,a l a h,a h l
289,LencaHonduras-13_cabello-1,,LencaHonduras,13_cabello,asa,asa,a s a,,Constenla2005,149,,^ a s a $,LencaHonduras,a,a s a,a s
290,Cacaopera-13_cabello-1,,Cacaopera,13_cabello,kili,kili,k i l i,,Constenla2005,150,,^ k i l i $,Cacaopera,,k i l i,i k l
291,Mayangna-13_cabello-1,,Mayangna,13_cabello,bas,bas,b a s,,Constenla2005,151,,^ b a s $,Mayangna,b,b a s,a b s
292,Ulwa-13_cabello-1,,Ulwa,13_cabello,bas,bas,b a s,,Constenla2005,151,,^ b a s $,Ulwa,b,b a s,a b s
293,Miskito-13_cabello-1,,Miskito,13_cabello,tãwa,tãwa,t ã w a,,Constenla2005,152,,^ t ã w a $,Miskito,,t a* w a,a a* t w
294,Pech-13_cabello-1,,Pech,13_cabello,ṹs,ṹs,ṹ/ũ s,,Constenla2005,153,,^ ṹ s $,Pech,,u* u* s,s u*
295,Rama-13_cabello-1,,Rama,13_cabello,uli:s,uli:s,u l iː s,,Constenla2005,154,,^ u l i: s $,Rama,,u l i s,i l s u
296,MalekuJaika-13_cabello-1,,MalekuJaika,13_cabello,i:ɬa,i:ɬa,iː ɬ a,,Constenla2005,155,,^ i: ɬ a $,MalekuJaika,,i L a,L a i
297,Boruca-13_cabello-1,,Boruca,13_cabello,ʃíxtkà,ʃíxtkà,ʃ í/i x t k à/a,,Constenla2005,156,,^ ʃ í x t k à $,Boruca,,S i i x t k a a,S a i k t x
298,Bribri-13_cabello-1,,Bribri,13_cabello,tsã́,tsã́,t s ã́/ã,,Constenla2005,157,,^ t s ã́ $,Bribri,c,t s a* a*,a* s t
299,Cabecar-13_cabello-1,,Cabecar,13_cabello,tsã́-kṹ kʊ,tsã́-kṹ kʊ,t s ã́/ã + k ṹ/ũ + k ʊ,,Constenla2005,158,,^ t s ã́ - k ṹ + k ʊ $,Cabecar,,t s a* a*  k u* u*  k u, a* k s t u u*
300,Teribe-13_cabello-1,,Teribe,13_cabello,kóŋzò,kóŋzò,k ó/o ŋ z ò/o,,Constenla2005,157,,^ k ó ŋ z ò $,Teribe,c,k o o N z o o,N k o z
301,Ngabere-13_cabello-1,,Ngabere,13_cabello,dokwɔdɾɯ,dokwɔdɾɯ,d o k w ɔ d ɾ ɯ,,Constenla2005,159,,^ d o k w ɔ d ɾ ɯ $,Ngabere,,d o k w o d r u,d k o r u w
302,Buglere-13_cabello-1,,Buglere,13_cabello,tʃugaga,tʃugaga,tʃ u g a g a,,Constenla2005,160,,^ tʃ u g a g a $,Buglere,,tS u g a g a,a g tS u
303,Dorasque-13_cabello-1,,Dorasque,13_cabello,ogá,ogá,o g á/a,,Constenla2005,161,,^ o g á $,Dorasque,,o g a a,a g o
304,SanBlasKuna-13_cabello-1,,SanBlasKuna,13_cabello,sa-ila,sa-ila,s a + i l a,,Constenla2005,157,,^ s a - i l a $,SanBlasKuna,c,s a  i l a, a i l s
305,Cogui-13_cabello-1,,Cogui,13_cabello,'sã-ĩ,'sã-ĩ,'s/s ã + ĩ,,Constenla2005,157,,^ 's ã - ĩ $,Cogui,c,s a*  i*, a* i* s
306,Arhuaco-13_cabello-1,,Arhuaco,13_cabello,'sa-gənɨ,'sa-gənɨ,'s/s a + g ə n ɨ,,Constenla2005,157,,^ 's a - g ə n ɨ $,Arhuaco,c,s a  g 3 n 3, 3 a g n s
