,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
2171,Malayo-91_saber-1,,Malayo,91_saber,agönihku,agönihku,a g ö n i h k u,,Constenla2005,1185,,^ a g ö n i h k u $,Malayo,ch,a g o n i h k u,a g h i k n o u
2172,Chimila-91_saber-1,,Chimila,91_saber,wi,wi,w i,,Constenla2005,1181,,^ w i $,Chimila,c,w i,i w
2173,Chibcha-91_saber-1,,Chibcha,91_saber,mukan,mukan,m u k a n,,Constenla2005,1186,,^ m u k a n $,Chibcha,,m u k a n,a k m n u
2174,CentralTunebo-91_saber-1,,CentralTunebo,91_saber,is'ti,is'ti,i s 't/t i,,Constenla2005,1187,,^ i s 't i $,CentralTunebo,,i s t i,i s t
2175,Bari-91_saber-1,,Bari,91_saber,ka:ma.,ka:ma.,k aː m a,,Constenla2005,1188,,^ k a: m a . $,Bari,,k a m a,a k m
2176,LencaSalvador-92_sal-1,,LencaSalvador,92_sal,ts'epe,ts'epe,t s 'e/e p e,,Constenla2005,1189,,^ t s 'e p e $,LencaSalvador,a,t s e p e,e p s t
2177,LencaHonduras-92_sal-1,,LencaHonduras,92_sal,sepe,sepe,s e p e,,Constenla2005,1189,,^ s e p e $,LencaHonduras,a,s e p e,e p s
2178,Cacaopera-92_sal-1,,Cacaopera,92_sal,jabulu,jabulu,j a b u l u,,Constenla2005,1190,,^ j a b u l u $,Cacaopera,,y a b u l u,a b l u y
2179,Mayangna-92_sal-1,,Mayangna,92_sal,kuma,kuma,k u m a,,Constenla2005,1191,,^ k u m a $,Mayangna,b,k u m a,a k m u
2180,Ulwa-92_sal-1,,Ulwa,92_sal,kuma,kuma,k u m a,,Constenla2005,1191,,^ k u m a $,Ulwa,b,k u m a,a k m u
2181,Miskito-92_sal-1,,Miskito,92_sal,sal,sal,s a l,,Constenla2005,1192,,^ s a l $,Miskito,,s a l,a l s
2182,Pech-92_sal-1,,Pech,92_sal,tàk-è,tàk-è,t à/a k + è/e,,Constenla2005,1193,,^ t à k - è $,Pech,c,t a a k  e e, a e k t
2183,Rama-92_sal-1,,Rama,92_sal,tauli,tauli,t a u l i,,Constenla2005,1194,,^ t a u l i $,Rama,ch,t a u l i,a i l t u
2184,MalekuJaika-92_sal-1,,MalekuJaika,92_sal,ti: karu:,ti: karu:,t iː + k a r uː,,Constenla2005,1195,,^ t i: + k a r u: $,MalekuJaika,,t i  k a r u, a i k r t u
2185,Boruca-92_sal-1,,Boruca,92_sal,kí,kí,k í/i,,Constenla2005,1196,,^ k í $,Boruca,,k i i,i k
2186,Bribri-92_sal-1,,Bribri,92_sal,dadʒ-ɪ́,dadʒ-ɪ́,d a dʒ + ɪ́/ɪ,,Constenla2005,1193,,^ d a dʒ - ɪ́ $,Bribri,c,d a dZ  i i, a d dZ i
2187,Cabecar-92_sal-1,,Cabecar,92_sal,dadʒ-ɪ̀,dadʒ-ɪ̀,d a dʒ + ɪ̀/ɪ,,Constenla2005,1193,,^ d a dʒ - ɪ̀ $,Cabecar,c,d a dZ  i i, a d dZ i
2188,Teribe-92_sal-1,,Teribe,92_sal,dɺúŋ,dɺúŋ,d ɺ ú/u ŋ,,Constenla2005,1197,,^ d ɺ ú ŋ $,Teribe,,d L u u N,L N d u
2189,Ngabere-92_sal-1,,Ngabere,92_sal,mɾẽ,mɾẽ,m ɾ ẽ,,Constenla2005,1198,,^ m ɾ ẽ $,Ngabere,d,m r e*,e* m r
2190,Buglere-92_sal-1,,Buglere,92_sal,tʃo,tʃo,tʃ o,,Constenla2005,1194,,^ tʃ o $,Buglere,ch,tS o,o tS
2191,Dorasque-92_sal-1,,Dorasque,92_sal,báli,báli,b á/a l i,,Constenla2005,1198,,^ b á l i $,Dorasque,d,b a a l i,a b i l
2192,SanBlasKuna-92_sal-1,,SanBlasKuna,92_sal,palu,palu,p a l u,,Constenla2005,1198,,^ p a l u $,SanBlasKuna,d,p a l u,a l p u
2193,Cogui-92_sal-1,,Cogui,92_sal,nak-u,nak-u,n a k + u,,Constenla2005,1193,,^ n a k - u $,Cogui,c,n a k  u, a k n u
2194,Arhuaco-92_sal-1,,Arhuaco,92_sal,'nəgg-wɨ,'nəgg-wɨ,'n/n ə g + w ɨ,,Constenla2005,1193,,^ 'n ə gg - w ɨ $,Arhuaco,c,n 3 g  w 3, 3 g n w
2195,Malayo-92_sal-1,,Malayo,92_sal,nɨng-u,nɨng-u,n ɨ n g + u,,Constenla2005,1193,,^ n ɨ n g - u $,Malayo,c,n 3 n g  u, 3 g n u
2196,Chimila-92_sal-1,,Chimila,92_sal,'no:ʔmarinda,'no:ʔmarinda,'n/n oː ʔ m a r i n d a,,Constenla2005,1194,,^ 'n o: ʔ m a r i n d a $,Chimila,ch,n o 7 m a r i n d a,7 a d i m n o r
2197,Chibcha-92_sal-1,,Chibcha,92_sal,nɨg-ua,nɨg-ua,n ɨ g + u a,,Constenla2005,1193,,^ n ɨ g - u a $,Chibcha,c,n 3 g  u a, 3 a g n u
2198,CentralTunebo-92_sal-1,,CentralTunebo,92_sal,'ɾau-wa,'ɾau-wa,'ɾ/ɾ a u + w a,,Constenla2005,1193,,^ 'ɾ a u - w a $,CentralTunebo,c,r a u  w a, a r u w
2199,Bari-92_sal-1,,Bari,92_sal,sabi,sabi,s a b i,,Constenla2005,1189,,^ s a b i $,Bari,a,s a b i,a b i s
2200,LencaSalvador-93_sangre-1,,LencaSalvador,93_sangre,ala,ala,a l a,,Constenla2005,1199,,^ a l a $,LencaSalvador,a,a l a,a l
2201,LencaHonduras-93_sangre-1,,LencaHonduras,93_sangre,wek,wek,w e k,,Constenla2005,1200,,^ w e k $,LencaHonduras,,w e k,e k w
2202,Cacaopera-93_sangre-1,,Cacaopera,93_sangre,aru,aru,a r u,,Constenla2005,1199,,^ a r u $,Cacaopera,a,a r u,a r u
2203,Mayangna-93_sangre-1,,Mayangna,93_sangre,a:,a:,aː,,Constenla2005,1199,,^ a: $,Mayangna,a,a,a
2204,Ulwa-93_sangre-1,,Ulwa,93_sangre,a:was,a:was,aː w a s,,Constenla2005,1199,,^ a: w a s $,Ulwa,a,a w a s,a s w
2205,Miskito-93_sangre-1,,Miskito,93_sangre,tala,tala,t a l a,,Constenla2005,1201,,^ t a l a $,Miskito,,t a l a,a l t
2206,Pech-93_sangre-1,,Pech,93_sangre,ù:ɾì,ù:ɾì,ùː/uː ɾ ì/i,,Constenla2005,1202,,^ ù: ɾ ì $,Pech,,u u r i i,i r u
2207,Rama-93_sangre-1,,Rama,93_sangre,aiɾbi:,aiɾbi:,a i ɾ b iː,,Constenla2005,1203,,^ a i ɾ b i: $,Rama,b,a i r b i,a b i r
2208,MalekuJaika-93_sangre-1,,MalekuJaika,93_sangre,li:,li:,l iː,,Constenla2005,1204,,^ l i: $,MalekuJaika,,l i,i l
2209,Boruca-93_sangre-1,,Boruca,93_sangre,dʒìbí,dʒìbí,dʒ ì/i b í/i,,Constenla2005,1203,,^ dʒ ì b í $,Boruca,b,dZ i i b i i,b dZ i
2210,Bribri-93_sangre-1,,Bribri,93_sangre,apɪ̂,apɪ̂,a p ɪ̂/ɪ,,Constenla2005,1203,,^ a p ɪ̂ $,Bribri,b,a p i i,a i p
2211,Cabecar-93_sangre-1,,Cabecar,93_sangre,pí,pí,p í/i,,Constenla2005,1203,,^ p í $,Cabecar,b,p i i,i p
2212,Teribe-93_sangre-1,,Teribe,93_sangre,sɾɪ́ŋ,sɾɪ́ŋ,s ɾ ɪ́/ɪ ŋ,,Constenla2005,1205,,^ s ɾ ɪ́ ŋ $,Teribe,,s r i i N,N i r s
2213,Ngabere-93_sangre-1,,Ngabere,93_sangre,dɔɾi,dɔɾi,d ɔ ɾ i,,Constenla2005,1206,,^ d ɔ ɾ i $,Ngabere,,d o r i,d i o r
2214,Buglere-93_sangre-1,,Buglere,93_sangre,be,be,b e,,Constenla2005,1203,,^ b e $,Buglere,b,b e,b e
2215,Dorasque-93_sangre-1,,Dorasque,93_sangre,havé,havé,h a v é/e,,Constenla2005,1203,,^ h a v é $,Dorasque,b,h a v e e,a e h v
2216,SanBlasKuna-93_sangre-1,,SanBlasKuna,93_sangre,ape,ape,a p e,,Constenla2005,1203,,^ a p e $,SanBlasKuna,b,a p e,a e p
2217,Cogui-93_sangre-1,,Cogui,93_sangre,'abi,'abi,'a/a b i,,Constenla2005,1203,,^ 'a b i $,Cogui,b,a b i,a b i
2218,Arhuaco-93_sangre-1,,Arhuaco,93_sangre,dʒwa,dʒwa,dʒ w a,,Constenla2005,1207,,^ dʒ w a $,Arhuaco,,dZ w a,a dZ w
2219,Malayo-93_sangre-1,,Malayo,93_sangre,ɨma,ɨma,ɨ m a,,Constenla2005,1203,,^ ɨ m a $,Malayo,b,3 m a,3 a m
2220,Chimila-93_sangre-1,,Chimila,93_sangre,'eŋŋaʔ,'eŋŋaʔ,'e/e ŋ a ʔ,,Constenla2005,1208,,^ 'e ŋŋ a ʔ $,Chimila,,e N a 7,7 N a e
2221,Chibcha-93_sangre-1,,Chibcha,93_sangre,ba,ba,b a,,Constenla2005,1203,,^ b a $,Chibcha,b,b a,a b
2222,CentralTunebo-93_sangre-1,,CentralTunebo,93_sangre,'aba,'aba,'a/a b a,,Constenla2005,1203,,^ 'a b a $,CentralTunebo,b,a b a,a b
2223,Bari-93_sangre-1,,Bari,93_sangre,a:bi,a:bi,aː b i,,Constenla2005,1203,,^ a: b i $,Bari,b,a b i,a b i
2224,LencaSalvador-94_seco-1,,LencaSalvador,94_seco,tina,tina,t i n a,,Constenla2005,1209,,^ t i n a $,LencaSalvador,a,t i n a,a i n t
2225,LencaHonduras-94_seco-1,,LencaHonduras,94_seco,sawa,sawa,s a w a,,Constenla2005,1210,,^ s a w a $,LencaHonduras,b,s a w a,a s w
2226,Cacaopera-94_seco-1,,Cacaopera,94_seco,sama,sama,s a m a,,Constenla2005,1210,,^ s a m a $,Cacaopera,b,s a m a,a m s
2227,Mayangna-94_seco-1,,Mayangna,94_seco,buhni,buhni,b u h n i,,Constenla2005,1211,,^ b u h n i $,Mayangna,c,b u h n i,b h i n u
2228,Ulwa-94_seco-1,,Ulwa,94_seco,buhka,buhka,b u h k a,,Constenla2005,1211,,^ b u h k a $,Ulwa,c,b u h k a,a b h k u
2229,Miskito-94_seco-1,,Miskito,94_seco,lawan,lawan,l a w a n,,Constenla2005,1212,,^ l a w a n $,Miskito,,l a w a n,a l n w
2230,Pech-94_seco-1,,Pech,94_seco,a:ɾá:ni,a:ɾá:ni,aː ɾ áː/aː n i,,Constenla2005,1213,,^ a: ɾ á: n i $,Pech,,a r a a n i,a i n r
2231,Rama-94_seco-1,,Rama,94_seco,plu:sba,plu:sba,p l uː s b a,,Constenla2005,1214,,^ p l u: s b a $,Rama,ch,p l u s b a,a b l p s u
2232,MalekuJaika-94_seco-1,,MalekuJaika,94_seco,tiɬa:-xa,tiɬa:-xa,t i ɬ aː + x a,,Constenla2005,1209,,^ t i ɬ a: - x a $,MalekuJaika,a,t i L a  x a, L a i t x
2233,Boruca-94_seco-1,,Boruca,94_seco,tskènká,tskènká,t s k è/e n k á/a,,Constenla2005,1215,,^ t s k è n k á $,Boruca,,t s k e e n k a a,a e k n s t
2234,Bribri-94_seco-1,,Bribri,94_seco,pôppǒ,pôppǒ,p ô/o p ǒ/o,,Constenla2005,1216,,^ p ô pp ǒ $,Bribri,d,p o o p o o,o p
2235,Cabecar-94_seco-1,,Cabecar,94_seco,pó,pó,p ó/o,,Constenla2005,1216,,^ p ó $,Cabecar,d,p o o,o p
2236,Teribe-94_seco-1,,Teribe,94_seco,idógɺo,idógɺo,i d ó/o g ɺ o,,Constenla2005,1217,,^ i d ó g ɺ o $,Teribe,,i d o o g L o,L d g i o
2237,Ngabere-94_seco-1,,Ngabere,94_seco,nɣta-ɾe,nɣta-ɾe,n ɣ t a + ɾ e,,Constenla2005,1209,,^ n ɣ t a - ɾ e $,Ngabere,a,n x t a  r e, a e n r t x
2238,Buglere-94_seco-1,,Buglere,94_seco,ulen,ulen,u l e n,,Constenla2005,1218,,^ u l e n $,Buglere,,u l e n,e l n u
2239,Dorasque-94_seco-1,,Dorasque,94_seco,tolótkal,tolótkal,t o l ó/o t k a l,,Constenla2005,1219,,^ t o l ó t k a l $,Dorasque,,t o l o o t k a l,a k l o t
2240,SanBlasKuna-94_seco-1,,SanBlasKuna,94_seco,tinna,tinna,t i n a,,Constenla2005,1209,,^ t i nn a $,SanBlasKuna,a,t i n a,a i n t
2241,Cogui-94_seco-1,,Cogui,94_seco,aluhu'e,aluhu'e,a l u h u 'e/e,,Constenla2005,1220,,^ a l u h u 'e $,Cogui,,a l u h u e,a e h l u
2242,Arhuaco-94_seco-1,,Arhuaco,94_seco,'dʒomɨ,'dʒomɨ,'d/d ʒ o m ɨ,,Constenla2005,1221,,^ 'd ʒ o m ɨ $,Arhuaco,,d Z o m 3,3 Z d m o
2243,Malayo-94_seco-1,,Malayo,94_seco,ʒita,ʒita,ʒ i t a,,Constenla2005,1209,,^ ʒ i t a $,Malayo,a,Z i t a,Z a i t
2244,Chimila-94_seco-1,,Chimila,94_seco,bɾo:nta,bɾo:nta,b ɾ oː n t a,,Constenla2005,1214,,^ b ɾ o: n t a $,Chimila,ch,b r o n t a,a b n o r t
2245,Chibcha-94_seco-1,,Chibcha,94_seco,βutʲua,βutʲua,β u tʲ u a,,Constenla2005,1214,,^ β u tʲ u a $,Chibcha,ch,b u ty~ u a,a b ty~ u
2246,CentralTunebo-94_seco-1,,CentralTunebo,94_seco,buɾ-a'-buɾ-a,buɾ-a'-buɾ-a,b u ɾ + 'a/a + b u ɾ + a,,Constenla2005,1214,,^ b u ɾ - a' - b u ɾ - a $,CentralTunebo,ch,b u r  a  b u r  a, a b r u
2247,Bari-94_seco-1,,Bari,94_seco,bunũnĩ,bunũnĩ,b u n ũ n ĩ,,Constenla2005,1214,,^ b u n ũ n ĩ $,Bari,ch,b u n u* n i*,b i* n u u*
2248,LencaSalvador-95_serpiente-1,,LencaSalvador,95_serpiente,amap,amap,a m a p,,Constenla2005,1222,,^ a m a p $,LencaSalvador,,a m a p,a m p
2249,LencaHonduras-95_serpiente-1,,LencaHonduras,95_serpiente,salala,salala,s a l a l a,,Constenla2005,1223,,^ s a l a l a $,LencaHonduras,a,s a l a l a,a l s
2250,Cacaopera-95_serpiente-1,,Cacaopera,95_serpiente,jara,jara,j a r a,,Constenla2005,1224,,^ j a r a $,Cacaopera,,y a r a,a r y
2251,Mayangna-95_serpiente-1,,Mayangna,95_serpiente,bil,bil,b i l,,Constenla2005,1225,,^ b i l $,Mayangna,,b i l,b i l
2252,Ulwa-95_serpiente-1,,Ulwa,95_serpiente,di:muih,di:muih,d iː m u i h,,Constenla2005,1226,,^ d i: m u i h $,Ulwa,,d i m u i h,d h i m u
2253,Miskito-95_serpiente-1,,Miskito,95_serpiente,pjẽta,pjẽta,p j ẽ t a,,Constenla2005,1227,,^ p j ẽ t a $,Miskito,,p y e* t a,a e* p t y
2254,Pech-95_serpiente-1,,Pech,95_serpiente,ìs,ìs,ì/i s,,Constenla2005,1228,,^ ì s $,Pech,,i i s,i s
2255,Rama-95_serpiente-1,,Rama,95_serpiente,a:lbut,a:lbut,aː l b u t,,Constenla2005,1229,,^ a: l b u t $,Rama,,a l b u t,a b l t u
2256,MalekuJaika-95_serpiente-1,,MalekuJaika,95_serpiente,ɬala:ki,ɬala:ki,ɬ a l aː k i,,Constenla2005,1223,,^ ɬ a l a: k i $,MalekuJaika,a,L a l a k i,L a i k l
2257,Boruca-95_serpiente-1,,Boruca,95_serpiente,tèbèk,tèbèk,t è/e b è/e k,,Constenla2005,1230,,^ t è b è k $,Boruca,b,t e e b e e k,b e k t
2258,Bribri-95_serpiente-1,,Bribri,95_serpiente,tkabɪ́,tkabɪ́,t k a b ɪ́/ɪ,,Constenla2005,1230,,^ t k a b ɪ́ $,Bribri,b,t k a b i i,a b i k t
2259,Cabecar-95_serpiente-1,,Cabecar,95_serpiente,tkabɪ̀,tkabɪ̀,t k a b ɪ̀/ɪ,,Constenla2005,1230,,^ t k a b ɪ̀ $,Cabecar,b,t k a b i i,a b i k t
2260,Teribe-95_serpiente-1,,Teribe,95_serpiente,bugúɾ,bugúɾ,b u g ú/u ɾ,,Constenla2005,1231,,^ b u g ú ɾ $,Teribe,,b u g u u r,b g r u
2261,Ngabere-95_serpiente-1,,Ngabere,95_serpiente,itʃa,itʃa,i tʃ a,,Constenla2005,1232,,^ i tʃ a $,Ngabere,,i tS a,a i tS
2262,Buglere-95_serpiente-1,,Buglere,95_serpiente,hoɾisi,hoɾisi,h o ɾ i s i,,Constenla2005,1233,,^ h o ɾ i s i $,Buglere,,h o r i s i,h i o r s
2263,Dorasque-95_serpiente-1,,Dorasque,95_serpiente,buli,buli,b u l i,,Constenla2005,1234,,^ b u l i $,Dorasque,,b u l i,b i l u
2264,SanBlasKuna-95_serpiente-1,,SanBlasKuna,95_serpiente,nakpe,nakpe,n a k p e,,Constenla2005,1230,,^ n a k p e $,SanBlasKuna,b,n a k p e,a e k n p
2265,Cogui-95_serpiente-1,,Cogui,95_serpiente,'tagbi,'tagbi,'t/t a g b i,,Constenla2005,1230,,^ 't a g b i $,Cogui,b,t a g b i,a b g i t
2266,Arhuaco-95_serpiente-1,,Arhuaco,95_serpiente,gwi'omɨ,gwi'omɨ,g w i 'o/o m ɨ,,Constenla2005,1235,,^ g w i 'o m ɨ $,Arhuaco,c,g w i o m 3,3 g i m o w
2267,Malayo-95_serpiente-1,,Malayo,95_serpiente,guma,guma,g u m a,,Constenla2005,1235,,^ g u m a $,Malayo,c,g u m a,a g m u
2268,Chimila-95_serpiente-1,,Chimila,95_serpiente,'mannuʔ,'mannuʔ,'m/m a n u ʔ,,Constenla2005,1236,,^ 'm a nn u ʔ $,Chimila,ch,m a n u 7,7 a m n u
2269,Chibcha-95_serpiente-1,,Chibcha,95_serpiente,mɨso,mɨso,m ɨ s o,,Constenla2005,1236,,^ m ɨ s o $,Chibcha,ch,m 3 s o,3 m o s
2270,Bari-95_serpiente-1,,Bari,95_serpiente,tidu,tidu,t i d u,,Constenla2005,1237,,^ t i d u $,Bari,,t i d u,d i t u
2271,CentralTunebo-95_serpiente-1,,CentralTunebo,95_serpiente,kumoɾo'a,kumoɾo'a,k u m o ɾ o 'a/a,,Constenla2005,1238,,^ k u m o ɾ o 'a $,CentralTunebo,,k u m o r o a,a k m o r u
2272,LencaSalvador-96_sol-1,,LencaSalvador,96_sol,jaʃa,jaʃa,j a ʃ a,,Constenla2005,1239,,^ j a ʃ a $,LencaSalvador,,y a S a,S a y
2273,LencaHonduras-96_sol-1,,LencaHonduras,96_sol,ka-si,ka-si,k a + s i,,Constenla2005,1240,,^ k a - s i $,LencaHonduras,a,k a  s i, a i k s
2274,Cacaopera-96_sol-1,,Cacaopera,96_sol,lan,lan,l a n,,Constenla2005,1241,,^ l a n $,Cacaopera,,l a n,a l n
2275,Mayangna-96_sol-1,,Mayangna,96_sol,ma,ma,m a,,Constenla2005,1242,,^ m a $,Mayangna,b,m a,a m
2276,Ulwa-96_sol-1,,Ulwa,96_sol,ma,ma,m a,,Constenla2005,1242,,^ m a $,Ulwa,b,m a,a m
2277,Miskito-96_sol-1,,Miskito,96_sol,ju,ju,j u,,Constenla2005,1243,,^ j u $,Miskito,,y u,u y
2278,Pech-96_sol-1,,Pech,96_sol,ã̀:,ã̀:,ã̀ː/ãː,,Constenla2005,1240,,^ ã̀: $,Pech,a,a* a*,a*
2279,Rama-96_sol-1,,Rama,96_sol,alka,alka,a l k a,,Constenla2005,1244,,^ a l k a $,Rama,,a l k a,a k l
2280,MalekuJaika-96_sol-1,,MalekuJaika,96_sol,to:xi,to:xi,t oː x i,,Constenla2005,1245,,^ t o: x i $,MalekuJaika,c,t o x i,i o t x
2281,Boruca-96_sol-1,,Boruca,96_sol,kà-k,kà-k,k à/a + k,,Constenla2005,1240,,^ k à - k $,Boruca,a,k a a  k, a k
2282,Bribri-96_sol-1,,Bribri,96_sol,dí-uʊ̀,dí-uʊ̀,d í/i + u ʊ̀/ʊ,,Constenla2005,1246,,^ d í - u ʊ̀ $,Bribri,ch,d i i  u u u, d i u
2283,Cabecar-96_sol-1,,Cabecar,96_sol,kã-úʊ́,kã-úʊ́,k ã + ú/u ʊ́/ʊ,,Constenla2005,1240,,^ k ã - ú ʊ́ $,Cabecar,a,k a*  u u u u, a* k u
2284,Teribe-96_sol-1,,Teribe,96_sol,dɺò,dɺò,d ɺ ò/o,,Constenla2005,1247,,^ d ɺ ò $,Teribe,,d L o o,L d o
2285,Ngabere-96_sol-1,,Ngabere,96_sol,ɲɔnɔ,ɲɔnɔ,ɲ ɔ n ɔ,,Constenla2005,1248,,^ ɲ ɔ n ɔ $,Ngabere,,5 o n o,5 n o
2286,Buglere-96_sol-1,,Buglere,96_sol,tʃwi,tʃwi,tʃ w i,,Constenla2005,1245,,^ tʃ w i $,Buglere,c,tS w i,i tS w
2287,Dorasque-96_sol-1,,Dorasque,96_sol,kerél,kerél,k e r é/e l,,Constenla2005,1249,,^ k e r é l $,Dorasque,,k e r e e l,e k l r
2288,SanBlasKuna-96_sol-1,,SanBlasKuna,96_sol,ta-ta,ta-ta,t a + t a,,Constenla2005,1250,,^ t a - t a $,SanBlasKuna,d,t a  t a, a t
2289,Cogui-96_sol-1,,Cogui,96_sol,'niui,'niui,'n/n i u i,,Constenla2005,1245,,^ 'n i u i $,Cogui,c,n i u i,i n u
2290,Arhuaco-96_sol-1,,Arhuaco,96_sol,dʒwi,dʒwi,dʒ w i,,Constenla2005,1245,,^ dʒ w i $,Arhuaco,c,dZ w i,dZ i w
2291,Malayo-96_sol-1,,Malayo,96_sol,'dʒui,'dʒui,'d/d ʒ u i,,Constenla2005,1245,,^ 'd ʒ u i $,Malayo,c,d Z u i,Z d i u
2292,Chimila-96_sol-1,,Chimila,96_sol,'di-ŋŋaʔ,'di-ŋŋaʔ,'d/d i + ŋ a ʔ,,Constenla2005,1246,,^ 'd i - ŋŋ a ʔ $,Chimila,ch,d i  N a 7, 7 N a d i
2293,Chibcha-96_sol-1,,Chibcha,96_sol,sua,sua,s u a,,Constenla2005,1245,,^ s u a $,Chibcha,c,s u a,a s u
2294,CentralTunebo-96_sol-1,,CentralTunebo,96_sol,'ra-ʔsa,'ra-ʔsa,'r/r a + ʔ s a,,Constenla2005,1250,,^ 'r a - ʔ s a $,CentralTunebo,d,r a  7 s a, 7 a r s
2295,Bari-96_sol-1,,Bari,96_sol,ni-a:,ni-a:,n i + aː,,Constenla2005,1246,,^ n i - a: $,Bari,ch,n i  a, a i n
2296,LencaSalvador-97_tetas-1,,LencaSalvador,97_tetas,ts'ukiN,ts'ukiN,t s 'u/u k i n,,Constenla2005,1251,,^ t s 'u k i N $,LencaSalvador,a,t s u k i n,i k n s t u
2297,LencaHonduras-97_tetas-1,,LencaHonduras,97_tetas,palaN,palaN,p a l a n,,Constenla2005,1252,,^ p a l a N $,LencaHonduras,,p a l a n,a l n p
2298,Cacaopera-97_tetas-1,,Cacaopera,97_tetas,sum,sum,s u m,,Constenla2005,1251,,^ s u m $,Cacaopera,a,s u m,m s u
2299,Mayangna-97_tetas-1,,Mayangna,97_tetas,ta,ta,t a,,Constenla2005,1253,,^ t a $,Mayangna,b,t a,a t
2300,Ulwa-97_tetas-1,,Ulwa,97_tetas,ta,ta,t a,,Constenla2005,1253,,^ t a $,Ulwa,b,t a,a t
2301,Miskito-97_tetas-1,,Miskito,97_tetas,tjalka,tjalka,t j a l k a,,Constenla2005,1253,,^ t j a l k a $,Miskito,b,t y a l k a,a k l t y
2302,Pech-97_tetas-1,,Pech,97_tetas,tútú,tútú,t ú/u t ú/u,,Constenla2005,1251,,^ t ú t ú $,Pech,a,t u u t u u,t u
2303,Rama-97_tetas-1,,Rama,97_tetas,ka:ŋali:,ka:ŋali:,k aː ŋ a l iː,,Constenla2005,1254,,^ k a: ŋ a l i: $,Rama,c,k a N a l i,N a i k l
2304,MalekuJaika-97_tetas-1,,MalekuJaika,97_tetas,ko:ɾi,ko:ɾi,k oː ɾ i,,Constenla2005,1254,,^ k o: ɾ i $,MalekuJaika,c,k o r i,i k o r
2305,Boruca-97_tetas-1,,Boruca,97_tetas,kàʔ,kàʔ,k à/a ʔ,,Constenla2005,1254,,^ k à ʔ $,Boruca,c,k a a 7,7 a k
2306,Bribri-97_tetas-1,,Bribri,97_tetas,tsǔʔ,tsǔʔ,t s ǔ/u ʔ,,Constenla2005,1251,,^ t s ǔ ʔ $,Bribri,a,t s u u 7,7 s t u
2307,Cabecar-97_tetas-1,,Cabecar,97_tetas,tsú,tsú,t s ú/u,,Constenla2005,1251,,^ t s ú $,Cabecar,a,t s u u,s t u
2308,Teribe-97_tetas-1,,Teribe,97_tetas,nókuò,nókuò,n ó/o k u ò/o,,Constenla2005,1255,,^ n ó k u ò $,Teribe,ch,n o o k u o o,k n o u
2309,Ngabere-97_tetas-1,,Ngabere,97_tetas,kẽã,kẽã,k ẽ ã,,Constenla2005,1256,,^ k ẽ ã $,Ngabere,,k e* a*,a* e* k
2310,Buglere-97_tetas-1,,Buglere,97_tetas,tusú,tusú,t u s ú/u,,Constenla2005,1251,,^ t u s ú $,Buglere,a,t u s u u,s t u
2311,Dorasque-97_tetas-1,,Dorasque,97_tetas,nõ,nõ,n õ,,Constenla2005,1255,,^ n õ $,Dorasque,ch,n o*,n o*
2312,SanBlasKuna-97_tetas-1,,SanBlasKuna,97_tetas,nu:,nu:,n uː,,Constenla2005,1251,,^ n u: $,SanBlasKuna,a,n u,n u
2313,Cogui-97_tetas-1,,Cogui,97_tetas,su'mi,su'mi,s u 'm/m i,,Constenla2005,1251,,^ s u 'm i $,Cogui,a,s u m i,i m s u
2314,Arhuaco-97_tetas-1,,Arhuaco,97_tetas,tu,tu,t u,,Constenla2005,1251,,^ t u $,Arhuaco,a,t u,t u
2315,Malayo-97_tetas-1,,Malayo,97_tetas,'tudu,'tudu,'t/t u d u,,Constenla2005,1251,,^ 't u d u $,Malayo,a,t u d u,d t u
2316,Chimila-97_tetas-1,,Chimila,97_tetas,ka:ʔ,ka:ʔ,k aː ʔ,,Constenla2005,1254,,^ k a: ʔ $,Chimila,c,k a 7,7 a k
2317,Chibcha-97_tetas-1,,Chibcha,97_tetas,tʲue,tʲue,tʲ u e,,Constenla2005,1251,,^ tʲ u e $,Chibcha,a,ty~ u e,e ty~ u
2318,CentralTunebo-97_tetas-1,,CentralTunebo,97_tetas,su'ta,su'ta,s u 't/t a,,Constenla2005,1251,,^ s u 't a $,CentralTunebo,a,s u t a,a s t u
2319,Bari-97_tetas-1,,Bari,97_tetas,tu,tu,t u,,Constenla2005,1251,,^ t u $,Bari,a,t u,t u
2320,LencaSalvador-98_tierra-1,,LencaSalvador,98_tierra,omoN,omoN,o m o n,,Constenla2005,1257,,^ o m o N $,LencaSalvador,,o m o n,m n o
2321,LencaHonduras-98_tierra-1,,LencaHonduras,98_tierra,lum,lum,l u m,,Constenla2005,1258,,^ l u m $,LencaHonduras,a,l u m,l m u
2322,Cacaopera-98_tierra-1,,Cacaopera,98_tierra,duru,duru,d u r u,,Constenla2005,1258,,^ d u r u $,Cacaopera,a,d u r u,d r u
2323,Mayangna-98_tierra-1,,Mayangna,98_tierra,saw,saw,s a w,,Constenla2005,1259,,^ s a w $,Mayangna,b,s a w,a s w
2324,Ulwa-98_tierra-1,,Ulwa,98_tierra,saw,saw,s a w,,Constenla2005,1259,,^ s a w $,Ulwa,b,s a w,a s w
