,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AlternativeTranscription,asjp_forms,asjp_segs
153,MiddleJapanese-157_mother-1,,MiddleJapanese,157_mother,haha,haha,h a h a,,Muromachijidaigo2001,,,^ h a h a $,default,haha,h a h a,a h
154,MiddleJapanese-158_woodsforest-1,,MiddleJapanese,158_woodsforest,hajaʃi,hajaʃi,h a j a ʃ i,,Muromachijidaigo2001,,,^ h a j a ʃ i $,default,hajaʃi,h a y a S i,S a h i y
155,MiddleJapanese-159_belly-1,,MiddleJapanese,159_belly,hara,hara,h a r a,,Muromachijidaigo2001,,,^ h a r a $,default,hara,h a r a,a h r
156,MiddleJapanese-160_intestines-1,,MiddleJapanese,160_intestines,harawata,harawata,h a r a w a t a,,Muromachijidaigo2001,,,^ h a r a w a t a $,default,harawata,h a r a w a t a,a h r t w
157,MiddleJapanese-161_needle-1,,MiddleJapanese,161_needle,hari,hari,h a r i,,Muromachijidaigo2001,,,^ h a r i $,default,hari,h a r i,a h i r
158,MiddleJapanese-162_fire-1,,MiddleJapanese,162_fire,çi,çi,ç i,,Muromachijidaigo2001,,,^ ç i $,default,çi,S i,S i
159,MiddleJapanese-163_left-1,,MiddleJapanese,163_left,çidari,çidari,ç i d a r i,,Muromachijidaigo2001,,,^ ç i d a r i $,default,çidari,S i d a r i,S a d i r
160,MiddleJapanese-164_personhumanbeing-1,,MiddleJapanese,164_personhumanbeing,çito,çito,ç i t o,,Muromachijidaigo2001,,,^ ç i t o $,default,çito,S i t o,S i o t
161,MiddleJapanese-165_one-1,,MiddleJapanese,165_one,çitotsu,çitotsu,ç i t o ts u,,Muromachijidaigo2001,,,^ ç i t o ts u $,default,çitotsu,S i t o ts u,S i o t ts u
162,MiddleJapanese-166_onehundred-1,,MiddleJapanese,166_onehundred,çaku,çaku,ç a k u,,Muromachijidaigo2001,,,^ ç a k u $,default,çaku,S a k u,S a k u
163,MiddleJapanese-167_toopenuncover-1,,MiddleJapanese,167_toopenuncover,çiraku,çiraku,ç i r a k u,,Muromachijidaigo2001,,,^ ç i r a k u $,default,çiraku,S i r a k u,S a i k r u
164,MiddleJapanese-168_day-1,,MiddleJapanese,168_day,çiru,çiru,ç i r u,,Muromachijidaigo2001,,,^ ç i r u $,default,çiru,S i r u,S i r u
165,MiddleJapanese-169_wide-1,,MiddleJapanese,169_wide,çiroʃi,çiroʃi,ç i r o ʃ i,,Muromachijidaigo2001,,,^ ç i r o ʃ i $,default,çiroʃi,S i r o S i,S i o r
166,MiddleJapanese-170_toblow-1,,MiddleJapanese,170_toblow,Fuku,Fuku,β u k u,,Muromachijidaigo2001,,,^ F u k u $,default,Fuku,b u k u,b k u
167,MiddleJapanese-171_thatchroof-1,,MiddleJapanese,171_thatchroof,Fuku,Fuku,β u k u,,Muromachijidaigo2001,,,^ F u k u $,default,Fuku,b u k u,b k u
168,MiddleJapanese-172_toswell-1,,MiddleJapanese,172_toswell,Fukuragu,Fukuragu,β u k u r a g u,,Muromachijidaigo2001,,,^ F u k u r a g u $,default,Fukuragu,b u k u r a g u,a b g k r u
169,MiddleJapanese-173_two-1,,MiddleJapanese,173_two,Futatsu,Futatsu,β u t a ts u,,Muromachijidaigo2001,,,^ F u t a ts u $,default,Futatsu,b u t a ts u,a b t ts u
170,MiddleJapanese-174_old-1,,MiddleJapanese,174_old,Furuʃi,Furuʃi,β u r u ʃ i,,Muromachijidaigo2001,,,^ F u r u ʃ i $,default,Furuʃi,b u r u S i,S b i r u
171,MiddleJapanese-175_snake-1,,MiddleJapanese,175_snake,hebi,hebi,h e b i,,Muromachijidaigo2001,,,^ h e b i $,default,hebi,h e b i,b e h i
172,MiddleJapanese-176_stickwood-1,,MiddleJapanese,176_stickwood,bau,bau,b a u,,Muromachijidaigo2001,,,^ b a u $,default,bau,b a u,a b u
173,MiddleJapanese-177_other-1,,MiddleJapanese,177_other,hoka,hoka,h o k a,,Muromachijidaigo2001,,,^ h o k a $,default,hoka,h o k a,a h k o
174,MiddleJapanese-178_dust-1,,MiddleJapanese,178_dust,hokori,hokori,h o k o r i,,Muromachijidaigo2001,,,^ h o k o r i $,default,hokori,h o k o r i,h i k o r
175,MiddleJapanese-179_star-1,,MiddleJapanese,179_star,hoʃi,hoʃi,h o ʃ i,,Muromachijidaigo2001,,,^ h o ʃ i $,default,hoʃi,h o S i,S h i o
176,MiddleJapanese-180_bone-1,,MiddleJapanese,180_bone,hone,hone,h o n e,,Muromachijidaigo2001,,,^ h o n e $,default,hone,h o n e,e h n o
177,MiddleJapanese-181_todig-1,,MiddleJapanese,181_todig,horu,horu,h o r u,,Muromachijidaigo2001,,,^ h o r u $,default,horu,h o r u,h o r u
178,MiddleJapanese-182_correcttrue-1,,MiddleJapanese,182_correcttrue,makoto,makoto,m a k o t o,,Muromachijidaigo2001,,,^ m a k o t o $,default,makoto,m a k o t o,a k m o t
179,MiddleJapanese-183_toturn-1,,MiddleJapanese,183_toturn,magaru,magaru,m a g a r u,,Muromachijidaigo2001,,,^ m a g a r u $,default,magaru,m a g a r u,a g m r u
180,MiddleJapanese-184_fruit-1,,MiddleJapanese,184_fruit,mi,mi,m i,,Muromachijidaigo2001,,,^ m i $,default,mi,m i,i m
181,MiddleJapanese-185_right-1,,MiddleJapanese,185_right,migi,migi,m i g i,,Muromachijidaigo2001,,,^ m i g i $,default,migi,m i g i,g i m
182,MiddleJapanese-186_short-1,,MiddleJapanese,186_short,midʒikaʃi,midʒikaʃi,m i dʒ i k a ʃ i,,Muromachijidaigo2001,,,^ m i dʒ i k a ʃ i $,default,midʒikaʃi,m i dZ i k a S i,S a dZ i k m
183,MiddleJapanese-187_water-1,,MiddleJapanese,187_water,midzu,midzu,m i d z u,,Muromachijidaigo2001,,,^ m i d z u $,default,midzu,m i d z u,d i m u z
184,MiddleJapanese-188_lake-1,,MiddleJapanese,188_lake,midzuumi,midzuumi,m i d z uː m i,,Muromachijidaigo2001,,,^ m i d z uu m i $,default,midzuumi,m i d z u m i,d i m u z
185,MiddleJapanese-189_roadpath-1,,MiddleJapanese,189_roadpath,mitʃi,mitʃi,m i tʃ i,,Muromachijidaigo2001,,,^ m i tʃ i $,default,mitʃi,m i tS i,i m tS
186,MiddleJapanese-190_three-1,,MiddleJapanese,190_three,mitsu,mitsu,m i ts u,,Muromachijidaigo2001,,,^ m i ts u $,default,mitsu,m i ts u,i m ts u
187,MiddleJapanese-191_ear-1,,MiddleJapanese,191_ear,mimi,mimi,m i m i,,Muromachijidaigo2001,,,^ m i m i $,default,mimi,m i m i,i m
188,MiddleJapanese-192_wormearthworm-1,,MiddleJapanese,192_wormearthworm,mimidzu,mimidzu,m i m i d z u,,Muromachijidaigo2001,,,^ m i m i d z u $,default,mimidzu,m i m i d z u,d i m u z
189,MiddleJapanese-193_tosee-1,,MiddleJapanese,193_tosee,miru,miru,m i r u,,Muromachijidaigo2001,,,^ m i r u $,default,miru,m i r u,i m r u
190,MiddleJapanese-194_all-1,,MiddleJapanese,194_all,miɴna,miɴna,m i ɴ n a,,Muromachijidaigo2001,,,^ m i ɴ n a $,default,miɴna,m i N n a,N a i m n
191,MiddleJapanese-195_totieupfasten-1,,MiddleJapanese,195_totieupfasten,musubu,musubu,m u s u b u,,Muromachijidaigo2001,,,^ m u s u b u $,default,musubu,m u s u b u,b m s u
192,MiddleJapanese-196_six-1,,MiddleJapanese,196_six,mutsu,mutsu,m u ts u,,Muromachijidaigo2001,,,^ m u ts u $,default,mutsu,m u ts u,m ts u
193,MiddleJapanese-197_breast-1,,MiddleJapanese,197_breast,mune,mune,m u n e,,Muromachijidaigo2001,,,^ m u n e $,default,mune,m u n e,e m n u
194,MiddleJapanese-198_eye-1,,MiddleJapanese,198_eye,me,me,m e,,Muromachijidaigo2001,,,^ m e $,default,me,m e,e m
195,MiddleJapanese-199_if-1,,MiddleJapanese,199_if,moʃi,moʃi,m o ʃ i,,Muromachijidaigo2001,,,^ m o ʃ i $,default,moʃi,m o S i,S i m o
196,MiddleJapanese-200_tohold-1,,MiddleJapanese,200_tohold,motsu,motsu,m o ts u,,Muromachijidaigo2001,,,^ m o ts u $,default,motsu,m o ts u,m o ts u
197,MiddleJapanese-201_toburn-1,,MiddleJapanese,201_toburn,jaku,jaku,j a k u,,Muromachijidaigo2001,,,^ j a k u $,default,jaku,y a k u,a k u y
198,MiddleJapanese-202_eight-1,,MiddleJapanese,202_eight,jatsu,jatsu,j a ts u,,Muromachijidaigo2001,,,^ j a ts u $,default,jatsu,y a ts u,a ts u y
199,MiddleJapanese-203_todream-1,,MiddleJapanese,203_todream,jumemiru,jumemiru,j u m e m i r u,,Muromachijidaigo2001,,,^ j u m e m i r u $,default,jumemiru,y u m e m i r u,e i m r u y
200,MiddleJapanese-204_good-1,,MiddleJapanese,204_good,joʃi,joʃi,j o ʃ i,,Muromachijidaigo2001,,,^ j o ʃ i $,default,joʃi,y o S i,S i o y
201,MiddleJapanese-205_four-1,,MiddleJapanese,205_four,jotsu,jotsu,j o ts u,,Muromachijidaigo2001,,,^ j o ts u $,default,jotsu,y o ts u,o ts u y
202,MiddleJapanese-206_night-1,,MiddleJapanese,206_night,joru,joru,j o r u,,Muromachijidaigo2001,,,^ j o r u $,default,joru,y o r u,o r u y
203,MiddleJapanese-207_tocook-1,,MiddleJapanese,207_tocook,iru,iru,i r u,,Muromachijidaigo2001,,,^ i r u $,default,iru,i r u,i r u
204,MiddleJapanese-208_i-1,,MiddleJapanese,208_i,ware,ware,w a r e,,Muromachijidaigo2001,,,^ w a r e $,default,ware,w a r e,a e r w
205,MiddleJapanese-209_we-1,,MiddleJapanese,209_we,wareware,wareware,w a r e w a r e,,Muromachijidaigo2001,,,^ w a r e w a r e $,default,wareware,w a r e w a r e,a e r w
206,MiddleJapanese-210_tolaugh-1,,MiddleJapanese,210_tolaugh,waraFu,waraFu,w a r a β u,,Muromachijidaigo2001,,,^ w a r a F u $,default,waraFu,w a r a b u,a b r u w
207,MiddleJapanese-211_badevil-1,,MiddleJapanese,211_badevil,waruʃi,waruʃi,w a r u ʃ i,,Muromachijidaigo2001,,,^ w a r u ʃ i $,default,waruʃi,w a r u S i,S a i r u w
208,OldJapanese-1_green-1,,OldJapanese,1_green,awoʃi,awoʃi,a w o ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a w o ʃ i $,default,awosi,a w o S i,S a i o w
209,OldJapanese-2_red-1,,OldJapanese,2_red,akaʃi,akaʃi,a k a ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a k a ʃ i $,default,akasi,a k a S i,S a i k
210,OldJapanese-4_legfoot-1,,OldJapanese,4_legfoot,aʃi,aʃi,a ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a ʃ i $,default,aʃi,a S i,S a i
211,OldJapanese-5_head-1,,OldJapanese,5_head,kaʃira,kaʃira,k a ʃ i r a,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a ʃ i r a $,default,kasira,k a S i r a,S a i k r
212,OldJapanese-6_new-1,,OldJapanese,6_new,ataraʃi,ataraʃi,a t a r a ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a t a r a ʃ i $,default,ataraʃi,a t a r a S i,S a i r t
213,OldJapanese-7_thick-1,,OldJapanese,7_thick,atuʃi,atuʃi,a t u ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a t u ʃ i $,default,atusi,a t u S i,S a i t u
214,OldJapanese-8_warm-1,,OldJapanese,8_warm,atatakeʃi,atatakeʃi,a t a t a k e ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ a t a t a k e ʃ i $,default,atatakesi,a t a t a k e S i,S a e i k t
215,OldJapanese-9_you-1,,OldJapanese,9_you,na,na,n a,,Jodaigojiten1967;YasumotoHonda1978,,,^ n a $,default,na,n a,a n
216,OldJapanese-10_heshe-1,,OldJapanese,10_heshe,?anuQtʃu,?anuQtʃu,ʔ a n u ʔ tʃ u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ? a n u Q tʃ u $,default,?anuQtsu,7 a n u 7 tS u,7 a n tS u
217,OldJapanese-11_they-1,,OldJapanese,11_they,kare-,kare-,k a r e,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a r e -$,default,karera,k a r e,a e k r
218,OldJapanese-12_fatgrease-1,,OldJapanese,12_fatgrease,abura,abura,a b u r a,,Jodaigojiten1967;YasumotoHonda1978,,,^ a b u r a $,default,abura,a b u r a,a b r u
219,OldJapanese-13_rain-1,,OldJapanese,13_rain,amë,amë,a m ë/ə,,Jodaigojiten1967;YasumotoHonda1978,,,^ a m ë $,default,ame,a m e 3,3 a e m
220,OldJapanese-14_towalk-1,,OldJapanese,14_towalk,ajume,ajume,a j u m e,,Jodaigojiten1967;YasumotoHonda1978,,,^ a j u m e $,default,ajume,a y u m e,a e m u y
221,OldJapanese-15_that-1,,OldJapanese,15_that,kare,kare,k a r e,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a r e $,default,kare,k a r e,a e k r
222,OldJapanese-16_tosay-1,,OldJapanese,16_tosay,iFu,iFu,i β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i F u $,default,iFu,i b u,b i u
223,OldJapanese-17_house-1,,OldJapanese,17_house,ie,ie,i e,,Jodaigojiten1967;YasumotoHonda1978,,,^ i e $,default,ie,i e,e i
224,OldJapanese-18_tobreathe-1,,OldJapanese,18_tobreathe,ikiduku,ikiduku,i k i d u k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i k i d u k u $,default,ikiduku,i k i d u k u,d i k u
225,OldJapanese-19_tolivebealive-1,,OldJapanese,19_tolivebealive,iku,iku,i k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i k u $,default,iku,i k u,i k u
226,OldJapanese-20_stone-1,,OldJapanese,20_stone,iʃi,iʃi,i ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ i ʃ i $,default,iʃi,i S i,S i
227,OldJapanese-21_painfulsick-1,,OldJapanese,21_painfulsick,itamu,itamu,i t a m u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i t a m u $,default,itamu,i t a m u,a i m t u
228,OldJapanese-22_when-1,,OldJapanese,22_when,itu,itu,i t u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i t u $,default,itu,i t u,i t u
229,OldJapanese-23_five-1,,OldJapanese,23_five,itu,itu,i t u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i t u $,default,itu,i t u,i t u
230,OldJapanese-24_lightening-1,,OldJapanese,24_lightening,inabikari,inabikari,i n a b i k a r i,,Jodaigojiten1967;YasumotoHonda1978,,,^ i n a b i k a r i $,default,inabikari,i n a b i k a r i,a b i k n r
231,OldJapanese-25_dog-1,,OldJapanese,25_dog,inu,inu,i n u,,Jodaigojiten1967;YasumotoHonda1978,,,^ i n u $,default,inu,i n u,i n u
232,OldJapanese-26_above-1,,OldJapanese,26_above,uhe,uhe,u h e,,Jodaigojiten1967;YasumotoHonda1978,,,^ u h e $,default,uhe,u h e,e h u
233,OldJapanese-27_toplant-1,,OldJapanese,27_toplant,uu,uu,uː,,Jodaigojiten1967;YasumotoHonda1978,,,^ uu $,default,uu,u,u
234,OldJapanese-28_thin-1,,OldJapanese,28_thin,usuʃi,usuʃi,u s u ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ u s u ʃ i $,default,ususi,u s u S i,S i s u
235,OldJapanese-29_toshoot-1,,OldJapanese,29_toshoot,utsu,utsu,u ts u,,Jodaigojiten1967;YasumotoHonda1978,,,^ u ts u $,default,utsu,u ts u,ts u
236,OldJapanese-30_sea-1,,OldJapanese,30_sea,umi,umi,u m i,,Jodaigojiten1967;YasumotoHonda1978,,,^ u m i $,default,umi,u m i,i m u
237,OldJapanese-31_branch-1,,OldJapanese,31_branch,eda,eda,e d a,,Jodaigojiten1967;YasumotoHonda1978,,,^ e d a $,default,eda,e d a,a d e
238,OldJapanese-32_tochoose-1,,OldJapanese,32_tochoose,eraFu,eraFu,e r a β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ e r a F u $,default,eraFu,e r a b u,a b e r u
239,OldJapanese-33_tail-1,,OldJapanese,33_tail,wo,wo,w o,,Jodaigojiten1967;YasumotoHonda1978,,,^ w o $,default,wo,w o,o w
240,OldJapanese-34_big-1,,OldJapanese,34_big,öFö-,öFö-,ö β ö,,Jodaigojiten1967;YasumotoHonda1978,,,^ ö F ö -$,default,oFo,o b o,b o
241,OldJapanese-35_tofear-1,,OldJapanese,35_tofear,ösöru,ösöru,ö/ø s ö r u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ös ö r u $,default,osoru,o e s o r u,e o r s u
242,OldJapanese-36_tofall-1,,OldJapanese,36_tofall,ötu,ötu,ö t u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ö t u $,default,otu,o t u,o t u
243,OldJapanese-37_husband-1,,OldJapanese,37_husband,wo,wo,w o,,Jodaigojiten1967;YasumotoHonda1978,,,^ w o $,default,wo,w o,o w
244,OldJapanese-38_manmale-1,,OldJapanese,38_manmale,wo,wo,w o,,Jodaigojiten1967;YasumotoHonda1978,,,^ w o $,default,wo,w o,o w
245,OldJapanese-39_heavy-1,,OldJapanese,39_heavy,omoʃi,omoʃi,o m o ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ o m o ʃ i $,default,omosi,o m o S i,S i m o
246,OldJapanese-40_tothink-1,,OldJapanese,40_tothink,ömöFu,ömöFu,ö m ö β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ö m ö F u $,default,omoFu,o m o b u,b m o u
247,OldJapanese-41_toswim-1,,OldJapanese,41_toswim,öjögu,öjögu,ö j ö g u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ö j ö g u $,default,ojogu,o y o g u,g o u y
248,OldJapanese-42_womanfemale-1,,OldJapanese,42_womanfemale,me,me,m e,,Jodaigojiten1967;YasumotoHonda1978,,,^ m e $,default,me,m e,e m
249,OldJapanese-43_mosquito-1,,OldJapanese,43_mosquito,ka,ka,k a,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a $,default,ka,k a,a k
250,OldJapanese-44_tobuy-1,,OldJapanese,44_tobuy,kaFu,kaFu,k a β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a F u $,default,kaFu,k a b u,a b k u
251,OldJapanese-45_tosniffsmell-1,,OldJapanese,45_tosniffsmell,kagu,kagu,k a g u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a g u $,default,kagu,k a g u,a g k u
252,OldJapanese-46_toscratch-1,,OldJapanese,46_toscratch,kaku,kaku,k a k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a k u $,default,kaku,k a k u,a k u
253,OldJapanese-47_tohide-1,,OldJapanese,47_tohide,kakusu,kakusu,k a k u s u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a k u s u $,default,kakusu,k a k u s u,a k s u
254,OldJapanese-48_wind-1,,OldJapanese,48_wind,kadze,kadze,k a d z e,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a d z e $,default,kadze,k a d z e,a d e k z
255,OldJapanese-49_tocount-1,,OldJapanese,49_tocount,kadzoFu,kadzoFu,k a d z o β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a d z o F u $,default,kadzoFu,k a d z o b u,a b d k o u z
256,OldJapanese-50_shoulder-1,,OldJapanese,50_shoulder,kata,kata,k a t a,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a t a $,default,kata,k a t a,a k t
257,OldJapanese-51_tobite-1,,OldJapanese,51_tobite,kamu,kamu,k a m u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a m u $,default,kamu,k a m u,a k m u
258,OldJapanese-52_thunder-1,,OldJapanese,52_thunder,narukami,narukami,n a r u k a m i,,Jodaigojiten1967;YasumotoHonda1978,,,^ n a r u k a m i $,default,narukami,n a r u k a m i,a i k m n r u
259,OldJapanese-53_tochew-1,,OldJapanese,53_tochew,kamu,kamu,k a m u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a m u $,default,kamu,k a m u,a k m u
260,OldJapanese-54_tohunt-1,,OldJapanese,54_tohunt,karu,karu,k a r u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a r u $,default,karu,k a r u,a k r u
261,OldJapanese-55_skin-1,,OldJapanese,55_skin,kaha,kaha,k a h a,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a h a $,default,kaha,k a h a,a h k
262,OldJapanese-56_dry-1,,OldJapanese,56_dry,kawaku,kawaku,k a w a k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k a w a k u $,default,kawaku,k a w a k u,a k u w
263,OldJapanese-57_yellow-1,,OldJapanese,57_yellow,ki,ki,k i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k i $,default,ki,k i,i k
264,OldJapanese-58_tohear-1,,OldJapanese,58_tohear,kiku,kiku,k i k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k i k u $,default,kiku,k i k u,i k u
265,OldJapanese-59_dirty-1,,OldJapanese,59_dirty,kitanaʃi,kitanaʃi,k i t a n a ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k i t a n a ʃ i $,default,kitanaʃi,k i t a n a S i,S a i k n t
266,OldJapanese-60_liver-1,,OldJapanese,60_liver,kimo,kimo,k i m o,,Jodaigojiten1967;YasumotoHonda1978,,,^ k i m o $,default,kimo,k i m o,i k m o
267,OldJapanese-61_fog-1,,OldJapanese,61_fog,kïri,kïri,k ï/ɨ r i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k ï r i $,default,kiri,k i 3 r i,3 i k r
268,OldJapanese-62_tocuthack-1,,OldJapanese,62_tocuthack,kiru,kiru,k i r u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k i r u $,default,kiru,k i r u,i k r u
269,OldJapanese-63_sharp-1,,OldJapanese,63_sharp,toʃi,toʃi,t o ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ t o ʃ i $,default,tosi,t o S i,S i o t
270,OldJapanese-64_toeat-1,,OldJapanese,64_toeat,kuFu,kuFu,k u β u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u F u $,default,kuFu,k u b u,b k u
271,OldJapanese-65_grass-1,,OldJapanese,65_grass,kusa,kusa,k u s a,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u s a $,default,kusa,k u s a,a k s u
272,OldJapanese-66_rotten-1,,OldJapanese,66_rotten,kusaru,kusaru,k u s a r u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u s a r u $,default,kusaru,k u s a r u,a k r s u
273,OldJapanese-67_mouth-1,,OldJapanese,67_mouth,kuti,kuti,k u t i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u t i $,default,kuti,k u t i,i k t u
274,OldJapanese-68_neck-1,,OldJapanese,68_neck,kubi,kubi,k u b i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u b i $,default,kubi,k u b i,b i k u
275,OldJapanese-69_cloud-1,,OldJapanese,69_cloud,kumo,kumo,k u m o,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u m o $,default,kumo,k u m o,k m o u
276,OldJapanese-70_spider-1,,OldJapanese,70_spider,kumo,kumo,k u m o,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u m o $,default,kumo,k u m o,k m o u
277,OldJapanese-71_tocome-1,,OldJapanese,71_tocome,ku,ku,k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u $,default,ku,k u,k u
278,OldJapanese-72_black-1,,OldJapanese,72_black,kuroʃi,kuroʃi,k u r o ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k u r o ʃ i $,default,kuroʃi,k u r o S i,S i k o r u
279,OldJapanese-73_hair-1,,OldJapanese,73_hair,kë,kë,k ë/ə,,Jodaigojiten1967;YasumotoHonda1978,,,^ k ë $,default,ke,k e 3,3 e k
280,OldJapanese-74_smoke-1,,OldJapanese,74_smoke,keburi,keburi,k e b u r i,,Jodaigojiten1967;YasumotoHonda1978,,,^ k e b u r i $,default,keburi,k e b u r i,b e i k r u
281,OldJapanese-75_nine-1,,OldJapanese,75_nine,kokono,kokono,k o k o n o,,Jodaigojiten1967;YasumotoHonda1978,,,^ k o k o n o $,default,kokono,k o k o n o,k n o
282,OldJapanese-76_fifty-1,,OldJapanese,76_fifty,i,i,i,,Jodaigojiten1967;YasumotoHonda1978,,,^ i $,default,i,i,i
283,OldJapanese-77_child-1,,OldJapanese,77_child,waraha,waraha,w a r a h a,,Jodaigojiten1967;YasumotoHonda1978,,,^ w a r a h a $,default,waraha,w a r a h a,a h r w
284,OldJapanese-78_this-1,,OldJapanese,78_this,köre,köre,k ö r e,,Jodaigojiten1967;YasumotoHonda1978,,,^ k ö r e $,default,kore,k o r e,e k o r
285,OldJapanese-79_tokill-1,,OldJapanese,79_tokill,körösu,körösu,k ö r ö/ø s u,,Jodaigojiten1967;YasumotoHonda1978,,,^ k ö r ös u $,default,korosu,k o r o e s u,e k o r s u
286,OldJapanese-80_fish-1,,OldJapanese,80_fish,uwo,uwo,u w o,,Jodaigojiten1967;YasumotoHonda1978,,,^ u w o $,default,uwo,u w o,o u w
287,OldJapanese-81_tosplit-1,,OldJapanese,81_tosplit,saku,saku,s a k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ s a k u $,default,saku,s a k u,a k s u
288,OldJapanese-82_tostabpierce-1,,OldJapanese,82_tostabpierce,tuku,tuku,t u k u,,Jodaigojiten1967;YasumotoHonda1978,,,^ t u k u $,default,tuku,t u k u,k t u
289,OldJapanese-83_cold-1,,OldJapanese,83_cold,samuʃi,samuʃi,s a m u ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ s a m u ʃ i $,default,samuʃi,s a m u S i,S a i m s u
290,OldJapanese-84_salt-1,,OldJapanese,84_salt,ʃihö,ʃihö,ʃ i h ö,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i h ö $,default,ʃiho,S i h o,S h i o
291,OldJapanese-85_below-1,,OldJapanese,85_below,ʃita,ʃita,ʃ i t a,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
292,OldJapanese-86_tongue-1,,OldJapanese,86_tongue,ʃita,ʃita,ʃ i t a,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
293,OldJapanese-87_todiebedead-1,,OldJapanese,87_todiebedead,ʃinu,ʃinu,ʃ i n u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i n u $,default,ʃinu,S i n u,S i n u
294,OldJapanese-89_louse-1,,OldJapanese,89_louse,ʃirami,ʃirami,ʃ i r a m i,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i r a m i $,default,ʃirami,S i r a m i,S a i m r
295,OldJapanese-90_toknowbeknowledgeable-1,,OldJapanese,90_toknowbeknowledgeable,ʃiru,ʃiru,ʃ i r u,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i r u $,default,ʃiru,S i r u,S i r u
296,OldJapanese-91_white-1,,OldJapanese,91_white,ʃiroʃi,ʃiroʃi,ʃ i r o ʃ i,,Jodaigojiten1967;YasumotoHonda1978,,,^ ʃ i r o ʃ i $,default,ʃiroʃi,S i r o S i,S i o r
297,OldJapanese-92_tosuck-1,,OldJapanese,92_tosuck,suhu,suhu,s u h u,,Jodaigojiten1967;YasumotoHonda1978,,,^ s u h u $,default,suhu,s u h u,h s u
298,OldJapanese-93_sand-1,,OldJapanese,93_sand,isago,isago,i s a g o,,Jodaigojiten1967;YasumotoHonda1978,,,^ i s a g o $,default,isago,i s a g o,a g i o s
